"id_str","extended"
"1313754699854737408"," 'Pompeo keeps up anti-China campaign overseas as Washington plunged into Covid-19 chaos | Analysis by @jgriffiths "
"1311618108101099522"," ""Millions of people in China are traveling again during the first major holiday since the Covid-19 outbreak. As China shows its confidence in containing the pandemic, will getting the country moving around come at a risk? CNN's @David_Culver reports. "
"1311587935322542081"," 'China contained Covid-19. Now, hundreds of millions of people there are about to go on vacation at the same time "
"1311422103418294273"," 'The US intelligence community must urgently refocus its efforts and resources towards addressing the threat posed by China, according to the summary of a highly classified report released by the House Intelligence Committee "
"1311270841091579905","In Trump-Biden debate chaos, China is the big winner | Analysis by @jgriffiths https://t.co/6YYI1RXg2f https://t.co/Yt4ZWjf2Xm"
"1311240173364088834"," ""Japan's Defense Ministry is asking for a 8.3% budget increase in 2020, its largest rise in more than two decades, in the face of China's rapid military modernization and a looming threat from North Korea. "
"1311195352490545152","In Trump-Biden debate chaos, China is the big winner | Analysis by @jgriffiths https://t.co/2a2pzXZCEb https://t.co/K5mrMKP1nk"
"1310908192344473600"," 'When it comes to international recognition, even when Taiwan wins, it loses | Analysis by @jgriffiths "
"1310874496845393920"," 'A kindergarten teacher who poisoned 25 children, killing one of them, after an argument with a rival staff member has been sentenced to death by a court in central China. "
"1310830942785884162"," 'When it comes to international recognition, even when Taiwan wins, it loses | Analysis by @jgriffiths "
"1310557432226213888","Shares in SMIC, China's biggest chipmaker, fell on Monday on fears that it could lose access to key US technology. https://t.co/1YFYaGMKsu"
"1310508318704705538"," 'Authorities in Beijing have ordered importers to avoid frozen food from countries suffering severe coronavirus outbreaks after several incidents of imported seafood testing positive for the virus. "
"1310481912016891904"," 'Chinese President Xi Jinping believes his policies in the far-western region of Xinjiang are ""completely correct,"" despite growing international criticism of alleged human rights abuses and mass internment. "
"1310461269238075392"," 'At least 16 workers in southwest China were killed after they became trapped underground in a coal mine and exposed to unsafe levels of carbon monoxide, Chinese state media reported. "
"1310239970540630018","RT @cnni: Here's what you need to know about China's key flashpoints in the Asia-Pacific region. https://t.co/tLObsJj4L1"
"1309315492730015744"," 'The United States and China have a frosty economic relationship right now. And there are growing expectations that more Chinese companies that have stocks trading on US exchanges will look to move their listings to mainland China or Hong Kong. "
"1309251953407426561"," 'China\'s Ambassador to the United Nations said the US has ""created enough troubles for the world already"" as the two nations continued to spar over the coronavirus pandemic during a tense meeting of the UN Security Council "
"1308670200036954112"," 'A new Chinese air force propaganda video appears to use Hollywood movie clips in its depiction of an attack on a target resembling a United States Air Force base "
"1308638725686128641"," ""Facebook said it had shut down more than 150 fake accounts it determined were run from China, including accounts posting about November's US presidential election "
"1308626528180281344"," ""A Chinese billionaire who criticized President Xi Jinping's handling of the coronavirus pandemic has been jailed for 18 years on corruption charges, a court said Tuesday "
"1308494040980238336"," ""Facebook said it had shut down more than 150 fake accounts it determined were run from China, including accounts posting about November's US presidential election "
"1308379290078248961"," ""A Chinese billionaire who criticized President Xi Jinping's handling of the coronavirus pandemic has been jailed for 18 years on corruption charges, a court said Tuesday "
"1308364200805269505"," 'A new Chinese air force propaganda video appears to use Hollywood movie clips in its depiction of an attack on a target resembling a United States Air Force base "
"1308333864981606401","RT @cnni: A Chinese billionaire who criticized President Xi Jinping's handling of the coronavirus pandemic has been jailed for 18 years on…"
"1308295536328335360"," ""Initial, early responses in China were critical in preventing the spread of coronavirus in Taiwan, potentially saving thousands of lives. Everyday life there is now very different from a lot of places worldwide where leaders weren't quick to act. "
"1307972102079868929"," 'Chinese officials have officially acknowledged birth rates in Xinjiang dropped by almost a third in 2018 -- but they also denied reports of forced sterilization and genocide by authorities in the region "
"1318694930831769611"," 'Only a few weeks ago, the cafés, bars and restaurants of Paris were bustling late into the night.\n\nNow, those same streets are being deserted again, as a strict new nightly curfew is imposed to combat a worrying surge in coronavirus cases. "
"1318686195954614272"," 'Bank tellers are out and robotics engineers are in, according to a new report that says the coronavirus recession is accelerating technological changes that could displace 85 million jobs within the next five years "
"1318638381073575938"," ""Aside from New York City, the remaining nine of the nation's top 10 school districts started their school years online. New York's preliminary success could potentially serve as a resource for other districts embarking on a return to in-person learning. "
"1318620573686259713"," 'More than 200 former residents of coronavirus quarantine facilities in Australia are being urged to test for blood-transmitted diseases, including HIV, after authorities admitted they used the same blood-testing devices for multiple guests. "
"1318618004482068484"," 'Trump closes his campaign by insulting Fauci for telling the truth | Analysis by @StCollinson "
"1318614242589855745"," 'Ten people living at a Kansas nursing home have died after an outbreak of Covid-19 infected all 62 residents, according to a statement from the Norton County Health Department. "
"1318612948865122308"," 'A vaccine scientist warns that the next four to five months could be ""one of the darkest chapters in modern American history"" as more than half of states report a rise in new infections. "
"1318564987674255360"," 'A vaccine scientist warns that the next four to five months could be ""one of the darkest chapters in modern American history"" as more than half of states report a rise in new infections. "
"1318555087489335298","This sudden cognitive dysfunction is a common concern for seniors who've survived a serious bout of coronavirus https://t.co/ZXahYOWnJo"
"1318537513762435078"," 'The US is unlikely to have a Covid-19 vaccine authorized by the FDA before late November, according to Dr. Francis Collins, director of the US National Institutes of Health. "
"1318522424057626625"," ""📩 Sign up to get the facts on coronavirus delivered to your inbox daily: "
"1318519150445285376","RT @NewDay: Prepare for the winter, when the coronavirus pandemic may worsen, Dr. @PeterHotez says:

- Don’t be alone. Create a unit with f…"
"1318514834602942464"," 'Ten people living at a Kansas nursing home have died after an outbreak of Covid-19 infected all 62 residents, according to a statement from the Norton County Health Department. "
"1318492198938312704"," 'More Hispanic workers were impacted by the coronavirus pandemic in food processing plants, manufacturing plants and agriculture workplaces in the US last spring than workers of other races or ethnicities, a team led by the US CDC reported "
"1318473286062395393"," 'More than 200 former residents of coronavirus quarantine facilities in Australia are being urged to test for blood-transmitted diseases, including HIV, after authorities admitted they used the same blood-testing devices for multiple guests. "
"1318469784917495809"," 'Covid-19 numbers are once again climbing back up across the country, with more than half of US states reporting a rise in new infections in what experts say is the dreaded fall surge. "
"1318461993389592576"," 'The UK government has signed a contract for the first human challenge studies for the novel coronavirus, in which healthy volunteers are deliberately infected with the virus in a controlled setting, and some receive an experimental vaccine. "
"1318450670916259842"," 'Trump closes his campaign by insulting Fauci for telling the truth | Analysis by @StCollinson "
"1318411956815073283"," ""The open defiance of his own government's recommendations encapsulates the President's electoral predicament: While his woes are tied mainly to his failures in responding to Covid-19, he's unwilling — and, in his mind, politically unable — to change course "
"1318360545272057857"," ""“He’s not helpful, he’s harmful.” @drsanjaygupta reacts to White House coronavirus task force member Dr. Scott Atlas' tweet, which sought to undermine the importance of face masks. "
"1318323819703054342"," ""TSA airport screenings reached a total of 1.03 million people on Sunday, the most since March 16.\n\nBut that's still down from the same day in 2019, when 2.6 million people were screened through TSA checkpoints. "
"1318278511937921028"," 'Enforcement of the plastic bag ban in New York started today. The ban took effect on March 1, but was not enforced until now because of a lawsuit by plastic bag manufacturers as well as the coronavirus pandemic. "
"1318265708351000576"," 'There are currently more new Covid-19 cases per million people recorded in the Czech Republic than in any other major country in the world. \n\nIn the first 17 days of October, more people died than during the previous eight months of the epidemic combined. "
"1318263166862766087"," 'President Donald Trump and the pandemic he is supposed to be fighting are running out of control with the two weeks until Election Day shaping up as among the most ugly and divisive periods ever ahead of a presidential vote | Analysis by @StCollinson "
"1318253098679308289"," 'Dr. Anthony Fauci said he is ""absolutely not"" surprised President Donald Trump contracted Covid-19 after seeing him surrounded by people not wearing face masks and flouting best public health practices. "
"1318201513248960513","Health experts say the predicted fall surge is here, and rising cases across the US appear to bear that out. https://t.co/4obKwmqwmn"
"1318177612607459330"," 'President Trump held a large rally Sunday in Nevada, where he tried to court suburban women voters and denounced coronavirus safety measures. "
"1318163783328665600"," 'Instead of seeing restrictions as a roadblock to an open economy, Dr. Fauci says the fatigued American public should see public health measures as a way to safely keep it open. "
"1318152456916914176"," 'President Donald Trump and the pandemic he is supposed to be fighting are running out of control with the two weeks until Election Day shaping up as among the most ugly and divisive periods ever ahead of a presidential vote | Analysis by @StCollinson "
"1318140343972450304"," 'There are currently more new Covid-19 cases per million people recorded in the Czech Republic than in any other major country in the world. \n\nIn the first 17 days of October, more people died than during the previous eight months of the epidemic combined. "
"1318136063504863235"," 'President Donald Trump and the pandemic he is supposed to be fighting are running out of control with the two weeks until Election Day shaping up as among the most ugly and divisive periods ever ahead of a presidential vote | Analysis by @StCollinson "
"1318102872417046530"," 'Dr. Anthony Fauci said he is ""absolutely not"" surprised President Donald Trump contracted Covid-19 after seeing him surrounded by people not wearing face masks and flouting best public health practices. "
"1318068882159140864"," 'President Donald Trump and the pandemic he is supposed to be fighting are running out of control with the two weeks until Election Day shaping up as among the most ugly and divisive periods ever ahead of a presidential vote | Analysis by @StCollinson "
"1318041927497940992"," 'As the United States prepares for another wave of the coronavirus, some companies are making plans to keep their employees remote for the foreseeable future.\n"
"1317941036434456577","Coronavirus could drive the last nail into this controversial industry.
https://t.co/mh9tCrqjzN"
"1317937283144830976","Broadway worker: My career of 15 years vanished overnight
https://t.co/MKmIyvFz6k https://t.co/ZFVlT6DKbx"
"1317929716796608512"," ""The coronavirus is surging again in Europe, forcing harsh new restrictions in London and Paris. That's bad news for the region's economic recovery — and puts the United States on notice ahead of a difficult winter.\n"
"1317873148432441348"," 'The US is averaging more than 55,000 new cases a day — up more than 60% since a mid-September dip — and experts say the country is in the midst of the dreaded fall surge. \n"
"1317873094233591810","The NFL reports no new positive Covid-19 tests ahead of Sunday’s action, a league source told CNN. 
https://t.co/eIHUcrdFYJ"
"1317869057790648320"," 'House Speaker Nancy Pelosi said Sunday she and Treasury Secretary Steven Mnuchin must reach an agreement within 48 hours if they want to pass a coronavirus stimulus relief bill before Election Day.\n"
"1317827807024742400"," 'Coronavirus cases are increasing in 29 US states — and only two states are reporting decreases, according to data from Johns Hopkins University\n"
"1317597541916155905"," 'Ten states reported their highest single-day tallies of new Covid-19 infections Friday, and the country reported its highest one-day total since July, as experts say a dangerous fall surge of coronavirus infections is well underway. "
"1317563809721090050"," 'Ten states reported their highest single-day tallies of new Covid-19 infections Friday, and the country reported its highest one-day total since July, as experts say a dangerous fall surge of coronavirus infections is well underway. "
"1317540917155344391"," 'Infections and hospitalizations are rising in the US and across Europe. Here is a look at how it all began in the US and how the country got to this point: "
"1317525819565264898"," ""University of Alabama head football coach Nick Saban was cleared to coach Saturday night's pivotal game against the University of Georgia after testing negative for the third straight day, according to the university. "
"1317446280369590274"," 'The US reported at least 69,000 new Covid-19 infections Friday — the most in a single day since July — amid an alarming nationwide rise in cases that experts say marks the start of the fall surge. "
"1317343332671115264"," '“We have seen a record number of positive cases at this time.” Rock County Board Chairwoman Kara Purviance says she’s concerned that President Trump’s upcoming rally in Wisconsin “will be a superspreader event.” "
"1317319956371996673"," ""The coronavirus has returned to the USS Theodore Roosevelt, the same aircraft carrier that experienced a major outbreak earlier this year, the handling of which caused the ship's captain to be fired and led to the resignation of the acting Navy secretary "
"1317308100660047872"," ""Pres. Trump continues to say “we are rounding the turn” on the coronavirus pandemic, even as Covid-19 cases in the US hit 8 million.\n\n@ErinBurnett: “He’s been saying we're rounding the turn for…months and months and months, and it hasn't been true yet.” "
"1317295549545144327"," '""Trump\'s efforts to change the narrative in the final sprint to Election Day still have one stubborn obstacle: reality,"" writes @LaurenDezenski | Analysis "
"1317287488369688576"," 'Joe Biden said President Trump bears blame for the alleged domestic terrorist plot to kidnap Michigan Gov. Gretchen Whitmer, pointing in a speech Friday to Trump\'s calls on Twitter to ""liberate Michigan"" in the wake of coronavirus-related restrictions "
"1317285069376151553"," 'The federal government has made a deal with retail pharmacies CVS and Walgreens to help distribute coronavirus vaccine — once one or more gets authorized — to long-term care facilities like nursing homes, federal officials say "
"1317266457236021249"," ""Three New York University students are suing the school following the university's decision to suspend them from classes for allegedly violating coronavirus restrictions "
"1317244583323914240","RT @TheLeadCNN: As President Trump is set to hold multiple rallies, CNN's Dr. Sanjay Gupta says they could possibly become super-spreader e…"
"1317235580896309248"," '“The numbers are really unbelievable. We’ve never seen numbers quite this high. Our hospitals are at near capacity,” says Green Bay, Wisconsin, infectious disease physician Dr. Agnes Kresch as the state sees a surge in Covid-19 cases. "
"1317233644520562688"," ""Eighteen members of Yale University's men's hockey team have been instructed to isolate after testing positive for coronavirus "
"1317232658947076096"," '“We may start now to see also an increase in the number of deaths each day, which is the thing we most want to prevent,” National Institutes of Health Director Dr. Francis Collins says as Covid-19 cases in the US hit 8 million. "
"1317232578328289280"," ""“Don't be stupid; you know now how this spreads,” Los Angeles Mayor Eric Garcetti says as the coronavirus pandemic intensifies.\n \n“We’re confident we can continue to do the work that's really helped us dodge any of the major outbreaks.” "
"1317188562790600709"," 'Quarantining may help protect seniors from Covid-19, but social isolation is having a devastating effect on their mental health. @MusicMendsMinds is finding their mission of using music to help people battling neurodegenerative diseases has new importance: "
"1317186027648409601"," 'Broadway may be dark for the foreseeable future due to the coronavirus pandemic, but the show will go on for the Tony Awards "
"1317166286804275207"," 'The United States has reached another grim milestone, surpassing 8 million confirmed cases of Covid-19, according to data from Johns Hopkins University. More than 218,000 people have died from the virus in the US. "
"1317163434518118405"," ""Facts First: President Trump falsely claimed the CDC found that 85% of people who wear masks get the coronavirus. Here's a breakdown of the problems with Trump's claim. "
"1317153366842232833"," 'While it is possible to get infected again with coronavirus, there are still questions scientists are working to answer, including who is more likely to get reinfected and how long antibodies protect people from another infection. "
"1317138232111435780"," ""The Indianapolis Colts say the four positive samples were retested and have been confirmed negative. It will open the practice facility this afternoon under the NFL's intensive protocol, the team says. "
"1317118283150249987"," 'The Indianapolis Colts have shut down its practice facility after several people within the organization tested positive for Covid-19 "
"1317110585490874368"," 'A landscape of confusion, partial truths, changing narratives and ""alternative facts"" have left people vulnerable to conspiracy theories and false narratives that seem to offer all the answers "
"1317106804845838336"," 'Covid-19 has changed our lives — and our vocabularies — so much that the Oxford English Dictionary has had to issue two special updates this year. "
"1317101274492489730"," 'The World Health Organization warns that the daily Covid-19 death toll in Europe could reach five times its April peak over the winter "
"1317087928586297350"," ""📩 Sign up to get the facts on coronavirus delivered to your inbox daily: "
"1317086571947057152"," 'Wales is considering a ""fire-break"" lockdown that would ask people to stay inside and close businesses for two or three weeks. Follow live updates on the coronavirus pandemic. "
"1317076600224186373"," 'The lowest risk for contracting or spreading the highly infectious coronavirus is simply celebrating Thanksgiving in your own home with members of your household and/or virtually with extended family, the CDC says. "
"1317069985894846464"," ""Two members of Energy Secretary Dan Brouillette's security detail have tested positive for coronavirus, the department says. "
"1317067505991647232"," 'The US is nearing 8 million Covid-19 cases and averaging more than 50,000 daily new infections — a sign the country is in for a tough winter, experts say. "
"1317050416228716544"," '""Thursday night was Trump\'s first time taking tough questions from a TV interviewer since his coronavirus infection — and from a former litigator no less. It was one of the finest moments of Guthrie\'s career."" | Analysis by @brianstelter "
"1317046393261928448"," 'President Donald Trump could not definitively say on Thursday whether he was tested for Covid-19 on the day of his first presidential debate against Democratic nominee Joe Biden.\n\nAfter being repeatedly asked, he said: ""Possibly I did, possibly I didn\'t."" "
"1317012429436559362"," 'President Donald Trump could not definitively say on Thursday whether he was tested for Covid-19 on the day of his first presidential debate against Democratic nominee Joe Biden.\n\nAfter being repeatedly asked, he said: ""Possibly I did, possibly I didn\'t."" "
"1317004869434224640"," 'Britain\'s health minister issued a stark warning in early September: ""Don\'t kill your gran by catching coronavirus.""\n\nBut more than 6% of British households are multi-generational. For these families, isolation is a luxury that is hard to come by. "
"1317001111182708737"," '""Thursday night was Trump\'s first time taking tough questions from a TV interviewer since his coronavirus infection — and from a former litigator no less. It was one of the finest moments of Guthrie\'s career."" | Analysis by @brianstelter "
"1316999086319521792"," ""Congress' swift and expansive response to the Covid-19 pandemic last spring spared millions of Americans from falling into poverty after losing their jobs. But now that the relief has ended, the poverty rate has risen in recent months, two new studies show "
"1316964600710111235"," 'While quarantine measures help protect seniors from Covid-19, social isolation is impacting their mental well-being. CNN Hero Carol Rosenstein is finding that her mission of using music to help people battling neurodegenerative diseases has new importance. "
"1316958065359491072"," '""I don\'t know, I don\'t even remember,"" President Trump said when asked during a town hall if a Covid-19 test was done on the day of the September 29 debate "
"1316952290054602752"," 'In a study it described as both conclusive and disappointing, WHO said the antiviral drug remdesivir has ""little or no effect on mortality"" for patients hospitalized with coronavirus and it doesn\'t seem to help patients recover any faster, either "
"1316950759993376768"," ""President Trump baselessly claimed on Thursday that Dr. Anthony Fauci, a key member of the White House's Coronavirus Task Force, was a Democrat when in fact he is not registered with any political party "
"1316944522308354048","RT @CNNTonight: Democratic VP nominee Kamala Harris reiterates her position on a coronavirus vaccine: “I do not trust Donald Trump on the i…"
"1316944488217149446","RT @CNNTonight: Vice presidential nominee Kamala Harris says there’s a “clear contrast” between how Joe Biden and President Trump are campa…"
"1316910522219061248"," ""President Trump's town hall with NBC has ended. Trump was pressed on his coronavirus response, the Supreme Court and immigration.\n\nDemocratic presidential nominee Joe Biden's town hall on ABC is still on air and will wrap at 9:30 p.m. ET. "
"1316902186375405569"," 'Joe Biden made it clear that he would not hesitate to receive a coronavirus vaccine once the scientific community signs on to its safety and effectiveness "
"1316900944295153665"," 'President Trump says ""I don’t know, I don’t even remember"" when asked whether he was tested for coronavirus before the first debate "
"1316898261693857793"," 'Joe Biden opened his ABC town hall by describing how he would have handled the coronavirus pandemic differently, using the comparison to lambast President Trump for his response to the virus "
"1316895810026614784"," 'The coronavirus pandemic continues to become a key issue of the 2020 election and shape the campaign as Election Day quickly approaches.\n\nHere are key facts you need to know: "
"1316883288150212608"," 'Former New Jersey Gov. Chris Christie says he spent 7 days in an intensive care unit before recovering from Covid-19 in a new statement that details the severity of his case and urges people to take the pandemic seriously "
"1316882684971487233"," 'Former New Jersey Gov. Chris Christie says he spent 7 days in an intensive care unit before recovering from Covid-19 in a new statement that details the severity of his case and urges people to take the pandemic seriously "
"1316793475220877313"," 'American tennis player Sam Querrey is under scrutiny for leaving Russia on a private jet after testing positive for Covid-19 "
"1316779645107400704"," 'An ensemble forecast published by the US Centers for Disease Control and Prevention projects there will be 229,000 to 240,000 coronavirus deaths in the United States by Nov. 7. "
"1316777006365892608","21 states have hit their peak 7-day average of new Covid-19 cases this week https://t.co/4Zm37mYK8G https://t.co/mhFIMPQeDa"
"1316742639874605058"," 'VP nominee Kamala Harris halts travel through this weekend after her communications director and a flight crew member test positive for Covid-19, the Biden campaign says, adding neither person has had contact with Biden or Harris since testing positive. "
"1316738094616502273"," ""“This is the time when we could be entering one of the worst periods of our epidemic and one of the worst periods in modern American public health. I'm very worried for the nation,” Dr. Peter Hotez warns as the US sees an increase in coronavirus cases. "
"1316720207067574273"," ""JUST IN: Americans filed another 898,000 first-time jobless claims last week on a seasonally-adjusted basis, according to the Department of Labor. That's up 53,000 from the prior week. "
"1316710492287754240"," ""📩 Sign up to get the facts on coronavirus delivered to your inbox daily: "
"1316707044154576896","RT @NewDay: “Herd immunity, as an approach, by letting the virus circulate, is dangerous. It leads to unnecessary cases and it leads to unn…"
"1316699108476956674","Trump's lack of honesty on Covid hangs over his reelection bid | Analysis by @StCollinson https://t.co/ZVhy4QFxPQ https://t.co/L9bg2smf4K"
"1316675354711527426"," 'A vaccine is still the best way to bring an end to the Covid-19 pandemic, health experts say, adding that pursuing herd immunity would be dangerous. "
"1316639462055706625","Trump's lack of honesty on Covid hangs over his reelection bid | Analysis by @StCollinson https://t.co/3lV4CmExtu https://t.co/YtRh1yBwf2"
"1316589902755229697"," 'The Aguirre family was living the American dream. Then came the coronavirus nightmare.\n\nThe business they had built dried up, and family members started getting sick. Eight have died of complications from Covid-19. "
"1316586115521015808","University of Alabama's head football Coach Nick Saban has tested positive for Covid-19, the university says https://t.co/K6o2eXoHvF"
"1316578515177725953"," 'CNN’s @donlemon says the 2020 presidential election is a story of two maps: the coronavirus map — and the electoral map: “That is the map this President really cares about. Not the one that unmistakably shows cases of this deadly virus surging in state after state after state.” "
"1316567740442914816"," 'Dr. Anthony Fauci says coronavirus precautions will result in a very different kind of Thanksgiving for many people this year, himself included "
"1316565708872970241"," ""Coronavirus has taken his father and seven other family members. It's also taken away his livelihood. CNN’s Miguel Marquez has more on one family’s heartache. "
"1316559444667322370"," 'This is ""all part of the reckless approach that the White House has taken with coronavirus"": CNN’s @ErinBurnett discusses Pres. Trump holding rallies with thousands of supporters packed together with few masks despite the coronavirus pandemic. "
"1316553133766647808"," 'Dr. Anthony Fauci said he is pleased President Trump is doing well after contracting Covid-19, but warned that not everyone who gets the virus will have the same experience "
"1316520271147405313"," ""The often-at-odds collection of health experts and political figures who comprise President Trump's coronavirus task force now appear less influential than ever as Covid-19 cases begin to spike again three weeks before Election Day "
"1316517439287500800"," 'AstraZeneca, whose Phase 3 coronavirus vaccine clinical trial has been on hold for more than a month, did not get critical safety data to the US Food and Drug Administration until last week, according to a source familiar with the trial "
"1316513403859619840"," 'For the first time in more than 70 years, the NFL will not hold its annual all-star game. Instead, the league is focusing on completing the full regular season and postseason during the coronavirus pandemic. "
"1316506842357526529"," 'The organizers of a summer concert featuring The Chainsmokers initially came under fire for welcoming a crowd that was too tightly packed amid restrictions meant to stop the spread of the coronavirus. Now, New York State wants them to pay up. "
"1316502291223064577","Nick Saban, the famed head football coach at the University of Alabama, says he has tested positive for Covid-19 https://t.co/hxgCDTwaQN"
"1316491043827838976","A Covid-19 vaccine may be widely available by April 2021, Dr. Anthony Fauci says https://t.co/CGZWQ5cKqG"
"1316488188920303616"," 'President Trump told reporters that his son, Barron, is doing “fine” after testing positive for coronavirus. First lady Melania Trump wrote in an essay that Barron had ""no symptoms,"" and has now tested negative. "
"1316477404500692992"," 'JUST IN: First lady Melania Trump reveals that her son Barron tested positive for coronavirus. She says her son had “no symptoms,” and has now tested negative. "
"1316470686513332229"," '“I’m standing in the line because my life depends on it,” one Atlanta voter says, as early voters continue to encounter lengthy lines to cast their ballots "
"1316469604797968384","RT @CNNnewsroom: .@brikeilarCNN: “The President is pushing an alternate reality of coronavirus in himself. And that's apparent even on his…"
"1316453992973697024","Rep. Bill Huizenga, a Michigan Republican, announced that he has tested positive for coronavirus https://t.co/Pg764lMAa7"
"1316446194885971976"," 'New York state will withhold funding to local governments not enforcing closures in Covid-19 cluster areas, Gov. Andrew Cuomo says. "
"1316443671626158081"," ""Italy on Wednesday recorded its highest daily increase in coronavirus cases since the beginning of the pandemic, the latest figures from the country's Ministry of Health show. "
"1316441163675598850","Idaho college investigates reports of students intentionally contracting Covid-19 to sell their plasma https://t.co/gg6DpXT2wF"
"1316420591394664448"," 'More than 10 million people have already cast their ballots in this year’s election, as voters in Texas and Georgia faced hours-long lines. @KristenhCNN reports. "
"1316365666728005636"," 'These new studies suggest that many, if not most, people who recover from Covid-19 infections are protected for at least a period of time. They also suggest that coronavirus vaccines may be able to protect people for more than just a few weeks. "
"1316344763046662146"," ""In their fight against the coronavirus, some governments are introducing digital surveillance and data collection tools that could pose a lasting threat to citizens' rights, according to a new report by research institute Freedom House. "
"1316341491594399745"," 'Thousands of people, some braving hours-long waits, glitches and politically motivated obstruction, are flocking to cast early ballots and writing the story of a pandemic-era election that may change how America votes | Analysis by @StCollinson "
"1316329174785720323"," 'Small gatherings are becoming a growing source of Covid-19 spread, a leading health expert said, as at least 36 states are now reporting increased cases of the virus and hospitalizations are on the rise nationwide. "
"1316283874431963136"," 'Thousands of people, some braving hours-long waits, glitches and politically motivated obstruction, are flocking to cast early ballots and writing the story of a pandemic-era election that may change how America votes | Analysis by @StCollinson "
"1316276341097074690"," ""In their fight against the coronavirus, some governments are introducing digital surveillance and data collection tools that could pose a lasting threat to citizens' rights, according to a new report by research institute Freedom House. "
"1316229266028232709"," 'Drugmaker Pfizer has plans to start testing its experimental coronavirus vaccine in children as young as 12.\n\nIt will be the first coronavirus vaccine trial to include children in the United States. "
"1316219930463805442"," 'New York Gov. Andrew Cuomo warns ""Covid isn\'t done with us as a nation.""\n\n""It would be months and months or a year at least... before you get to that full normal,"" he says. "
"1316216155434958849"," '""We were united in a way that I\'d never felt it. It actually was inspiring to me and it gave me energy and that\'s what keeps me going,"" says New York Gov. Andrew Cuomo, reflecting on the early days of coronavirus in the state. "
"1316213387710275584"," '""You can\'t be confident in the situation,"" says New York Gov. Andrew Cuomo as the weather begins to cool. \n\n""People go inside... you\'ll see the viral transmission tick up."" "
"1316210539756834816"," '“The President is doing a lot of the virus’ work,” says Dr. Jonathan Reiner about Pres. Trump holding campaign rallies amid a resurgence of coronavirus cases across the US. “He’s like the caddie for the virus.” "
"1316205361775423489","The Labor Department has announced that Secretary Eugene Scalia's wife, Trish, has tested positive for coronavirus https://t.co/ZOgvG2Nozh"
"1316204624861376512"," 'The federal government said it was investing close to half a billion dollars in a cartridge-based on-the-spot coronavirus test that it said would help “dramatically” expand its supply of tests by next spring "
"1316193555115913216","Dustin Johnson, the top-ranked golfer in the world, has tested positive for Covid-19 https://t.co/mrayMMK7qe"
"1316190495723458560"," 'As predicted, the US is now grappling with a new Covid-19 surge — one that could overwhelm hospitals, kill thousands of Americans a day by January and leave even young survivors with long-term complications "
"1316181689031368709"," 'Convinced he can recreate the against-all-odds formula that initially propelled him to office, people around President Trump say he has taken few lessons from his illness aside from a reinforced view of his own invincibility, both political and medical "
"1316174146204729344"," 'The New York Philharmonic has announced that it is canceling the rest of its 2020-21 season through June 13, 2021, citing mandatory state and city government health regulations during the coronavirus pandemic "
"1316152254739738627"," 'Utah is experiencing ""one of the worst outbreaks in the country"" and has announced a new three-tier Covid-19 monitoring system for counties, Utah Gov. Gary Herbert says "
"1316152009662361600"," 'New Mexico Gov. Michelle Lujan Grisham is announcing a partial rollback of the state’s economic reopening, as coronavirus numbers increase rapidly "
"1316138487121313794"," 'Go There gains access to the al-Hol refugee camp in Syria. Resources at the camp were already strained, but coronavirus restrictions have worsened the plight of the temporary residents.\n\nCNN’s Jomana Karadsheh speaks with refugees and camp administrators. "
"1316127083685449732"," 'After announcing five new Covid-19 positive tests within the football team earlier on Tuesday, the University of Florida has paused team activities, according to a statement from Athletics Director Scott Stricklin "
"1316124341055168512"," ""Dr. Anthony Fauci, the nation's leading infectious disease expert, said current efforts toward Covid-19 vaccine development are “on a really good track” despite news that a second vaccine was put on hold this week "
"1316115112525287431"," 'American golfer Dustin Johnson, who sits atop the World Golf Rankings, has tested positive for Covid-19, according to a statement from the PGA Tour.\n\nAs a result, Johnson has withdrawn from this week’s tournament in Las Vegas. "
"1316095262583066626"," 'Drugmaker Eli Lilly says it is pausing its trial of a combination antibody treatment for coronavirus due to safety reasons "
"1316063670082965504"," ""There's little data to support the effectiveness of plexiglass shields, and even if there were, the barriers have their limits, according to epidemiologists and aerosol scientists, who study airborne transmission of coronavirus. "
"1316051088014008322"," 'JUST IN: Cristiano Ronaldo has tested positive for coronavirus, the Portuguese Football Federation said.\n\nRonaldo is ""well, without symptoms, and in isolation,"" a statement read. "
"1316032711585419266"," 'Johnson &amp; Johnson says it learned of the “unexplained illness,"" which caused it to pause its Phase 3 coronavirus vaccine trial, on Sunday and immediately informed the Data and Safety Monitoring Board, which monitors clinical trial developments. "
"1316024922724999171"," 'JUST IN: Cristiano Ronaldo has tested positive for coronavirus, the Portuguese Football Federation said.\n\nRonaldo is ""well, without symptoms, and in isolation,"" a statement read. "
"1316003280279998464"," 'The International Monetary Fund is downgrading its forecasts for next year, and warning of a long, slow recovery that will stoke poverty and damage growth. "
"1315974350789632000"," ""📩 Sign up to get the facts on coronavirus delivered to your inbox daily: "
"1315944379408883713"," ""While the Asia-Pacific region treads water until a coronavirus vaccine is found, the West's biggest economies are drowning as a second wave firmly establishes itself in Europe | Analysis by @tarajohn\n "
"1315928528173572102"," 'With 33 states reporting a rise in new Covid-19 cases and a nationwide uptick in hospitalizations, local officials worry this could be the beginning of the coming surge experts have warned about. "
