Source (A),Source (B),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1229468967334531072,More than 200 Australians flown home after 14-day coronavirus quarantine on Christmas Island https://t.co/7x27hNsQO3,21,99.0,31.71,89.63,25.77,21.0,23.81,42.86,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,4.76,14.29,14.29,0.0,14.29,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,23.81,4.76,4.76,14.29,0.0,0.0,4.76,0.0,4.76,0.0,4.76,0.0,4.76,0.0,0.0,0.0,19.05,4.76,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,9.52
1229423058852732928,RT @BBCSport: Organisers of the Tokyo Marathon have announced it will no longer be a mass participation event due to the coronavirus outbreâ€¦,23,93.26,66.81,27.39,25.77,23.0,30.43,73.91,43.48,4.35,0.0,0.0,0.0,0.0,0.0,0.0,4.35,13.04,8.7,13.04,0.0,0.0,4.35,13.04,4.35,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,4.35,17.39,0.0,8.7,8.7,0.0,4.35,0.0,0.0,0.0,0.0,4.35,0.0,4.35,4.35,0.0,0.0,13.04,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7
1229197320736137216,Coronavirus: A Cameroon student on how he recovered https://t.co/f2OFU6Y7R5,13,82.82,77.92,1.0,25.77,13.0,38.46,53.85,30.77,7.69,7.69,0.0,0.0,0.0,7.69,0.0,0.0,7.69,7.69,0.0,7.69,7.69,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,7.69,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,30.77,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38
1228622618208690176,RT @BBCBreaking: First coronavirus fatality in Europe as France confirms death of Chinese tourist https://t.co/GA9VjX6bBT,19,98.71,70.08,4.05,1.0,19.0,36.84,42.11,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79,0.0,0.0,5.26,0.0,0.0,5.26,5.26,0.0,5.26,0.0,5.26,0.0,5.26,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,10.53,0.0,5.26,5.26,0.0,0.0,0.0,0.0,0.0,10.53,10.53,0.0,10.53,5.26,0.0,0.0,26.32,5.26,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79
1228377329480687617,Coronavirus: Fake flyers in Los Angeles target Panda Express https://t.co/YCwBtk5fiA,14,97.73,76.25,1.06,1.0,14.0,28.57,28.57,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,7.14,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,28.57,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29
1228005710107205633, 'Russian woman who escaped coronavirus quarantine is resisting attempts by officials to bring her back to hospital by force ,19,93.26,94.27,4.05,25.77,19.0,42.11,78.95,42.11,10.53,5.26,0.0,0.0,0.0,5.26,0.0,5.26,0.0,21.05,5.26,5.26,0.0,0.0,10.53,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79,0.0,0.0,10.53,0.0,5.26,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,5.26,0.0,0.0,21.05,0.0,0.0,15.79,0.0,5.26,0.0,10.53,0.0,15.79,10.53,5.26,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0
1227810175412768770,Coronavirus: 'Pariah' cruise ship rejected by five ports docks at last https://t.co/dy1F4isIgb,16,99.0,50.0,35.37,1.0,16.0,18.75,50.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,6.25,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,18.75,6.25,6.25,6.25,0.0,6.25,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,37.5,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5
1227764023191592962,Coronavirus: How a global city helped to spread it https://t.co/BpWzUKtupc,14,83.81,50.0,13.15,25.77,14.0,14.29,57.14,28.57,7.14,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,7.14,0.0,7.14,7.14,0.0,7.14,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,28.57,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29
1227733188765782016,"RT @BBCSport: Odion Ighalo has reportedly been banned from Man Utd's training ground over fears of a potential coronavirus risk.

That's inâ€¦",22,93.26,81.84,2.4,1.0,11.0,22.73,63.64,31.82,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.55,13.64,13.64,0.0,0.0,0.0,13.64,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,9.09,0.0,0.0,9.09,0.0,0.0,0.0,4.55,4.55,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.64,0.0,4.55,4.55,0.0,4.55,4.55,9.09,4.55,9.09,0.0,9.09,0.0,4.55,0.0,0.0,0.0,0.0,0.0,4.55,0.0,4.55,4.55,0.0,0.0,27.27,4.55,0.0,4.55,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09
1227721260270080000,RT @BBCRosAtkins: Worth watching. All power to this US woman stuck on a cruiseliner in the middle of the #coronavirus crisis. The definitioâ€¦,23,99.0,95.89,54.89,25.77,7.67,21.74,86.96,43.48,8.7,4.35,0.0,4.35,0.0,0.0,0.0,4.35,17.39,17.39,0.0,0.0,0.0,0.0,8.7,4.35,4.35,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,13.04,0.0,0.0,4.35,0.0,4.35,0.0,0.0,0.0,0.0,4.35,0.0,4.35,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04,4.35,0.0,4.35,0.0,4.35,4.35,0.0,0.0,21.74,4.35,17.39,0.0,0.0,4.35,0.0,4.35,0.0,0.0,4.35,0.0,4.35,4.35,0.0,0.0,26.09,8.7,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04
1227665769393246208,RT @BBCAfrica: Did bat soup really pass on the coronavirus to humans? In our latest edition of Africa Today podcast we fact-check some of tâ€¦,26,97.95,97.24,63.54,25.77,13.0,15.38,76.92,38.46,7.69,7.69,0.0,7.69,0.0,0.0,0.0,0.0,3.85,19.23,3.85,3.85,0.0,0.0,7.69,3.85,3.85,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,11.54,0.0,0.0,0.0,3.85,3.85,3.85,0.0,0.0,0.0,0.0,3.85,0.0,0.0,0.0,3.85,7.69,7.69,0.0,0.0,0.0,0.0,3.85,7.69,0.0,19.23,3.85,7.69,7.69,3.85,3.85,0.0,0.0,0.0,0.0,3.85,0.0,3.85,3.85,0.0,0.0,19.23,0.0,0.0,3.85,0.0,3.85,0.0,3.85,0.0,0.0,0.0,7.69
1227635421989015552,RT @BBCTech: Coronavirus: More big names pull out of MWC conference https://t.co/V8npyfodSC,16,99.0,89.42,35.37,25.77,16.0,25.0,56.25,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,6.25,12.5,6.25,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,18.75,6.25,12.5,0.0,6.25,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,6.25,0.0,0.0,37.5,6.25,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75
1227568874364788741,"RT @BBCSport: The Chinese Grand Prix has been officially postponed because of the coronavirus outbreak.

In full âž¡ https://t.co/awWIAuUy2Wâ€¦",23,96.43,66.81,2.02,93.61,11.5,34.78,56.52,30.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,8.7,8.7,0.0,4.35,0.0,8.7,8.7,0.0,0.0,0.0,0.0,4.35,4.35,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,4.35,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,4.35,0.0,0.0,4.35,4.35,0.0,8.7,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04,0.0,13.04,4.35,0.0,0.0,34.78,8.7,0.0,4.35,0.0,0.0,4.35,0.0,0.0,0.0,0.0,17.39
1227500768036446208,Coronavirus: Singapore bank evacuated after worker falls ill https://t.co/XcMFAstNSZ,13,97.95,50.0,17.46,25.77,13.0,30.77,46.15,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,7.69,0.0,0.0,7.69,0.0,7.69,7.69,0.0,0.0,0.0,0.0,0.0,15.38,7.69,0.0,7.69,15.38,0.0,0.0,7.69,0.0,0.0,7.69,0.0,7.69,0.0,0.0,0.0,30.77,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38
1227332484767068163,What it's like to be under quarantine in the US for #coronavirus #COVID19 https://t.co/UGurc5qnUr https://t.co/r0HuNhZpzo,23,96.43,80.77,2.02,25.77,23.0,21.74,52.17,43.48,13.04,4.35,0.0,4.35,0.0,0.0,0.0,8.7,4.35,21.74,8.7,0.0,0.0,0.0,8.7,0.0,4.35,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,4.35,0.0,4.35,0.0,0.0,0.0,8.7,0.0,8.7,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,8.7,0.0,0.0,0.0,39.13,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,26.09
1227309884087160832,RT @BBCTech: Samsung Galaxy S20 and Z Flip launch under shadow of coronavirus https://t.co/ddYTtvrLv9,18,97.07,71.09,4.97,25.77,18.0,22.22,38.89,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,5.56,0.0,5.56,0.0,0.0,0.0,0.0,5.56,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,11.11,5.56,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,5.56,0.0,0.0,27.78,5.56,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67
1227234563434405888,RT @BBCSport: The Asian Football Confederation has postponed all cup matches due to be played in East Asia until April because of concernsâ€¦,23,96.43,66.81,54.89,93.61,23.0,30.43,65.22,34.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,17.39,8.7,0.0,8.7,0.0,13.04,0.0,0.0,0.0,0.0,4.35,4.35,4.35,0.0,0.0,0.0,0.0,4.35,0.0,0.0,0.0,0.0,8.7,0.0,4.35,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,8.7,0.0,21.74,0.0,8.7,13.04,0.0,8.7,0.0,0.0,0.0,0.0,4.35,0.0,4.35,4.35,0.0,0.0,13.04,0.0,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7
1227198996193665024,"Coronavirus prankster faces five-years in jail for Moscow metro stunt 

https://t.co/OumqIzbbiR",16,99.0,50.0,7.84,25.77,16.0,18.75,37.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,25.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,12.5
1227186962395729921,"RT @BBCNews: How worried should we be about the coronavirus outbreak?

https://t.co/lJomBgl4rj",16,38.6,96.95,1.0,1.0,8.0,31.25,56.25,37.5,6.25,6.25,0.0,6.25,0.0,0.0,0.0,0.0,6.25,6.25,12.5,12.5,6.25,0.0,12.5,6.25,0.0,6.25,0.0,0.0,6.25,0.0,6.25,6.25,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,6.25,0.0,0.0,37.5,6.25,0.0,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,18.75
1226928061796487169,Coronavirus super-spreaders: Why are they important? https://t.co/oUmLae84ao,12,38.6,79.76,1.0,99.0,6.0,33.33,50.0,25.0,8.33,8.33,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,8.33,8.33,0.0,0.0,8.33,8.33,0.0,8.33,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,8.33,8.33,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,50.0,8.33,0.0,8.33,0.0,8.33,0.0,8.33,0.0,0.0,0.0,16.67
1226834974420152320,".@WHO chief warns against coronavirus 'trolls and conspiracy theories'

https://t.co/JZ2a0rExbU",14,83.81,50.0,1.06,1.0,14.0,35.71,50.0,21.43,7.14,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,7.14,0.0,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,50.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,21.43
1226203706850512897,Coronavirus: WHO chief warns against 'trolls and conspiracy theories' https://t.co/LyHEswvpLj,14,83.81,50.0,1.06,1.0,14.0,35.71,50.0,21.43,7.14,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,7.14,0.0,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,42.86,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29
1226083812934922240,RT @BBCNews: Coronavirus: Five Britons test positive for virus in France https://t.co/7Y79aWC250,18,98.87,71.09,1.0,98.27,18.0,22.22,38.89,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,11.11,0.0,5.56,5.56,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,5.56,0.0,5.56,0.0,5.56,0.0,0.0,0.0,0.0,0.0,11.11,0.0,11.11,5.56,0.0,0.0,33.33,5.56,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67
1225851304909660161,Potential Jersey coronavirus case held in isolation for testing https://t.co/tv7ND7SkSQ,14,99.0,50.0,1.06,1.0,14.0,35.71,57.14,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,7.14,0.0,7.14,7.14,0.0,7.14,0.0,7.14,7.14,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,21.43,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29
1225820168380612609,"Russian media hint at US conspiracy over coronavirus

https://t.co/3VFCHvh7CO",14,97.73,92.33,13.15,25.77,14.0,28.57,28.57,21.43,7.14,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,21.43,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29
1225761439899684864,"South Korea mass wedding defies coronavirus fears 

https://t.co/J2SmFJiCFh",12,93.26,79.76,23.51,1.0,12.0,25.0,41.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,8.33,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,8.33,0.0,0.0,0.0,25.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67
1225597691603890176,Coronavirus: Another 41 catch virus on quarantined cruise ship https://t.co/3Z9Oy0vCKi,16,93.26,50.0,35.37,25.77,16.0,18.75,31.25,12.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,12.5,6.25,0.0,0.0,6.25,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,25.0,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
1225579808811339778,Coronavirus: Are African countries ready? https://t.co/2jdQ7bPmJY,11,80.14,50.0,2.4,99.0,5.5,27.27,36.36,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,0.0,0.0,0.0,45.45,9.09,0.0,9.09,0.0,9.09,0.0,0.0,0.0,0.0,0.0,18.18
1225408395617996802,"RT @BBC_HaveYourSay: What would you like to ask about #coronavirus? 

@JamesTGallagher will answer your questions on the News Channel at 15â€¦",22,87.93,99.0,11.0,94.75,11.0,27.27,72.73,45.45,13.64,9.09,0.0,0.0,9.09,0.0,0.0,4.55,4.55,18.18,9.09,4.55,0.0,0.0,18.18,0.0,0.0,4.55,0.0,0.0,4.55,4.55,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,13.64,9.09,0.0,4.55,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.55,9.09,0.0,9.09,0.0,0.0,4.55,0.0,0.0,0.0,0.0,4.55,0.0,4.55,4.55,0.0,0.0,31.82,0.0,0.0,4.55,0.0,4.55,0.0,0.0,0.0,0.0,0.0,22.73
1225214053112537088,Coronavirus: Couple live-streams into own wedding amid fears https://t.co/eKw4FdQPJL,14,99.0,76.25,1.06,1.0,14.0,28.57,50.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,7.14,7.14,0.0,7.14,7.14,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,7.14,0.0,0.0,0.0,35.71,7.14,0.0,7.14,0.0,0.0,0.0,7.14,0.0,0.0,0.0,14.29
1225138347464646656,"RT @BBCSport: There is further doubt on the Chinese Grand Prix going ahead in April as a result of the coronavirus outbreak.

ðŸ‘‰ https://t.câ€¦",27,99.0,64.46,58.07,25.77,13.5,18.52,66.67,37.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,18.52,3.7,3.7,3.7,0.0,7.41,11.11,7.41,0.0,0.0,0.0,7.41,3.7,3.7,3.7,0.0,0.0,3.7,0.0,0.0,0.0,0.0,7.41,0.0,3.7,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.41,0.0,3.7,0.0,0.0,3.7,0.0,3.7,7.41,22.22,3.7,11.11,7.41,0.0,0.0,0.0,0.0,0.0,0.0,7.41,0.0,7.41,3.7,0.0,0.0,25.93,7.41,0.0,3.7,0.0,0.0,0.0,0.0,3.7,0.0,0.0,11.11
1225003641527992320,Coronavirus: Ten passengers on cruise ship docked in Japanese port test positive for virus https://t.co/OXBa1T94bu,19,99.0,50.0,19.27,97.58,19.0,26.32,42.11,15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,5.26,0.0,5.26,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,0.0,0.0,5.26,0.0,0.0,0.0,0.0,15.79,5.26,10.53,0.0,5.26,5.26,0.0,0.0,0.0,0.0,5.26,0.0,5.26,0.0,0.0,0.0,21.05,5.26,0.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53
