created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,extended_tweet,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,display_text_range,extended_entities,retweeted_status
Wed Oct 21 19:08:26 +0000 2020,1318992559952330755,1318992559952330755,"The Brazilian trial of a vaccine created by the University of Oxford will go on despite the death of a volunteer, t… https://t.co/JbZEun9PaT","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",True,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13421606, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 183, 'statuses_count': 200780, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'The Brazilian trial of a vaccine created by the University of Oxford will go on despite the death of a volunteer, the institution announced on Wednesday.\nhttps://t.co/yzEHdfjvBs', 'display_text_range': [0, 177], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/yzEHdfjvBs', 'expanded_url': 'https://newsaf.cgtn.com/news/2020-10-22/Oxford-Brazil-vaccine-trial-to-go-on-after-volunteer-dies-university-UMvXP4aYCc/index.html', 'display_url': 'newsaf.cgtn.com/news/2020-10-2…', 'indices': [154, 177]}], 'user_mentions': [], 'symbols': []}}",4,1,13,39,"{'hashtags': [], 'urls': [{'url': 'https://t.co/JbZEun9PaT', 'expanded_url': 'https://twitter.com/i/web/status/1318992559952330755', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,
Wed Oct 21 02:40:53 +0000 2020,1318744034265853954,1318744034265853954,The Brazilian government will include #China's Sinovac #vaccine against COVID-19 in its national immunization progr… https://t.co/fKTIXXHw6s,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",True,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13421606, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 183, 'statuses_count': 200780, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""The Brazilian government will include #China's Sinovac #vaccine against COVID-19 in its national immunization program https://t.co/0KxzoicZhQ"", 'display_text_range': [0, 141], 'entities': {'hashtags': [{'text': 'China', 'indices': [38, 44]}, {'text': 'vaccine', 'indices': [55, 63]}], 'urls': [{'url': 'https://t.co/0KxzoicZhQ', 'expanded_url': 'https://news.cgtn.com/news/2020-10-21/China-s-vaccine-to-be-included-in-Brazil-s-immunization-program-ULepTYUu1G/index.html', 'display_url': 'news.cgtn.com/news/2020-10-2…', 'indices': [118, 141]}], 'user_mentions': [], 'symbols': []}}",3,1,13,54,"{'hashtags': [{'text': 'China', 'indices': [38, 44]}, {'text': 'vaccine', 'indices': [55, 63]}], 'urls': [{'url': 'https://t.co/fKTIXXHw6s', 'expanded_url': 'https://twitter.com/i/web/status/1318744034265853954', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,
Wed Oct 21 02:17:44 +0000 2020,1318738208046264323,1318738208046264323,"U.S. ""very unlikely"" to approve #COVID19 #vaccine by November: NIH director https://t.co/HBmJfKEkHN https://t.co/1wEJfxQBaJ","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13421606, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 183, 'statuses_count': 200780, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,2,8,4,29,"{'hashtags': [{'text': 'COVID19', 'indices': [32, 40]}, {'text': 'vaccine', 'indices': [41, 49]}], 'urls': [{'url': 'https://t.co/HBmJfKEkHN', 'expanded_url': 'https://bit.ly/2HkVATJ', 'display_url': 'bit.ly/2HkVATJ', 'indices': [76, 99]}], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1318738133299601413, 'id_str': '1318738133299601413', 'indices': [100, 123], 'media_url': 'http://pbs.twimg.com/media/Ek0ZWGMVoAUShNt.png', 'media_url_https': 'https://pbs.twimg.com/media/Ek0ZWGMVoAUShNt.png', 'url': 'https://t.co/1wEJfxQBaJ', 'display_url': 'pic.twitter.com/1wEJfxQBaJ', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1318738208046264323/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 900, 'h': 600, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 600, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}",False,False,False,low,en,[{'tag': None}],"[0, 99]","{'media': [{'id': 1318738133299601413, 'id_str': '1318738133299601413', 'indices': [100, 123], 'media_url': 'http://pbs.twimg.com/media/Ek0ZWGMVoAUShNt.png', 'media_url_https': 'https://pbs.twimg.com/media/Ek0ZWGMVoAUShNt.png', 'url': 'https://t.co/1wEJfxQBaJ', 'display_url': 'pic.twitter.com/1wEJfxQBaJ', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1318738208046264323/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 900, 'h': 600, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 600, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}",
Tue Oct 20 18:53:28 +0000 2020,1318626402963423232,1318626402963423232,"RT @CGTNEurope: The latest #COVID19 news from across Europe as:

🌎 Global cases pass 40 million

🦠 @WHO urge Europe to follow 
Asia’s virus…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13421606, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 183, 'statuses_count': 200780, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,0,0,0,0,"{'hashtags': [{'text': 'COVID19', 'indices': [27, 35]}], 'urls': [], 'user_mentions': [{'screen_name': 'CGTNEurope', 'name': 'CGTN Europe', 'id': 814819352662790145, 'id_str': '814819352662790145', 'indices': [3, 14]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [99, 103]}], 'symbols': []}",False,False,,low,en,[{'tag': None}],,,"{'created_at': 'Tue Oct 20 17:15:00 +0000 2020', 'id': 1318601624319832070, 'id_str': '1318601624319832070', 'text': 'The latest #COVID19 news from across Europe as:\n\n🌎 Global cases pass 40 million\n\n🦠 @WHO urge Europe to follow \nAsia… https://t.co/uOrSS50X0p', 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 814819352662790145, 'id_str': '814819352662790145', 'name': 'CGTN Europe', 'screen_name': 'CGTNEurope', 'location': 'Europe', 'url': 'http://europe.cgtn.com', 'description': '🇪🇺 China Global Television Network in Europe\n👁 See The Difference \n🌎🌱 @ourplanetneedsyou on TikTok: https://www.tiktok.com/@ourplanetneedsyou', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 12275, 'friends_count': 177, 'listed_count': 153, 'favourites_count': 562, 'statuses_count': 18565, 'created_at': 'Fri Dec 30 13:04:07 +0000 2016', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': '', 'profile_background_image_url_https': '', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1173942340165218304/2vcQdGvV_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1173942340165218304/2vcQdGvV_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/814819352662790145/1635712326', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': 'The latest #COVID19 news from across Europe as:\n\n🌎 Global cases pass 40 million\n\n🦠 @WHO urge Europe to follow \nAsia’s virus controls \n\n🇬🇧 UK launches ‘challenge trial’ to fast track vaccine\n\nPlus much more👇\nhttps://t.co/sD8QZHiFFk', 'display_text_range': [0, 230], 'entities': {'hashtags': [{'text': 'COVID19', 'indices': [11, 19]}], 'urls': [{'url': 'https://t.co/sD8QZHiFFk', 'expanded_url': 'https://newseu.cgtn.com/news/2020-10-20/Global-cases-top-40m-record-deaths-in-Ukraine-COVID-19-bulletin--UK7JezCwA8/index.html', 'display_url': 'newseu.cgtn.com/news/2020-10-2…', 'indices': [207, 230]}], 'user_mentions': [{'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [83, 87]}], 'symbols': []}}, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 5, 'favorite_count': 14, 'entities': {'hashtags': [{'text': 'COVID19', 'indices': [11, 19]}], 'urls': [{'url': 'https://t.co/uOrSS50X0p', 'expanded_url': 'https://twitter.com/i/web/status/1318601624319832070', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [83, 87]}], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}"
Tue Oct 20 17:29:36 +0000 2020,1318605298777661440,1318605298777661440,"RT @cgtnamerica: Hear from Helen Yang, Senior Director of Global Strategy and Business Development at Sinovac, the China-based biopharmaceu…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13421606, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 183, 'statuses_count': 200780, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'cgtnamerica', 'name': 'CGTN America', 'id': 620136960, 'id_str': '620136960', 'indices': [3, 15]}], 'symbols': []}",False,False,,low,en,[{'tag': None}],,,"{'created_at': 'Tue Oct 20 17:00:01 +0000 2020', 'id': 1318597855783825409, 'id_str': '1318597855783825409', 'text': 'Hear from Helen Yang, Senior Director of Global Strategy and Business Development at Sinovac, the China-based bioph… https://t.co/DKTxxQnE90', 'display_text_range': [0, 140], 'source': '<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 620136960, 'id_str': '620136960', 'name': 'CGTN America', 'screen_name': 'cgtnamerica', 'location': 'Washington, DC', 'url': 'https://america.cgtn.com/', 'description': 'Watch live: https://t.co/rtNij3XmD3 \nMaterial is distributed by MediaLinks TV, LLC on behalf of CCTV. Info available at the Department of Justice in DC.', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 287760, 'friends_count': 2280, 'listed_count': 1367, 'favourites_count': 10462, 'statuses_count': 104789, 'created_at': 'Wed Jun 27 14:45:38 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '0054E6', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/994364868810739713/ntTuT-8l_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/994364868810739713/ntTuT-8l_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/620136960/1632498775', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': 'Hear from Helen Yang, Senior Director of Global Strategy and Business Development at Sinovac, the China-based biopharmaceutical company, which is conducting phase 3 human trials with their vaccine  in Brazil, Turkey and Indonesia.  \n\nhttps://t.co/HOEpHjs8ii https://t.co/T2UbUkjfxx', 'display_text_range': [0, 257], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/HOEpHjs8ii', 'expanded_url': 'https://bit.ly/37oO0mb', 'display_url': 'bit.ly/37oO0mb', 'indices': [234, 257]}], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1318582165999845381, 'id_str': '1318582165999845381', 'indices': [258, 281], 'additional_media_info': {'title': '', 'description': '', 'embeddable': True, 'monetizable': False}, 'media_url': 'http://pbs.twimg.com/media/EkyMk27X0AA6xD1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EkyMk27X0AA6xD1.jpg', 'url': 'https://t.co/T2UbUkjfxx', 'display_url': 'pic.twitter.com/T2UbUkjfxx', 'expanded_url': 'https://twitter.com/cgtnamerica/status/1318597855783825409/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 480520, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1318582165999845381/vid/1280x720/mYBAWwyPUMCpcq2S.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1318582165999845381/pl/NfYeqz4yeeObRl09.m3u8?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1318582165999845381/vid/640x360/qBuRWwISUX_7XgEv.mp4?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1318582165999845381/vid/480x270/aOnrP77uKdY2ESje.mp4?tag=13'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1920, 'h': 1080, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1318582165999845381, 'id_str': '1318582165999845381', 'indices': [258, 281], 'additional_media_info': {'title': '', 'description': '', 'embeddable': True, 'monetizable': False}, 'media_url': 'http://pbs.twimg.com/media/EkyMk27X0AA6xD1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EkyMk27X0AA6xD1.jpg', 'url': 'https://t.co/T2UbUkjfxx', 'display_url': 'pic.twitter.com/T2UbUkjfxx', 'expanded_url': 'https://twitter.com/cgtnamerica/status/1318597855783825409/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 480520, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1318582165999845381/vid/1280x720/mYBAWwyPUMCpcq2S.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1318582165999845381/pl/NfYeqz4yeeObRl09.m3u8?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1318582165999845381/vid/640x360/qBuRWwISUX_7XgEv.mp4?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1318582165999845381/vid/480x270/aOnrP77uKdY2ESje.mp4?tag=13'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1920, 'h': 1080, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]}}, 'quote_count': 0, 'reply_count': 0, 'retweet_count': 6, 'favorite_count': 18, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/DKTxxQnE90', 'expanded_url': 'https://twitter.com/i/web/status/1318597855783825409', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}"
Tue Oct 20 09:00:01 +0000 2020,1318477057727197185,1318477057727197185,"#China is expected to produce up to 610 million doses of COVID-19 #vaccines by the end of this year, Zheng Zhongwei… https://t.co/IVS6bMSqnn","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",True,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13421606, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 183, 'statuses_count': 200780, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""#China is expected to produce up to 610 million doses of COVID-19 #vaccines by the end of this year, Zheng Zhongwei, head of China's coronavirus vaccine development task force said at the presser, adding output will grow next year https://t.co/iIXJTzCSHM"", 'display_text_range': [0, 254], 'entities': {'hashtags': [{'text': 'China', 'indices': [0, 6]}, {'text': 'vaccines', 'indices': [66, 75]}], 'urls': [{'url': 'https://t.co/iIXJTzCSHM', 'expanded_url': 'https://news.cgtn.com/news/2020-10-20/Over-60-000-injected-with-China-s-COVID-19-vaccines-with-no-ill-effect-UK41MfHYSA/index.html', 'display_url': 'news.cgtn.com/news/2020-10-2…', 'indices': [231, 254]}], 'user_mentions': [], 'symbols': []}}",3,1,13,38,"{'hashtags': [{'text': 'China', 'indices': [0, 6]}, {'text': 'vaccines', 'indices': [66, 75]}], 'urls': [{'url': 'https://t.co/IVS6bMSqnn', 'expanded_url': 'https://twitter.com/i/web/status/1318477057727197185', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,
