created_at,id,id_str,text,display_text_range,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,extended_tweet,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules
Thu Oct 08 15:41:33 +0000 2020,1314229454827327501,1314229454827327501,"The coronavirus pandemic has sparked a rush for plastic: From Wuhan to New York, demand for face shields, gloves, t… https://t.co/hTwFfJPEGb","[0, 140]","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 1652541, 'id_str': '1652541', 'name': 'Reuters', 'screen_name': 'Reuters', 'location': 'Around the world', 'url': 'http://www.reuters.com', 'description': 'Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 24166561, 'friends_count': 1199, 'listed_count': 130461, 'favourites_count': 753, 'statuses_count': 801880, 'created_at': 'Tue Mar 20 17:46:05 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '444444', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '006F97', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'F5F5F5', 'profile_text_color': '000000', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1194751949821939712/3VBu4_Sa_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1194751949821939712/3VBu4_Sa_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1652541/1573687397', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'The coronavirus pandemic has sparked a rush for plastic: From Wuhan to New York, demand for face shields, gloves, takeaway food containers and bubble wrap for online shopping has surged. Since most of that cannot be recycled, so has the waste https://t.co/LhzmNujh54 https://t.co/czeTHL566u', 'display_text_range': [0, 266], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/LhzmNujh54', 'expanded_url': 'https://reut.rs/2FbUd9i', 'display_url': 'reut.rs/2FbUd9i', 'indices': [243, 266]}], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1314229452839292930, 'id_str': '1314229452839292930', 'indices': [267, 290], 'media_url': 'http://pbs.twimg.com/media/Ej0UuWnXkAIaeSe.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ej0UuWnXkAIaeSe.jpg', 'url': 'https://t.co/czeTHL566u', 'display_url': 'pic.twitter.com/czeTHL566u', 'expanded_url': 'https://twitter.com/Reuters/status/1314229454827327501/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1314229452839292930, 'id_str': '1314229452839292930', 'indices': [267, 290], 'media_url': 'http://pbs.twimg.com/media/Ej0UuWnXkAIaeSe.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ej0UuWnXkAIaeSe.jpg', 'url': 'https://t.co/czeTHL566u', 'display_url': 'pic.twitter.com/czeTHL566u', 'expanded_url': 'https://twitter.com/Reuters/status/1314229454827327501/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]}}",18,10,70,95,"{'hashtags': [], 'urls': [{'url': 'https://t.co/hTwFfJPEGb', 'expanded_url': 'https://twitter.com/i/web/status/1314229454827327501', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}]
Thu Sep 24 10:55:07 +0000 2020,1309083941027172356,1309083941027172356,"China National Biotec Group said it will donate 200,000 doses of its candidate coronavirus vaccine to the central c… https://t.co/vv9A3fef65",,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 1652541, 'id_str': '1652541', 'name': 'Reuters', 'screen_name': 'Reuters', 'location': 'Around the world', 'url': 'http://www.reuters.com', 'description': 'Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz.', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 24166561, 'friends_count': 1199, 'listed_count': 130461, 'favourites_count': 753, 'statuses_count': 801880, 'created_at': 'Tue Mar 20 17:46:05 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '444444', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '006F97', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'F5F5F5', 'profile_text_color': '000000', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1194751949821939712/3VBu4_Sa_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1194751949821939712/3VBu4_Sa_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1652541/1573687397', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'China National Biotec Group said it will donate 200,000 doses of its candidate coronavirus vaccine to the central city of Wuhan, where the virus first emerged late last year https://t.co/6vlV9Pe81p', 'display_text_range': [0, 197], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/6vlV9Pe81p', 'expanded_url': 'https://reut.rs/3iXECss', 'display_url': 'reut.rs/3iXECss', 'indices': [174, 197]}], 'user_mentions': [], 'symbols': []}}",6,24,21,36,"{'hashtags': [], 'urls': [{'url': 'https://t.co/vv9A3fef65', 'expanded_url': 'https://twitter.com/i/web/status/1309083941027172356', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}]
