text;favorite_count;media;periode
" ""China's Wang Qiang defeated 23-time Grand Slam winner Serena Williams in the third round of the #AustralianOpen, advancing to the round of 16 ";74;CGTNOfficial;JanFeb2020
Critically endangered birds spotted in south China https://t.co/RM6TBZiZoc https://t.co/uDlSJBrD0d;74;CGTNOfficial;JanFeb2020
 'China invests 200 million yuan (28.67 million USD) to three hospitals in Hubei, the heart of the #coronavirus outbreak, for building treatment units for severe cases ;74;XHNews;JanFeb2020
"Yunnan Province is deemed ""Kingdom of Animals and Plants"" and ""Gene Bank of Species"" because it harbors more than 5… https://t.co/g3JvnIiuxz";74;XHNews;SeptOct2020
What does #Shenzhen Special Economic Zone tell about China's economic future?  #EconomicWatch… https://t.co/uZEXjGq53Q;74;XHNews;SeptOct2020
" ""China's Foreign Ministry on Thursday slammed U.S. Secretary of State Mike Pompeo for spreading misinformation about the state of human rights in #China, saying the #US has no right to make wanton accusations against other countries. ";74;CGTNOfficial;SeptOct2020
#Iran reports country's first two #coronavirus cases in central province of Qom, according to govt spokesperson https://t.co/mrQdatJpjY;74;CGTNOfficial;JanFeb2020
Working from home has become a new trend across China amid #coronavirus outbreak https://t.co/5RI4hmgaGk https://t.co/5cHwCJPsTT;74;XHNews;JanFeb2020
 'U.S. non-profit donates 1.8 million face masks, 80,000 isolation gowns to help China combat #coronavirus outbreak ;73;XHNews;JanFeb2020
 '#CoronavirusOutbreak in China\n- 4,535 confirmed cases, including 8 in HK, 7 in Macao and 5 in Taiwan\n-\xa0106 deaths\n-\xa06,973 suspected cases \n\nmore: ;73;CGTNOfficial;JanFeb2020
" ""China's People's Liberation Army gave a show of force on Sunday with warships and warplanes participating in a combat readiness patrol near the southeast of Taiwan Island.\n\n";73;CGTNOfficial;JanFeb2020
 'Hong Kong researchers develop a new system that can identify 30 to 40 infectious respiratory pathogens in one single test within an hour, including novel #coronavirus and bird flu virus ;73;XHNews;JanFeb2020
#COVID19: Leishenshan Hospital discharges first recovered patient https://t.co/KAN4VGF9o2;73;CGTNOfficial;JanFeb2020
" ""The only patient infected with the novel #coronavirus in China's Tibet is discharged from hospital after an 18-day treatment ";73;XHNews;JanFeb2020
Altai Mountains of NW #China see vibrant #animal activities https://t.co/llrAccUcHL;73;CGTNOfficial;SeptOct2020
"Natural beauty: Qinghai Lake

Qinghai Lake in northwest China is known as a paradise for birds. #HighSpeedRailTour https://t.co/sf3l67XT16";73;CGTNOfficial;SeptOct2020
#China opens embassy in #Solomon Islands https://t.co/ObxkZWPb61;73;CGTNOfficial;SeptOct2020
"""If there is any country in the world that has got the capacity to deal with this kind of crisis, it is China."" 
Re… https://t.co/l4Asv3W7mo";73;XHNews;JanFeb2020
" ""Japan's health ministry confirms 39 more cases of the novel #coronavirus on board the quarantined #DiamondPrincess cruise ship, bringing the total number of cases to 174 #COVID19 ";73;CGTNOfficial;JanFeb2020
Father leaves newborn baby behind to join the fight against #Coronavirus in Hubei Province https://t.co/GvJUmB2hLq https://t.co/5RMjx17X31;73;XHNews;JanFeb2020
" '""If there is any country in the world that has got the capacity to deal with this kind of crisis, it is China."" \nRead more at ";73;XHNews;JanFeb2020
China's economy grew 18.3% year on year in Q1, as strong domestic and foreign demands power recovery from a low bas… https://t.co/Dpkmoxztzt;73;XHNews;MarchApril2021
U.S. non-profit donates 1.8 million face masks, 80,000 isolation gowns to help China combat #coronavirus outbreak… https://t.co/A88oqSF4Rl;73;XHNews;JanFeb2020
Chinese ambassador: China's cooperation with world transparent, responsible in curbing novel #coronavirus… https://t.co/UZ4gfqZG6D;73;XHNews;JanFeb2020
 'Chinese researchers have identified a key protein essential for the novel coronavirus to infect humans, providing valuable information to help evaluate the public health risk ;73;XHNews;JanFeb2020
" 'The world is facing a ""chronic shortage"" of anti-virus protective equipment in the fight against #Coronavirus, WHO chief Tedros Adhanom Ghebreyesus said, adding that he is speaking to the Pandemic Supply Chain Network to find solutions. ";73;CGTNOfficial;JanFeb2020
Health officials in Los Angeles County confirm another U.S. case of new virus from China. There are now 4 case of t… https://t.co/qL23PPc0Vc;73;CGTNOfficial;JanFeb2020
" ""China's First Lady Peng Liyuan sends congratulatory message to #UNESCO Prize for Girls' and Women's Education. Peng congratulated the prize winners from #SriLanka and #Kenya. ";73;CGTNOfficial;SeptOct2020
 'Uruguayan President Luis Lacalle Pou on Monday received injection of CoronaVac vaccine which developed by Chinese pharmaceutical firm Sinovac. ;73;CGTNOfficial;MarchApril2021
.@WHO chief @DrTedros confident in #China's epidemic prevention and control ability https://t.co/t9NGrKMvtw;73;CGTNOfficial;JanFeb2020
10 new imported COVID-19 cases and zero new locally transmitted cases were reported in Chinese mainland on Saturday… https://t.co/ur4A8mhLqQ;73;XHNews;SeptOct2020
Mainland slams Taiwan's DPP for politicizing vaccine https://t.co/vig6AIUBi1;73;CGTNOfficial;MarchApril2021
British vlogger shows life in China after height of COVID-19 https://t.co/ChuQHbU8jF;73;CGTNOfficial;MarchApril2021
 'Chinese people, and Asians at large, have been perceived as disease carriers by some since the #coronavirus epidemic broke out. \n\nIn this episode of #FactsTell, we explore why anti-Asian sentiment is spreading fast and far amid the new outbreak. ;73;CGTNOfficial;JanFeb2020
"""I'm grateful to our country, which leaves no one behind."" First batch of charter flights sent by Chinese governmen… https://t.co/wFobYbV2kL";73;XHNews;JanFeb2020
The only patient infected with the novel #coronavirus in China's Tibet is discharged from hospital after an 18-day… https://t.co/qxTKPdRSj8;73;XHNews;JanFeb2020
" ""The Potala Palace in Lhasa, southwest China's Tibet Autonomous Region, will be closed until further notice amid #CoronavirusOutbreak ";73;CGTNOfficial;JanFeb2020
Uzbekistan receives 1m doses of Chinese COVID-19 vaccine https://t.co/FpvRqmbcHe https://t.co/OYWEoZjpRv;73;CGTNOfficial;MarchApril2021
Live: Join CGTN to visit one of Wuhan's medical surveillance areas for suspected cases of #coronavirus https://t.co/H6x1HbY8z6;73;CGTNOfficial;JanFeb2020
" '""I\'m grateful to our country, which leaves no one behind."" First batch of charter flights sent by Chinese government brings back 199 stranded Hubei residents from overseas following novel #coronavirus outbreak in Wuhan, capital city of Hubei ";73;XHNews;JanFeb2020
The main structures of a major high-speed rail bridge have been connected in Hubei, China. #HighSpeedRailway https://t.co/rOcqhSqsKm;73;XHNews;SeptOct2020
Xi inspects novel #coronavirus prevention and control work in Beijing https://t.co/jjJKceKnV3 https://t.co/SqRAhxKIfq;73;XHNews;JanFeb2020
Aerial view of salt pans in Naxi Township, SW China's Tibet. Local people follow a traditional salt harvesting meth… https://t.co/ONxtx0eRzD;73;XHNews;SeptOct2020
" ""Chinese ambassador: China's cooperation with world transparent, responsible in curbing novel #coronavirus ";73;XHNews;JanFeb2020
" '""I won\'t let you get drenched.""\n\nTeachers in a primary school in central China\'s Hunan built an ""umbrella bridge"" to escort students on Monday. Many senior students took the initiative to prop up umbrellas and joined the team to create this 100-meter ""bridge"" #ChinaBuzz ";73;CGTNOfficial;SeptOct2020
"Is the virus from a Wuhan lab?
No way! ""This Wuhan lab has been doing some excellent research work,"" says a Malaysi… https://t.co/bi8ImDInQI";72;XHNews;JanFeb2020
Live: First batch of Chinese nationals aboard Diamond Princess arrive in Hong Kong #DiamondPrincess #coronavirus https://t.co/iXtNqglLoq;72;CGTNOfficial;JanFeb2020
 'While Chinese people are striving to battle against novel #coronavirus, certain Western media outlets and officials are generating a cacophony out of prejudice, rumors, discrimination and racism ;72;XHNews;JanFeb2020
 'Video: #DPRK top leader Kim Jong Un attends military parade, thanks troops for stopping coronavirus #ICYMI \n\nmore: ;72;CGTNOfficial;SeptOct2020
The Muyanza Dam built by China Geo-Engineering Corporation in Rulindo district, central Rwanda, has played a big ro… https://t.co/VxPIeDljUH;72;XHNews;SeptOct2020
 'U.S. confirms its 13th #coronavirus case, the CDC says. The patient is under 14-day quarantine after returning from #Wuhan on a chartered flight with other U.S. nationals ;72;CGTNOfficial;JanFeb2020
After hiatus of over 6 months, Saudi Arabia resumed Sunday #Umrah pilgrimage in #Mecca amid strict precautions agai… https://t.co/6SVs7xgWGF;72;XHNews;SeptOct2020
Hungarian skater banned for a year for racist comments against China https://t.co/uzgxfT2GDs;72;CGTNOfficial;JanFeb2020
 '#Beijing to stop all inter-province shuttle buses from January 26 amid the #coronavirus outbreak, local authorities said ;72;CGTNOfficial;JanFeb2020
" ""Feature: Group of people devoted to environmental protection around Qinghai Lake in NW China's Qinghai Province #HighSpeedRailTour ";72;CGTNOfficial;SeptOct2020
Calligraphy event held in Malaysia shows support for China https://t.co/GlkLvIKIfF https://t.co/yjePnXedxn;72;CGTNOfficial;JanFeb2020
#China commits to continued support to other developing countries https://t.co/GUZNPTj6iA;72;CGTNOfficial;SeptOct2020
Everything’s coming up roses! Colombian flower exports to China flourish despite pandemic https://t.co/gjwc3AGnvi;72;XHNews;SeptOct2020
More than 20 species of migratory birds arrive in northwest China https://t.co/rwOaMfrvZn https://t.co/gdN0pzJx6h;72;CGTNOfficial;JanFeb2020
Putin will receive his first dose of COVID-19 vaccine on Tuesday https://t.co/KyFDlffccC https://t.co/aJtKBB1OBH;72;XHNews;MarchApril2021
The #COVID-19 epidemic in Hubei, the epicenter province of the outbreak, has been gradually brought under control:… https://t.co/p1TvCbxXbW;72;XHNews;JanFeb2020
" ""China's death toll from #coronavirus jumps to over 360 as of the end of Sunday, surpassing the number of SARS fatalities (349) on the Chinese mainland in 2003 \n\nThe charts below show how numbers have changed in the past two weeks: ";72;CGTNOfficial;JanFeb2020
Chinese fashion designer Wang Tao recently said that people from different industries are all making contribution a… https://t.co/LlehL2KPGV;72;XHNews;JanFeb2020
" ""As of Feb. 8, 2,147 new cases of #coronavirus have been reported in central China's Hubei Province. The total numbers in Hubei are:\n\n- 27,100 confirmed cases\n- 780 deaths\n- 1,439 discharged from hospitals\n- 70,438 under medical observation\n\nmore: ";72;CGTNOfficial;JanFeb2020
" ""Exclusive! North China's Shanxi Province has reported at least 130 confirmed cases of the novel #coronavirus. Xinhua correspondents have visited a small village in Shanxi to see how villagers there have battled against the epidemic. #FightVirus ";72;XHNews;JanFeb2020
" 'Chinese embassy calls #Danish newspaper satire about #coronavirus ""humiliation"" and demands apology \n\nmore: ";72;CGTNOfficial;JanFeb2020
Drones have joined China's fight against the outbreak of the novel #coronavirus https://t.co/9iA7p1BtuQ https://t.co/7stEsBeG25;72;XHNews;JanFeb2020
39-year-old #coronavirus patient dies in Hong Kong, local media reports https://t.co/BGTSa988CC;72;CGTNOfficial;JanFeb2020
Entrusted by Xi Jinping, Premier Li Keqiang arrived in Wuhan to inspect and direct the novel coronavirus control wo… https://t.co/hXpQYzY2zG;72;XHNews;JanFeb2020
 'Check out these cosplays of famous paintings \n\nSeniors in an orphanage in Shanghai dressing up as characters in world-famous paintings went viral in China #ChinaBuzz ;72;CGTNOfficial;SeptOct2020
China's health authority requires a prompt increase of designated hospitals for severe novel coronavirus pneumonia… https://t.co/sB10yEhOue;72;XHNews;JanFeb2020
Live: The highest waves of the world's largest tidal bore on east #China's Qiantang River #nature #lunar #tides https://t.co/gvypvmPgda;72;CGTNOfficial;SeptOct2020
" ""China's health authority requires a prompt increase of designated hospitals for severe novel coronavirus pneumonia patients, and utmost efforts to improve the survival rates ";72;XHNews;JanFeb2020
China imposes no additional tariffs on coronavirus prevention supplies from U.S. https://t.co/IzDELQw0MI https://t.co/YrOLQC5hTd;72;XHNews;JanFeb2020
" ""EXCLUSIVE: CGTN reporters get a firsthand view of #Wuhan Pulmonary Hospital's intensive care units (ICU) on January 24, Chinese Lunar New Year's Eve, as the hospital battles the new #CoronavirusOutbreak \n\nmore: ";72;CGTNOfficial;JanFeb2020
Chinese diplomat says U.S. responsible for tension over Iran nuclear deal https://t.co/TRU3JpUviw;72;CGTNOfficial;JanFeb2020
 'Comparison pics recall memories\n\n#Wuhan Sports Center was converted into the temporary treatment center for #COVID19 patients earlier this year. The center reopened to the public on Sunday with more than 7,500 in attendance for a basketball game. ;72;CGTNOfficial;SeptOct2020
More Chinese medical teams are rushing to Hubei Province to aid novel #coronavirus control https://t.co/NjmblFVdZJ https://t.co/8gEQLQeMTC;72;XHNews;JanFeb2020
" '""As the heat comes in - we\'re in great shape.""\n\nU.S. President Donald Trump is hopeful warmer weather will help end the coronavirus emergency. ";72;CGTNOfficial;JanFeb2020
 'In graphics: Here are how the cases have grown over the past 11 days. \n\nmore: ;72;CGTNOfficial;JanFeb2020
Exclusive! North China's Shanxi Province has reported at least 130 confirmed cases of the novel #coronavirus. Xinhu… https://t.co/OgkuNhZvEe;72;XHNews;JanFeb2020
South African in S. China's Guilin shares life amid anti-virus battle https://t.co/bAgItQV3qq;72;XHNews;JanFeb2020
#BREAKING: Xi talks with Trump over phone on novel #coronavirus outbreak https://t.co/WKRhdNmRMR;72;XHNews;JanFeb2020
China sees declining daily number of fever patients amid coronavirus outbreak: official https://t.co/Eeoi1AiFzF https://t.co/6mcbxtzo6r;72;XHNews;JanFeb2020
 'Entrusted by Xi Jinping, Premier Li Keqiang arrived in Wuhan to inspect and direct the novel coronavirus control work. Read more : ;72;XHNews;JanFeb2020
" ""A race for life\n\nA latest viral video from south China's Guangdong shows a hospital's staff wasting no time in providing required medical attention to a child experiencing seizures, climbing stairs to rush to the pediatric department on the building's sixth floor. #ChinaBuzz ";72;CGTNOfficial;SeptOct2020
 'Around 80 percent of the deaths are over the age of 60, while 75 percent of them had underlying conditions like cardiovascular and cerebrovascular diseases and diabetes, the national health body said.\n\nmore: ;71;CGTNOfficial;JanFeb2020
 '#UPDATE Xinhua Hospital says 62-years-old ENT specialist, Dr. Liang Wudong, who is suspected to have died from the coronavirus Saturday, retired in March 2019 ;71;CGTNOfficial;JanFeb2020
" 'Tel Aviv Municipality Hall lit up in colors of China\'s national flag to show solidarity with China in fight against novel #coronavirus\n""A friend in need is a friend indeed. We will do whatever we can to help China..."" said a local official ";71;XHNews;JanFeb2020
"Correction: A previous version of this graphic misspelled the word ""coronavirus"" https://t.co/DPs2DGMn23";71;CGTNOfficial;JanFeb2020
World Health Organization says a viral illness in China that has sickened hundreds is not yet a global health emerg… https://t.co/DkXQzJG7uq;71;CGTNOfficial;JanFeb2020
In The Spotlight: How a deliveryman keeps Beijing supplied during coronavirus outbreak https://t.co/sOBSTeeaZy https://t.co/T0RE0dyjZO;71;CGTNOfficial;JanFeb2020
"""Wuhan, we are with you!"" - Students from all over the world show their support in the fight against #Coronavirus w… https://t.co/c1SaTHxHAZ";71;XHNews;JanFeb2020
 'Wuhan, the epicenter of the novel #coronavirus outbreak, has put 12 temporary hospitals into operation ;71;XHNews;JanFeb2020
Chinese Vice Premier: Positive change seen in coronavirus prevention https://t.co/lxfM4dL1RG;71;CGTNOfficial;JanFeb2020
China won't join trilateral arms talks with the U.S. and Russia https://t.co/8gZM68WlfS;71;CGTNOfficial;JanFeb2020
A Chinese railway engineering company on Tuesday drilled through the Ban Phoukeu Tunnel, the last major long tunnel… https://t.co/kZVQzPryeN;71;XHNews;SeptOct2020
Number of birds increases in Xiamen, SE China's Fujian, as environment continues to improve https://t.co/pp8Dwzs783 https://t.co/qR1ALYlF7Y;71;XHNews;SeptOct2020
The golden dress of autumn gently sweeps over the waters and forests of Daqinggou national reserve in north China's… https://t.co/fJiHuYP86R;71;XHNews;SeptOct2020
#China gets global support for its fight against novel #coronavirus https://t.co/HobLN69hrW;71;CGTNOfficial;JanFeb2020
 'Singapore reports three new confirmed cases of the novel #coronavirus — three Singaporean nationals with no travel history to Wuhan, according to the country’s health department\n\xa0\nSo far, the total number of confirmed cases in Singapore is 33. ;71;CGTNOfficial;JanFeb2020
" '""The turning point has come,"" Wang Xinghuan, dean of Leishenshan Hospital, the second makeshift hospital designed to receive critical and severe novel coronavirus patients, told CGTN\'s Xu Mengqi in an interview on Sunday.\n\nmore: ";71;CGTNOfficial;JanFeb2020
#ICYMI #Coronavirus-fighting nurses cut hair short in Wuhan outbreak https://t.co/vOi7tAcP6R https://t.co/DN190JhBJ1;71;CGTNOfficial;JanFeb2020
"Step into a ""cartoon village"" where cartoons on the wall blend in with nature in east China's Jiangxi Province https://t.co/LVou68kB11";71;XHNews;JanFeb2020
#BREAKING Denmark becomes the first European country to end use of AstraZeneca COVID-19 vaccine: health authority https://t.co/jtgL2X7sDa;71;CGTNOfficial;MarchApril2021
Wuhan, the epicenter of the novel #coronavirus outbreak, has put 12 temporary hospitals into operation… https://t.co/IjAmFP0vCB;71;XHNews;JanFeb2020
 'British Airways suspends all direct flights between the #UK and Chinese mainland with immediate effect due to #coronavirus concerns, a BA spokesperson said Wednesday ;71;CGTNOfficial;JanFeb2020
More than 100 cars stop, a woman braves a busy road, and a policeman turns on the crossing light to help an elderly… https://t.co/csqq6MDvoZ;71;XHNews;SeptOct2020
" '""Wuhan, we are with you!"" - Students from all over the world show their support in the fight against #Coronavirus with uplifting messages on social media ";71;XHNews;JanFeb2020
North China's Shanxi Province is providing express coaches to send employees to their workplaces and help enterpris… https://t.co/1RJtMzYIew;71;XHNews;JanFeb2020
 'Another 48 cases of #coronavirus reported in South Korea, bringing the total number in the country to 204 as of 16:00 local time Feb. 21 \n\nCoronavirus infection in #SouthKorea is now into local community transmission stage, government said Thursday #COVID19 ;71;CGTNOfficial;JanFeb2020
" ""A 13-year-old student unwittingly filmed a drowning elderly man holding a drainpipe when the boy tested his drone on September 26 in east China's Shandong Province. #ChinaBuzz ";71;CGTNOfficial;SeptOct2020
" ""China's National Health Commission on novel #coronavirus features:\n\n- Main source: infected pneumonia patients \n- Transmission route: droplet, contact  \n- The elderly and those with underlying diseases at greater risks of complications; infants and children can also get infected ";71;CGTNOfficial;JanFeb2020
" 'First lady Melania Trump tweets following positive COVID-19 test: ""I have mild symptoms but overall feeling good. I am looking forward to a speedy recovery."" ";71;CGTNOfficial;SeptOct2020
Tel Aviv Municipality Hall lit up in colors of China's national flag to show solidarity with China in fight against… https://t.co/rG0Q5FgxU5;71;XHNews;JanFeb2020
China said on Sunday that it is keeping close communication with the World Health Organization (WHO) and relevant c… https://t.co/6n62c6XvgJ;70;XHNews;JanFeb2020
China has reined in new COVID-19 outbreak in Qingdao with speed, completing coronavirus screenings on all the city'… https://t.co/o7KhJbQv58;70;XHNews;SeptOct2020
" ""An advance team of World Health Organization (WHO) medical experts arrived in China late Monday to help investigate the novel coronavirus outbreak, WHO chief  confirmed \n\nFollow CGTN's live updates: ";70;CGTNOfficial;JanFeb2020
A one-month-long lantern fair celebrating the Mid-Autumn Festival is held in the ancient town of Zhouzhuang, east C… https://t.co/oXGlQoI4Ng;70;XHNews;SeptOct2020
"Tibetan areas in SW China's Sichuan declared out of poverty 

more: https://t.co/0OIa3YpEdk https://t.co/ku8wvp3kJD";70;CGTNOfficial;JanFeb2020
Video: Stranded dolphin rescued in S #China. #ICYMI https://t.co/YhVWaxWP28;70;CGTNOfficial;SeptOct2020
Hunshandake sandland, one of China's major sandy lands, has significantly increased its forest and vegetation cover… https://t.co/dSBs2df4Yw;70;XHNews;SeptOct2020
 'Chinese authorities are asking people for tip-offs on #coronavirus cases, including cover-ups, attempts to play down the numbers, or delayed and incomplete reporting of the #CoronavirusOutbreak \n\nmore: ;70;CGTNOfficial;JanFeb2020
" ""#China has for the first time found sufficient evidence to prove that #coronavirus can be transmitted from objects to human beings and can survive for a long time under freezing conditions, a deputy mayor of E China's Qingdao City announced Tuesday. (file photo) ";70;CGTNOfficial;SeptOct2020
 'In fight against #coronavirus, reputed journals offer free access\n\nMore than 80 journals known for publishing path-breaking research papers have announced free access to the research work on the virus, also known as 2019-nCoV ;70;CGTNOfficial;JanFeb2020
China is set to surpass U.S. to be world's largest movie market in 2020 https://t.co/ZEJMtJJYrM;70;CGTNOfficial;SeptOct2020
Beijing, Moscow hope to see rest of the world immunized against COVID-19 through their vaccine assistance https://t.co/vIjtSutTVM;70;CGTNOfficial;MarchApril2021
 'Chinese companies are accelerating their adjustment of production structure to meet the huge demand for medical materials and equipment amid the novel #coronavirus outbreak #FightVirus ;70;XHNews;JanFeb2020
More than 300 foreign students in Tsinghua University in Beijing have received Sinovac COVID-19 vaccines as the cit… https://t.co/jFTWdlJTuA;70;XHNews;MarchApril2021
#BREAKING: China is willing to strengthen practical cooperation with France in the health sector so as to jointly s… https://t.co/sY962nB8B2;70;XHNews;JanFeb2020
Chinese officials discuss epidemic control in rural areas #coronavirus https://t.co/9o1KNy1ZCQ;70;CGTNOfficial;JanFeb2020
#Egypt to produce 80 million doses of China's #Sinovac vaccine annually https://t.co/Ws1baj65sD https://t.co/lXohK6uJQP;70;CGTNOfficial;MarchApril2021
" ""The #COVID19 outbreak is creating many problems and uncertainties within China and around the world. \n\nSivanka Dhanapala, UNHCR Representative in China, shares his views on China's response to the situation and the discrimination that Chinese people face. ";70;CGTNOfficial;JanFeb2020
Amid coronavirus outbreak in China, buying a mask, shopping in a supermarket... Watch what life is like for foreign… https://t.co/ZLXmpErNLD;70;XHNews;JanFeb2020
Happy holiday! Railway staff with a train station in China's Wuhan have marked the upcoming National Day holiday. F… https://t.co/bHpDhHbgHK;70;XHNews;SeptOct2020
" '""Thank you, dear China, for all your sacrifices to contain this outbreak! Get better soon!"" -- Largest U.S. tourism show sends ""get well"" wishes to China #coronavirus #COVID19 ";70;XHNews;JanFeb2020
Amazing techniques of #pottery making in Rongchang in China's Chongqing #ceramics https://t.co/bGVLCugYzC;70;XHNews;JanFeb2020
A cafe in Wuhan has made it its mission to give the frontline medics some hot, professionally-made coffee… https://t.co/zIwoGM5Ijp;70;XHNews;JanFeb2020
Chinese UN envoy refutes accusations on Xinjiang, Hong Kong issues by U.S. and other countries… https://t.co/n9V3xoZ1fK;70;XHNews;SeptOct2020
 'China said on Sunday that it is keeping close communication with the World Health Organization (WHO) and relevant countries on pneumonia caused by a novel coronavirus (2019-nCoV) ;70;XHNews;JanFeb2020
" 'How ""spectacular"" does a live running broadcast have to attract 250,000 views?\n\nPan Shancu, a marathon runner from Hangzhou , China, achieved it while on lockdown during the #coronavirus outbreak. ";70;CGTNOfficial;JanFeb2020
" ""Four of #China's self-developed #COVID19 #vaccines have entered into Phase III clinical trials, some 60,000 people have been vaccinated, no severe reverse effects have been reported, the deputy director of China's Ministry of Science and Technology said at a press conference. ";70;CGTNOfficial;SeptOct2020
 'Amid coronavirus outbreak in China, buying a mask, shopping in a supermarket... Watch what life is like for foreigners in China #FightVirus ;70;XHNews;JanFeb2020
"Expert urges donation of plasma among cured #coronavirus patients 

more: https://t.co/TP2xz0N8PN https://t.co/vXPGhXtVuN";70;CGTNOfficial;JanFeb2020
"In line with the idea of ""lucid waters and lush mountains are invaluable assets,"" Anji County in east China's Zheji… https://t.co/AdM9bP3MRf";70;XHNews;SeptOct2020
Chinese President #XiJinping on Monday inspected Chaozhou City, south #China's Guangdong Province. https://t.co/NUmqMrDAnp;70;CGTNOfficial;SeptOct2020
"""Thank you, dear China, for all your sacrifices to contain this outbreak! Get better soon!"" -- Largest U.S. tourism… https://t.co/vcbKWlP56o";70;XHNews;JanFeb2020
Traditional Chinese medicine (TCM) is playing an important role in the confrontation with #covid-19, both in clinic… https://t.co/biq1r8DMeZ;69;XHNews;JanFeb2020
 'The #COVID19 outbreak has brought the city of #Wuhan and the entire province of Hubei to a grinding halt. But what about the rest of the country? \n\nCGTN reporter Omar Khan brings us quite a different look from the southern city of Guangzhou. ;69;CGTNOfficial;JanFeb2020
 'A total of 5,911 patients infected with the novel coronavirus had been discharged from hospital after recovery by the end of Wednesday ;69;XHNews;JanFeb2020
China's Hubei reports 105 new confirmed virus cases and 7 new deaths on Thursday https://t.co/u7V7DmzH58 https://t.co/Q3LAz9oVbs;69;XHNews;JanFeb2020
China's unprecedented measures effectively contain novel coronavirus epidemic and win international recognition… https://t.co/4Zp9QxR8dK;69;XHNews;JanFeb2020
 'China dispatched two more charter planes to Manila in the Philippines on Thursday to bring home a total of 460 Chinese citizens stranded abroad amid the #coronavirus outbreak ;69;CGTNOfficial;JanFeb2020
 'UN Secretary-General Antonio Guterres voiced concern about the possibility of discrimination against certain groups of people due to the novel coronavirus epidemic. ;69;XHNews;JanFeb2020
West Lake in E China's Hangzhou partially opens to public https://t.co/iDeLoZPWDC;69;CGTNOfficial;JanFeb2020
"""We must fight resolutely to win the battle against the epidemic.""
Chinese Premier Li Keqiang in #Wuhan:… https://t.co/b8DAD4KvPc";69;XHNews;JanFeb2020
 'Around 500 passengers to leave the quarantined #DiamondPrincess after testing negative for the novel #coronavirus, AFP reports citing a Japanese health ministry official ;69;CGTNOfficial;JanFeb2020
 'The ratio of severe to confirmed #coronavirus cases in #Wuhan is significantly higher because it took 9.84 days on average for a patient with symptoms to be admitted to a hospital, missing the best window for treatment, says Chinese national health official ;69;CGTNOfficial;JanFeb2020
Happy holiday! Railway staff with a train station in China's Wuhan have marked the upcoming National Day holiday. F… https://t.co/bHpDhHbgHK;69;XHNews;SeptOct2020
 'Front-line workers stick to their post in fighting against the novel coronavirus despite low temperature and snowy weather in Hubei, the hardest-hit province in China. ;69;XHNews;JanFeb2020
"CGTN's launched a live page for the latest updates on the novel #coronavirus

Stay tuned⬇️ https://t.co/Q8GvgJJSUi";69;CGTNOfficial;JanFeb2020
Huoshenshan Hospital starts admitting patients #coronavirus https://t.co/nkBLHhambL;69;CGTNOfficial;JanFeb2020
 'Spring plowing has kicked off in most parts of China while the country is combating the novel #CoronavirusOutbreak\n\nmore: ;69;CGTNOfficial;JanFeb2020
 '#BREAKING: WHO says too early to declare #coronavirus outbreak in China a global health emergency, but it is an emergency in China ;69;XHNews;JanFeb2020
China not only takes the responsibility for the health of its people, but also contributes to the cause of global p… https://t.co/QC8BgEE73F;69;XHNews;JanFeb2020
 'Expert explains clinical standards of what recovery means for patients infected with new #coronavirus at a press conference:\n\n- clinical remission\n- normal body temperature\n- negative on nucleic acid test for twice\n\nmore: ;69;CGTNOfficial;JanFeb2020
 'The #Chinese mainland on Thursday registered 24 new #COVID19 cases, all from overseas, the National Health Commission announced on Friday. ;69;CGTNOfficial;SeptOct2020
"""A sound and steady China-U.S. relationship is an integral and natural part of the blueprint of a community with a… https://t.co/1z036CcQQJ";69;XHNews;JanFeb2020
 'Exclusive interview: #Wuhan mayor says the decision made by the local government on the lockdown of the city after the novel #coronavirus outbreak was a really tough one ;69;CGTNOfficial;JanFeb2020
" ""China's National Supervisory Commission dispatches an inspection group to Wuhan to thoroughly investigate issues related to Li Wenliang, a doctor who died Friday after being infected with novel #coronavirus ";69;XHNews;JanFeb2020
#BREAKING: WHO says too early to declare #coronavirus outbreak in China a global health emergency, but it is an eme… https://t.co/9AVxtwXmmq;69;XHNews;JanFeb2020
Premier Li, European Commission President von der Leyen discuss coronavirus outbreak over phone https://t.co/FQ5Zbb658E;69;CGTNOfficial;JanFeb2020
The remains of 117 Chinese soldiers killed in the 1950-53 Korean War were returned to China on Sunday from the Repu… https://t.co/miX0K9C11g;69;XHNews;SeptOct2020
" ""#China says the #coronavirus's influence on the economy is momentary and economic growth in the long run is still positive; there is a notable drop in the culture, tourism, catering and transportation sectors, but e-commerce is booming ";69;CGTNOfficial;JanFeb2020
The 11th Panchen Lama concludes 3-month tour in southwest China's Tibet  https://t.co/U2iZNzOm3O https://t.co/mWpancWh2k;69;XHNews;SeptOct2020
"Update on novel #coronavirus infection in China:https://t.co/pkaqy34ZJR
-Total: 20,438 confirmed cases, 425 deaths… https://t.co/c9mIc3lWTk";69;XHNews;JanFeb2020
Front-line workers stick to their post in fighting against the novel coronavirus despite low temperature and snowy… https://t.co/ydTvwHJRJl;69;XHNews;JanFeb2020
" ""China's unprecedented measures effectively contain novel coronavirus epidemic and win international recognition ";69;XHNews;JanFeb2020
 'Update on novel #coronavirus infection in China:;69;XHNews;JanFeb2020
