created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,matching_rules,extended_tweet,possibly_sensitive,display_text_range,extended_entities
Fri Feb 21 12:43:37 +0000 2020,1230835466905276416,1230835466905276416,"RT @NewDay: CNN gained rare access to a field hospital in Wuhan, China, the epicenter of the coronavirus outbreak, which reveals the dire c…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542771, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,"{'created_at': 'Fri Feb 21 12:20:19 +0000 2020', 'id': 1230829601036914694, 'id_str': '1230829601036914694', 'text': 'CNN gained rare access to a field hospital in Wuhan, China, the epicenter of the coronavirus outbreak, which reveal… https://t.co/qMSaKff71d', 'display_text_range': [0, 140], 'source': '<a href=""http://www.snapstream.com"" rel=""nofollow"">SnapStream TV Search</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1375289149, 'id_str': '1375289149', 'name': 'New Day', 'screen_name': 'NewDay', 'location': None, 'url': 'http://www.cnn.com', 'description': 'Join @brikeilarcnn and @JohnBerman on CNN weekdays 6-9 a.m. ET for all the latest news. @Boris_Sanchez & @Christi_Paul host weekends.', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 360789, 'friends_count': 1253, 'listed_count': 2041, 'favourites_count': 6778, 'statuses_count': 64991, 'created_at': 'Tue Apr 23 19:11:41 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '2D5789', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'FF3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/878277573305933826/6JY1J1Ew_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/878277573305933826/6JY1J1Ew_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1375289149/1618851358', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': 'CNN gained rare access to a field hospital in Wuhan, China, the epicenter of the coronavirus outbreak, which reveals the dire conditions there. Some residents say they have recovered but they are still forced into the facility. @David_Culver\xa0reports.\nhttps://t.co/V82ISVJIXZ https://t.co/VC0G9AEJYA', 'display_text_range': [0, 274], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/V82ISVJIXZ', 'expanded_url': 'https://cnn.it/37Hjm3O', 'display_url': 'cnn.it/37Hjm3O', 'indices': [251, 274]}], 'user_mentions': [{'screen_name': 'David_Culver', 'name': 'David Culver', 'id': 52612881, 'id_str': '52612881', 'indices': [228, 241]}], 'symbols': [], 'media': [{'id': 1230829489187414017, 'id_str': '1230829489187414017', 'indices': [275, 298], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/media/ERTI5UtXUAAIOxp.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ERTI5UtXUAAIOxp.jpg', 'url': 'https://t.co/VC0G9AEJYA', 'display_url': 'pic.twitter.com/VC0G9AEJYA', 'expanded_url': 'https://twitter.com/NewDay/status/1230829601036914694/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 219219, 'variants': [{'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1230829489187414017/vid/480x270/UtM4wZ3bm_EWsrAf.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1230829489187414017/vid/960x540/cUWqF-uP_VCFGTWC.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1230829489187414017/pl/ka3pD8cY4VJRqwkE.m3u8?tag=13&v=d41'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1230829489187414017/vid/640x360/hCLztHVagzmQ9GrD.mp4?tag=13'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1230829489187414017, 'id_str': '1230829489187414017', 'indices': [275, 298], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/media/ERTI5UtXUAAIOxp.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ERTI5UtXUAAIOxp.jpg', 'url': 'https://t.co/VC0G9AEJYA', 'display_url': 'pic.twitter.com/VC0G9AEJYA', 'expanded_url': 'https://twitter.com/NewDay/status/1230829601036914694/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 219219, 'variants': [{'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1230829489187414017/vid/480x270/UtM4wZ3bm_EWsrAf.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1230829489187414017/vid/960x540/cUWqF-uP_VCFGTWC.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1230829489187414017/pl/ka3pD8cY4VJRqwkE.m3u8?tag=13&v=d41'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1230829489187414017/vid/640x360/hCLztHVagzmQ9GrD.mp4?tag=13'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}}, 'quote_count': 21, 'reply_count': 47, 'retweet_count': 393, 'favorite_count': 545, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/qMSaKff71d', 'expanded_url': 'https://twitter.com/i/web/status/1230829601036914694', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'NewDay', 'name': 'New Day', 'id': 1375289149, 'id_str': '1375289149', 'indices': [3, 10]}], 'symbols': []}",False,False,low,en,[{'tag': None}],,,,
Fri Feb 21 09:11:09 +0000 2020,1230781996227493893,1230781996227493893,"Weeks after the novel coronavirus crisis began in December, there is still widespread confusion over the exact numb… https://t.co/smAcwopkhV","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542771, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,5,23,51,115,"{'hashtags': [], 'urls': [{'url': 'https://t.co/smAcwopkhV', 'expanded_url': 'https://twitter.com/i/web/status/1230781996227493893', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],"{'full_text': 'Weeks after the novel coronavirus crisis began in December, there is still widespread confusion over the exact number of cases reported in China and whether the epidemic is finally stabilizing. https://t.co/H3C5Gyj586', 'display_text_range': [0, 217], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/H3C5Gyj586', 'expanded_url': 'https://cnn.it/2SMkuih', 'display_url': 'cnn.it/2SMkuih', 'indices': [194, 217]}], 'user_mentions': [], 'symbols': []}}",False,,
Fri Feb 21 04:20:07 +0000 2020,1230708754473054209,1230708754473054209,"From shopping to eating out, virus control measures — such as temperature checks — are still having an impact on ev… https://t.co/fxkcjhStVr","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542771, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,1,11,31,102,"{'hashtags': [], 'urls': [{'url': 'https://t.co/fxkcjhStVr', 'expanded_url': 'https://twitter.com/i/web/status/1230708754473054209', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],"{'full_text': ""From shopping to eating out, virus control measures — such as temperature checks — are still having an impact on everyday life in Shanghai, China's economic juggernaut. https://t.co/QJMShRxv0D"", 'display_text_range': [0, 192], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/QJMShRxv0D', 'expanded_url': 'https://cnn.it/39W2HLv', 'display_url': 'cnn.it/39W2HLv', 'indices': [169, 192]}], 'user_mentions': [], 'symbols': []}}",False,,
Thu Feb 20 19:50:06 +0000 2020,1230580407793524741,1230580407793524741,"One day after announcing the expulsion of three Wall Street Journal reporters from China, the Chinese foreign minis… https://t.co/gjH7STtMcx","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542771, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,10,41,40,117,"{'hashtags': [], 'urls': [{'url': 'https://t.co/gjH7STtMcx', 'expanded_url': 'https://twitter.com/i/web/status/1230580407793524741', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],"{'full_text': 'One day after announcing the expulsion of three Wall Street Journal reporters from China, the Chinese foreign ministry is standing by its decision, saying people who ""maliciously smear China must pay their price."" https://t.co/Pq1WJu3aTS', 'display_text_range': [0, 237], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/Pq1WJu3aTS', 'expanded_url': 'https://cnn.it/39Sb9LK', 'display_url': 'cnn.it/39Sb9LK', 'indices': [214, 237]}], 'user_mentions': [], 'symbols': []}}",False,,
Thu Feb 20 15:47:44 +0000 2020,1230519411884396544,1230519411884396544,"Maersk, the world's largest container shipping company, has warned of a ""very weak"" start to the year as the corona… https://t.co/EL0okksmlD","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542771, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,11,18,69,184,"{'hashtags': [], 'urls': [{'url': 'https://t.co/EL0okksmlD', 'expanded_url': 'https://twitter.com/i/web/status/1230519411884396544', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],"{'full_text': 'Maersk, the world\'s largest container shipping company, has warned of a ""very weak"" start to the year as the coronavirus keeps factories shuttered in China and dents demand for the transport of goods. https://t.co/46KtcPOu31', 'display_text_range': [0, 224], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/46KtcPOu31', 'expanded_url': 'https://cnn.it/2HDHKsn', 'display_url': 'cnn.it/2HDHKsn', 'indices': [201, 224]}], 'user_mentions': [], 'symbols': []}}",False,,
Thu Feb 20 15:34:37 +0000 2020,1230516109545213953,1230516109545213953,"One day after announcing the expulsion of three Wall Street Journal reporters from China, the Chinese foreign minis… https://t.co/ET6Uhg5YMn","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542771, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,10,69,67,168,"{'hashtags': [], 'urls': [{'url': 'https://t.co/ET6Uhg5YMn', 'expanded_url': 'https://twitter.com/i/web/status/1230516109545213953', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],"{'full_text': 'One day after announcing the expulsion of three Wall Street Journal reporters from China, the Chinese foreign ministry is standing by its decision, saying people who ""maliciously smear China must pay their price."" https://t.co/Lc2cbJgFKV', 'display_text_range': [0, 237], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/Lc2cbJgFKV', 'expanded_url': 'https://cnn.it/2HI6FLs', 'display_url': 'cnn.it/2HI6FLs', 'indices': [214, 237]}], 'user_mentions': [], 'symbols': []}}",False,,
