created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,extended_tweet,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules
Tue Feb 18 14:24:41 +0000 2020,1229773738108911616,1229773738108911616,"The director of the Wuchang hospital in Wuhan, the city at the center of the novel coronavirus outbreak, himself di… https://t.co/jOyVzS8bcF","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542780, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'The director of the Wuchang hospital in Wuhan, the city at the center of the novel coronavirus outbreak, himself died of the virus, according to a statement released by local government authorities. https://t.co/QqSLPBFxbJ', 'display_text_range': [0, 222], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/QqSLPBFxbJ', 'expanded_url': 'https://cnn.it/38P68nb', 'display_url': 'cnn.it/38P68nb', 'indices': [199, 222]}], 'user_mentions': [], 'symbols': []}}",18,32,148,254,"{'hashtags': [], 'urls': [{'url': 'https://t.co/jOyVzS8bcF', 'expanded_url': 'https://twitter.com/i/web/status/1229773738108911616', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}]
Tue Feb 18 13:53:36 +0000 2020,1229765914788290564,1229765914788290564,"Here's where the COVID-19 cases are throughout the world, according to the latest World Health Organization (WHO) d… https://t.co/BhQVFwUB4x","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542780, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""Here's where the COVID-19 cases are throughout the world, according to the latest World Health Organization (WHO) data. https://t.co/VsaWEAzuG0"", 'display_text_range': [0, 143], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/VsaWEAzuG0', 'expanded_url': 'http://cnn.it/38EwQyC', 'display_url': 'cnn.it/38EwQyC', 'indices': [120, 143]}], 'user_mentions': [], 'symbols': []}}",10,27,78,139,"{'hashtags': [], 'urls': [{'url': 'https://t.co/BhQVFwUB4x', 'expanded_url': 'https://twitter.com/i/web/status/1229765914788290564', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}]
Tue Feb 18 09:22:37 +0000 2020,1229697717879951360,1229697717879951360,It is unknown exactly how long COVID-19 can linger on contaminated surfaces and objects with the potential of infec… https://t.co/NU0UiPCeiJ,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542780, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'It is unknown exactly how long COVID-19 can linger on contaminated surfaces and objects with the potential of infecting people, but some researchers are finding clues by studying the elusive behaviors of other coronaviruses https://t.co/WtkegCRueS', 'display_text_range': [0, 247], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/WtkegCRueS', 'expanded_url': 'http://cnn.it/2uUBPwj', 'display_url': 'cnn.it/2uUBPwj', 'indices': [224, 247]}], 'user_mentions': [], 'symbols': []}}",9,20,109,214,"{'hashtags': [], 'urls': [{'url': 'https://t.co/NU0UiPCeiJ', 'expanded_url': 'https://twitter.com/i/web/status/1229697717879951360', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}]
Tue Feb 18 07:30:00 +0000 2020,1229669377500299266,1229669377500299266,"The death toll from the novel coronavirus has reached 1,873, as almost half of China's 1.3 billion-strong populatio… https://t.co/mF1fowq5JB","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542780, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""The death toll from the novel coronavirus has reached 1,873, as almost half of China's 1.3 billion-strong population remain subject to varying forms of travel restrictions and other quarantine measures. https://t.co/0PU3Iy1qnH"", 'display_text_range': [0, 226], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/0PU3Iy1qnH', 'expanded_url': 'https://cnn.it/2SzPsdq', 'display_url': 'cnn.it/2SzPsdq', 'indices': [203, 226]}], 'user_mentions': [], 'symbols': []}}",9,24,79,187,"{'hashtags': [], 'urls': [{'url': 'https://t.co/mF1fowq5JB', 'expanded_url': 'https://twitter.com/i/web/status/1229669377500299266', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}]
Mon Feb 17 09:39:45 +0000 2020,1229339640806637568,1229339640806637568,"The number of deaths from novel coronavirus has risen to 1,770, with an additional 100 deaths reported Sunday in th… https://t.co/y4NcoZGJAI","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542780, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'The number of deaths from novel coronavirus has risen to 1,770, with an additional 100 deaths reported Sunday in the Chinese province at the center of the outbreak.\n\nThere have been more than 71,000 cases worldwide. https://t.co/FeKJCaYxXP', 'display_text_range': [0, 239], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/FeKJCaYxXP', 'expanded_url': 'https://cnn.it/2UVzDPM', 'display_url': 'cnn.it/2UVzDPM', 'indices': [216, 239]}], 'user_mentions': [], 'symbols': []}}",5,24,80,171,"{'hashtags': [], 'urls': [{'url': 'https://t.co/y4NcoZGJAI', 'expanded_url': 'https://twitter.com/i/web/status/1229339640806637568', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}]
Mon Feb 17 07:08:01 +0000 2020,1229301458933293056,1229301458933293056,"The number of deaths from the novel coronavirus has risen to 1,770.

An additional 100 deaths were reported on Sund… https://t.co/CMV9OQ93BJ","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542780, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'The number of deaths from the novel coronavirus has risen to 1,770.\n\nAn additional 100 deaths were reported on Sunday in Hubei, the Chinese province at the center of the outbreak. https://t.co/G75AaQfxwG', 'display_text_range': [0, 203], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/G75AaQfxwG', 'expanded_url': 'https://cnn.it/3bLUlaK', 'display_url': 'cnn.it/3bLUlaK', 'indices': [180, 203]}], 'user_mentions': [], 'symbols': []}}",55,83,348,448,"{'hashtags': [], 'urls': [{'url': 'https://t.co/CMV9OQ93BJ', 'expanded_url': 'https://twitter.com/i/web/status/1229301458933293056', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}]
Mon Feb 17 06:51:05 +0000 2020,1229297195570155521,1229297195570155521,"The number of deaths from the novel coronavirus has risen to 1,770.

An additional 100 deaths were reported on Sund… https://t.co/58ZSKGoK0G","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542780, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'The number of deaths from the novel coronavirus has risen to 1,770.\n\nAn additional 100 deaths were reported on Sunday in Hubei, the Chinese province at the center of the outbreak. https://t.co/CSzx1fnGhU', 'display_text_range': [0, 203], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/CSzx1fnGhU', 'expanded_url': 'https://cnn.it/2SxTFhJ', 'display_url': 'cnn.it/2SxTFhJ', 'indices': [180, 203]}], 'user_mentions': [], 'symbols': []}}",1,19,65,112,"{'hashtags': [], 'urls': [{'url': 'https://t.co/58ZSKGoK0G', 'expanded_url': 'https://twitter.com/i/web/status/1229297195570155521', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}]
Sat Feb 15 20:00:09 +0000 2020,1228770996783587328,1228770996783587328,"Beijing has ordered a mandatory 14-day quarantine for travelers returning to the city, with novel coronavirus cases… https://t.co/mCSKRhU9wU","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542780, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""Beijing has ordered a mandatory 14-day quarantine for travelers returning to the city, with novel coronavirus cases continuing to rise in China and international experts warning there's no immediate end in sight https://t.co/Xz20Xrl2X8"", 'display_text_range': [0, 235], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/Xz20Xrl2X8', 'expanded_url': 'https://cnn.it/3bFoF78', 'display_url': 'cnn.it/3bFoF78', 'indices': [212, 235]}], 'user_mentions': [], 'symbols': []}}",8,25,55,137,"{'hashtags': [], 'urls': [{'url': 'https://t.co/mCSKRhU9wU', 'expanded_url': 'https://twitter.com/i/web/status/1228770996783587328', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}]
Fri Feb 14 10:13:09 +0000 2020,1228260886441271296,1228260886441271296,"While the CDC is monitoring the evacuees' health with twice-daily checks, it is not testing them for the novel coro… https://t.co/iUNuQo5Qbi","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542780, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""While the CDC is monitoring the evacuees' health with twice-daily checks, it is not testing them for the novel coronavirus. That's because the test for COVID-19 often results in a false negative if given too early, an official said. https://t.co/oQLX5O2q5p"", 'display_text_range': [0, 256], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/oQLX5O2q5p', 'expanded_url': 'https://cnn.it/37wYRXG', 'display_url': 'cnn.it/37wYRXG', 'indices': [233, 256]}], 'user_mentions': [], 'symbols': []}}",5,14,47,112,"{'hashtags': [], 'urls': [{'url': 'https://t.co/iUNuQo5Qbi', 'expanded_url': 'https://twitter.com/i/web/status/1228260886441271296', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}]
Fri Feb 14 07:23:06 +0000 2020,1228218091407986688,1228218091407986688,"The number of novel coronavirus cases has risen to more than 64,000 worldwide, and the global death toll is 1,383,… https://t.co/G1rDOZ07MW","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542780, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'The number of novel coronavirus cases has risen to more than 64,000 worldwide, and the global death toll is 1,383, after China reported another major increase at the epicenter of the outbreak following a change in how authorities there diagnose cases. https://t.co/bNj86G3boh', 'display_text_range': [0, 275], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/bNj86G3boh', 'expanded_url': 'https://cnn.it/2Hlmp73', 'display_url': 'cnn.it/2Hlmp73', 'indices': [252, 275]}], 'user_mentions': [], 'symbols': []}}",8,27,70,140,"{'hashtags': [], 'urls': [{'url': 'https://t.co/G1rDOZ07MW', 'expanded_url': 'https://twitter.com/i/web/status/1228218091407986688', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}]
Thu Feb 13 05:38:11 +0000 2020,1227829297198571520,1227829297198571520,Health authorities in the Chinese province at the center of the coronavirus outbreak reported a record spike in dea… https://t.co/wtVskHxNL7,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542780, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Health authorities in the Chinese province at the center of the coronavirus outbreak reported a record spike in deaths, bringing the total number to more than 1,300 people globally.\n\nThey said the spike was due to a change in how cases are tabulated. https://t.co/EOxXHNBYEv', 'display_text_range': [0, 274], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/EOxXHNBYEv', 'expanded_url': 'https://cnn.it/39xBHBw', 'display_url': 'cnn.it/39xBHBw', 'indices': [251, 274]}], 'user_mentions': [], 'symbols': []}}",15,24,82,144,"{'hashtags': [], 'urls': [{'url': 'https://t.co/wtVskHxNL7', 'expanded_url': 'https://twitter.com/i/web/status/1227829297198571520', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}]
