created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,extended_tweet,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,retweeted_status,display_text_range
Fri Jan 24 07:01:07 +0000 2020,1220602410621702144,1220602410621702144,China is swiftly building a hospital dedicated to treating patients infected by a new virus that has killed 26 peop… https://t.co/T4jYyPFheV,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393579, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""China is swiftly building a hospital dedicated to treating patients infected by a new virus that has killed 26 people, sickened hundreds and prompted unprecedented lockdowns of cities on the eve of the country's most important holiday. https://t.co/6Ub2Wk68PV"", 'display_text_range': [0, 259], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/6Ub2Wk68PV', 'expanded_url': 'http://apne.ws/J6msV6d', 'display_url': 'apne.ws/J6msV6d', 'indices': [236, 259]}], 'user_mentions': [], 'symbols': []}}",11,17,100,98,"{'hashtags': [], 'urls': [{'url': 'https://t.co/T4jYyPFheV', 'expanded_url': 'https://twitter.com/i/web/status/1220602410621702144', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Thu Feb 06 09:16:06 +0000 2020,1225347425608589312,1225347425608589312,"China cuts tariffs on $75 billion of U.S. imports including soybeans, pork and auto parts in a trade truce with Was… https://t.co/9KHg3Uev1W","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393579, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'China cuts tariffs on $75 billion of U.S. imports including soybeans, pork and auto parts in a trade truce with Washington as Beijing struggles with a costly virus outbreak. https://t.co/M9bxNPsGZt', 'display_text_range': [0, 197], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/M9bxNPsGZt', 'expanded_url': 'http://apne.ws/DK6cnVN', 'display_url': 'apne.ws/DK6cnVN', 'indices': [174, 197]}], 'user_mentions': [], 'symbols': []}}",13,15,99,134,"{'hashtags': [], 'urls': [{'url': 'https://t.co/9KHg3Uev1W', 'expanded_url': 'https://twitter.com/i/web/status/1225347425608589312', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Wed Feb 05 09:15:15 +0000 2020,1224984821644111873,1224984821644111873,Hong Kong leader Carrie Lam says anyone entering from mainland China will be quarantined for 14 days for signs of v… https://t.co/iC5v1qdGNf,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393579, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Hong Kong leader Carrie Lam says anyone entering from mainland China will be quarantined for 14 days for signs of virus. https://t.co/7pvClKnXdt', 'display_text_range': [0, 144], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/7pvClKnXdt', 'expanded_url': 'http://apne.ws/ItntFEM', 'display_url': 'apne.ws/ItntFEM', 'indices': [121, 144]}], 'user_mentions': [], 'symbols': []}}",17,6,94,134,"{'hashtags': [], 'urls': [{'url': 'https://t.co/iC5v1qdGNf', 'expanded_url': 'https://twitter.com/i/web/status/1224984821644111873', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Mon Feb 03 02:40:03 +0000 2020,1224160592065454081,1224160592065454081,China's Shanghai Composite and other financial markets in Asia are falling sharply on news the outbreak of a deadly… https://t.co/wo2Oud00ig,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393579, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""China's Shanghai Composite and other financial markets in Asia are falling sharply on news the outbreak of a deadly virus has spread further.\xa0China's central bank had indicated over the weekend it was prepared to act to steady the markets. https://t.co/CXT3bio34G"", 'display_text_range': [0, 263], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/CXT3bio34G', 'expanded_url': 'http://apne.ws/DfDNMSy', 'display_url': 'apne.ws/DfDNMSy', 'indices': [240, 263]}], 'user_mentions': [], 'symbols': []}}",13,7,92,93,"{'hashtags': [], 'urls': [{'url': 'https://t.co/wo2Oud00ig', 'expanded_url': 'https://twitter.com/i/web/status/1224160592065454081', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Sat Jan 25 14:01:09 +0000 2020,1221070504565661697,1221070504565661697,The new virus from China has the world on edge because it’s a close cousin to viruses that killed hundreds. While i… https://t.co/0Aa6poiwQE,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393579, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'The new virus from China has the world on edge because it’s a close cousin to viruses that killed hundreds. While it’s too early to tell if this latest threat will prove as deadly, one key to stopping the virus will be learning about milder cases. https://t.co/KQ7So1ojAD', 'display_text_range': [0, 271], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/KQ7So1ojAD', 'expanded_url': 'http://apne.ws/8wb1lnB', 'display_url': 'apne.ws/8wb1lnB', 'indices': [248, 271]}], 'user_mentions': [], 'symbols': []}}",9,23,91,115,"{'hashtags': [], 'urls': [{'url': 'https://t.co/0Aa6poiwQE', 'expanded_url': 'https://twitter.com/i/web/status/1221070504565661697', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Mon Feb 17 01:40:22 +0000 2020,1229219001315864577,1229219001315864577,"Mainland China reports 2,048 new virus cases, a slight upturn, and an increase by 105 in deaths caused by the illne… https://t.co/2gRzcUu0YU","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393579, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Mainland China reports 2,048 new virus cases, a slight upturn, and an increase by 105 in deaths caused by the illness. The overall toll in China stands at 1,770 since the outbreak began. https://t.co/v89waQel6N', 'display_text_range': [0, 210], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/v89waQel6N', 'expanded_url': 'http://apne.ws/SkYYLpr', 'display_url': 'apne.ws/SkYYLpr', 'indices': [187, 210]}], 'user_mentions': [], 'symbols': []}}",6,3,90,89,"{'hashtags': [], 'urls': [{'url': 'https://t.co/2gRzcUu0YU', 'expanded_url': 'https://twitter.com/i/web/status/1229219001315864577', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Mon Feb 17 10:00:00 +0000 2020,1229344737771098114,1229344737771098114,"Japanese officials have confirmed 99 more people have been infected by the new COVID-19 virus, caused by the virus… https://t.co/l4sxPHw5t3","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393579, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Japanese officials have confirmed 99 more people have been infected by the new COVID-19 virus, caused by the virus that emerged in China late last year, aboard the quarantined cruise ship Diamond Princess, bringing the total to 454. https://t.co/4LTDUOpzgf', 'display_text_range': [0, 256], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/4LTDUOpzgf', 'expanded_url': 'http://apne.ws/6DbMRGT', 'display_url': 'apne.ws/6DbMRGT', 'indices': [233, 256]}], 'user_mentions': [], 'symbols': []}}",11,13,88,98,"{'hashtags': [], 'urls': [{'url': 'https://t.co/l4sxPHw5t3', 'expanded_url': 'https://twitter.com/i/web/status/1229344737771098114', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Wed Jan 29 10:59:16 +0000 2020,1222474282363568129,1222474282363568129,"China, with 5,974 cases of a new virus, has more infections than it did with the 2002-2003 SARS outbreak, though th… https://t.co/VtCE2JIboe","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,1.2224704152783176e+18,1.2224704152783176e+18,51241574.0,51241574.0,AP,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393579, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'China, with 5,974 cases of a new virus, has more infections than it did with the 2002-2003 SARS outbreak, though the death toll is still lower.  https://t.co/jjG4KRAeiQ', 'display_text_range': [0, 168], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/jjG4KRAeiQ', 'expanded_url': 'http://apne.ws/iVMWRUn', 'display_url': 'apne.ws/iVMWRUn', 'indices': [145, 168]}], 'user_mentions': [], 'symbols': []}}",11,4,88,98,"{'hashtags': [], 'urls': [{'url': 'https://t.co/VtCE2JIboe', 'expanded_url': 'https://twitter.com/i/web/status/1222474282363568129', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Mon Feb 17 09:04:36 +0000 2020,1229330796617617408,1229330796617617408,"BREAKING: China says it may postpone its annual congress in March, its biggest political meeting of the year, becau… https://t.co/ZABVzWOAJi","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393579, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'BREAKING: China says it may postpone its annual congress in March, its biggest political meeting of the year, because of the virus outbreak. A key committee says a postponement would be to give top priority to people’s lives, safety and health. https://t.co/RnEzQDIOsT', 'display_text_range': [0, 268], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/RnEzQDIOsT', 'expanded_url': 'http://apne.ws/KMvBKal', 'display_url': 'apne.ws/KMvBKal', 'indices': [245, 268]}], 'user_mentions': [], 'symbols': []}}",10,15,86,138,"{'hashtags': [], 'urls': [{'url': 'https://t.co/ZABVzWOAJi', 'expanded_url': 'https://twitter.com/i/web/status/1229330796617617408', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Thu Jan 30 06:31:09 +0000 2020,1222769197798785025,1222769197798785025,People around the world are buying up protective face masks in hopes of keeping the new virus from China at bay. Bu… https://t.co/opztzBL0e3,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393579, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'People around the world are buying up protective face masks in hopes of keeping the new virus from China at bay. But do the masks work? It depends. https://t.co/rPVZhYpedE', 'display_text_range': [0, 171], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/rPVZhYpedE', 'expanded_url': 'http://apne.ws/khwKl1D', 'display_url': 'apne.ws/khwKl1D', 'indices': [148, 171]}], 'user_mentions': [], 'symbols': []}}",13,22,84,130,"{'hashtags': [], 'urls': [{'url': 'https://t.co/opztzBL0e3', 'expanded_url': 'https://twitter.com/i/web/status/1222769197798785025', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Tue Feb 11 13:10:05 +0000 2020,1227218245842849792,1227218245842849792,China remains mostly closed for business as the daily death toll from a new virus has topped 100 for the first time… https://t.co/ZsLbVvHlZJ,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393579, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'China remains mostly closed for business as the daily death toll from a new virus has topped 100 for the first time, pushing the total above 1,000. Despite the official end of the extended Lunar New Year holiday, many people remain at home. https://t.co/yCmn9QGTJE', 'display_text_range': [0, 264], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/yCmn9QGTJE', 'expanded_url': 'http://apne.ws/p6D1N5i', 'display_url': 'apne.ws/p6D1N5i', 'indices': [241, 264]}], 'user_mentions': [], 'symbols': []}}",5,16,82,86,"{'hashtags': [], 'urls': [{'url': 'https://t.co/ZsLbVvHlZJ', 'expanded_url': 'https://twitter.com/i/web/status/1227218245842849792', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
