created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,retweeted_status,display_text_range,extended_tweet
Thu Mar 18 22:04:39 +0000 2021,1372670310181437440,1372670310181437440,US to send 4m vaccine doses to Canada and Mexico https://t.co/6u0aqD6kQE,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915049, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,17,59,93,625,"{'hashtags': [], 'urls': [{'url': 'https://t.co/6u0aqD6kQE', 'expanded_url': 'https://bbc.in/3c0N9tS', 'display_url': 'bbc.in/3c0N9tS', 'indices': [49, 72]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,
Tue Apr 13 22:50:06 +0000 2021,1382103832843407363,1382103832843407363,"US agencies call for pause in use of Johnson &amp; Johnson Covid vaccine

https://t.co/GqHBLOAyz4","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915049, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,13,25,90,197,"{'hashtags': [], 'urls': [{'url': 'https://t.co/GqHBLOAyz4', 'expanded_url': 'https://bbc.in/3desPWk', 'display_url': 'bbc.in/3desPWk', 'indices': [74, 97]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,
Wed Mar 31 07:28:56 +0000 2021,1377160971974668290,1377160971974668290,Australia falls 85% short of Covid vaccine delivery goal https://t.co/Zv6dqCPwiX,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915049, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,30,36,89,250,"{'hashtags': [], 'urls': [{'url': 'https://t.co/Zv6dqCPwiX', 'expanded_url': 'https://bbc.in/3m8tpYk', 'display_url': 'bbc.in/3m8tpYk', 'indices': [57, 80]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,
Mon Mar 29 17:39:07 +0000 2021,1376589754498699267,1376589754498699267,"People living in same household as adults with weakened immune systems should be offered Covid vaccine, UK's vaccin… https://t.co/JAMNQVrLHi","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915049, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,8,22,88,343,"{'hashtags': [], 'urls': [{'url': 'https://t.co/JAMNQVrLHi', 'expanded_url': 'https://twitter.com/i/web/status/1376589754498699267', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,"{'full_text': ""People living in same household as adults with weakened immune systems should be offered Covid vaccine, UK's vaccine committee says\n\nhttps://t.co/In31N2I9YC"", 'display_text_range': [0, 156], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/In31N2I9YC', 'expanded_url': 'https://bbc.in/3foy0Ve', 'display_url': 'bbc.in/3foy0Ve', 'indices': [133, 156]}], 'user_mentions': [], 'symbols': []}}"
Wed Mar 17 06:01:11 +0000 2021,1372065458422214661,1372065458422214661,"Oxford-AstraZeneca Covid vaccine is safe, insists UK health secretary https://t.co/znt12U7pec","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915049, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,12,60,88,419,"{'hashtags': [], 'urls': [{'url': 'https://t.co/znt12U7pec', 'expanded_url': 'https://bbc.in/38P0ovp', 'display_url': 'bbc.in/38P0ovp', 'indices': [70, 93]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,
Thu Apr 08 10:53:52 +0000 2021,1380111645070987265,1380111645070987265,How do you weigh up the risks and benefits of the AstraZeneca Covid vaccine? https://t.co/xiXLMJUJuM,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915049, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,8,40,84,208,"{'hashtags': [], 'urls': [{'url': 'https://t.co/xiXLMJUJuM', 'expanded_url': 'https://bbc.in/39RZkYl', 'display_url': 'bbc.in/39RZkYl', 'indices': [77, 100]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,
Thu Apr 01 10:31:23 +0000 2021,1377569273560887297,1377569273560887297,"Europe's Covid vaccine rollout ""unacceptably slow"" says WHO https://t.co/NE2dlucgTR","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915049, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,18,46,84,361,"{'hashtags': [], 'urls': [{'url': 'https://t.co/NE2dlucgTR', 'expanded_url': 'https://bbc.in/3sIZecL', 'display_url': 'bbc.in/3sIZecL', 'indices': [60, 83]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,
Mon Mar 29 07:11:26 +0000 2021,1376431792035663873,1376431792035663873,The vaccine misinformation battle raging in France https://t.co/a0MlSSfAyi,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915049, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,13,58,83,300,"{'hashtags': [], 'urls': [{'url': 'https://t.co/a0MlSSfAyi', 'expanded_url': 'https://bbc.in/3dhPUWL', 'display_url': 'bbc.in/3dhPUWL', 'indices': [51, 74]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,
Fri Apr 16 23:13:06 +0000 2021,1383196783258566660,1383196783258566660,Sputnik V: How Russia's Covid vaccine is dividing Europe https://t.co/uRccI1lAez,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915049, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,10,54,83,318,"{'hashtags': [], 'urls': [{'url': 'https://t.co/uRccI1lAez', 'expanded_url': 'https://bbc.in/2RyFrz6', 'display_url': 'bbc.in/2RyFrz6', 'indices': [57, 80]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,
Fri Mar 26 16:33:47 +0000 2021,1375486148315860995,1375486148315860995,France accuses UK of 'blackmail' over Covid vaccine exports https://t.co/gmL2xJf7mB,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915049, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,13,88,82,288,"{'hashtags': [], 'urls': [{'url': 'https://t.co/gmL2xJf7mB', 'expanded_url': 'https://bbc.in/3rlFAC9', 'display_url': 'bbc.in/3rlFAC9', 'indices': [60, 83]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,
Thu Apr 15 10:19:52 +0000 2021,1382639807503986688,1382639807503986688,"How does the Oxford-AstraZeneca Covid vaccine work?
https://t.co/HMyFpW7AJU","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915049, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,5,52,79,218,"{'hashtags': [], 'urls': [{'url': 'https://t.co/HMyFpW7AJU', 'expanded_url': 'https://bbc.in/3wZtwdS', 'display_url': 'bbc.in/3wZtwdS', 'indices': [52, 75]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,
Thu Mar 25 15:05:02 +0000 2021,1375101425647292426,1375101425647292426,How are vaccine passports being used around the world? https://t.co/O94WVsfoAd,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915049, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,13,35,79,226,"{'hashtags': [], 'urls': [{'url': 'https://t.co/O94WVsfoAd', 'expanded_url': 'https://bbc.in/31fzDfF', 'display_url': 'bbc.in/31fzDfF', 'indices': [55, 78]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,
Fri Mar 19 19:05:08 +0000 2021,1372987520150016005,1372987520150016005,"Ireland to resume Oxford-AstraZeneca vaccine rollout after a review by European Medicines Agency

https://t.co/rDUvp77zQJ","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915049, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,11,26,76,319,"{'hashtags': [], 'urls': [{'url': 'https://t.co/rDUvp77zQJ', 'expanded_url': 'https://bbc.in/3c13oXv', 'display_url': 'bbc.in/3c13oXv', 'indices': [98, 121]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,
