created_at,id,id_str,text,display_text_range,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,extended_tweet,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,retweeted_status,extended_entities,quoted_status_id,quoted_status_id_str,quoted_status,quoted_status_permalink
Tue Apr 06 10:56:08 +0000 2021,1379387442730430465,1379387442730430465,In Pics: Serbian president @avucic receives Chinese COVID-19 vaccine https://t.co/pObZLvkaWQ https://t.co/mOTK3IA7xk,"[0, 92]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13420336, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 184, 'statuses_count': 201183, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,18,33,668,1286,"{'hashtags': [], 'urls': [{'url': 'https://t.co/pObZLvkaWQ', 'expanded_url': 'https://bit.ly/39ICbY3', 'display_url': 'bit.ly/39ICbY3', 'indices': [69, 92]}], 'user_mentions': [{'screen_name': 'avucic', 'name': 'Александар Вучић', 'id': 356450858, 'id_str': '356450858', 'indices': [27, 34]}], 'symbols': [], 'media': [{'id': 1379385345851068422, 'id_str': '1379385345851068422', 'indices': [93, 116], 'media_url': 'http://pbs.twimg.com/media/EySPqevVEAYiFDf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EySPqevVEAYiFDf.jpg', 'url': 'https://t.co/mOTK3IA7xk', 'display_url': 'pic.twitter.com/mOTK3IA7xk', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1379387442730430465/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 378, 'resize': 'fit'}, 'large': {'w': 1170, 'h': 650, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1170, 'h': 650, 'resize': 'fit'}}}]}",False,False,False,low,en,[{'tag': None}],,"{'media': [{'id': 1379385345851068422, 'id_str': '1379385345851068422', 'indices': [93, 116], 'media_url': 'http://pbs.twimg.com/media/EySPqevVEAYiFDf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EySPqevVEAYiFDf.jpg', 'url': 'https://t.co/mOTK3IA7xk', 'display_url': 'pic.twitter.com/mOTK3IA7xk', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1379387442730430465/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 378, 'resize': 'fit'}, 'large': {'w': 1170, 'h': 650, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1170, 'h': 650, 'resize': 'fit'}}}, {'id': 1379385345855254529, 'id_str': '1379385345855254529', 'indices': [93, 116], 'media_url': 'http://pbs.twimg.com/media/EySPqewU8AEq-1R.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EySPqewU8AEq-1R.jpg', 'url': 'https://t.co/mOTK3IA7xk', 'display_url': 'pic.twitter.com/mOTK3IA7xk', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1379387442730430465/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 374, 'resize': 'fit'}, 'large': {'w': 1242, 'h': 684, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 661, 'resize': 'fit'}}}, {'id': 1379385424938893316, 'id_str': '1379385424938893316', 'indices': [93, 116], 'media_url': 'http://pbs.twimg.com/media/EySPvFXVgAQkWDp.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EySPvFXVgAQkWDp.jpg', 'url': 'https://t.co/mOTK3IA7xk', 'display_url': 'pic.twitter.com/mOTK3IA7xk', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1379387442730430465/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1536, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 900, 'resize': 'fit'}}}]}",,,,
Tue Apr 06 10:26:37 +0000 2021,1379380012306948098,1379380012306948098,"Serbian President Aleksandar Vucic @avucic received a dose of Chinese #Sinopharm COVID-19 vaccine on Tuesday, encou… https://t.co/iNj8Q8Ucx6","[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",True,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13420336, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 184, 'statuses_count': 201183, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Serbian President Aleksandar Vucic @avucic received a dose of Chinese #Sinopharm COVID-19 vaccine on Tuesday, encouraging more people to join the immunization, according to local media. https://t.co/aO9vT4uDDz', 'display_text_range': [0, 185], 'entities': {'hashtags': [{'text': 'Sinopharm', 'indices': [70, 80]}], 'urls': [], 'user_mentions': [{'screen_name': 'avucic', 'name': 'Александар Вучић', 'id': 356450858, 'id_str': '356450858', 'indices': [35, 42]}], 'symbols': [], 'media': [{'id': 1379377533544620038, 'id_str': '1379377533544620038', 'indices': [186, 209], 'media_url': 'http://pbs.twimg.com/media/EySIjvoU4AYVbht.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EySIjvoU4AYVbht.jpg', 'url': 'https://t.co/aO9vT4uDDz', 'display_url': 'pic.twitter.com/aO9vT4uDDz', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1379380012306948098/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1451, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 850, 'resize': 'fit'}, 'small': {'w': 680, 'h': 482, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1379377533544620038, 'id_str': '1379377533544620038', 'indices': [186, 209], 'media_url': 'http://pbs.twimg.com/media/EySIjvoU4AYVbht.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EySIjvoU4AYVbht.jpg', 'url': 'https://t.co/aO9vT4uDDz', 'display_url': 'pic.twitter.com/aO9vT4uDDz', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1379380012306948098/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1451, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 850, 'resize': 'fit'}, 'small': {'w': 680, 'h': 482, 'resize': 'fit'}}}]}}",3,7,424,689,"{'hashtags': [{'text': 'Sinopharm', 'indices': [70, 80]}], 'urls': [{'url': 'https://t.co/iNj8Q8Ucx6', 'expanded_url': 'https://twitter.com/i/web/status/1379380012306948098', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'avucic', 'name': 'Александар Вучић', 'id': 356450858, 'id_str': '356450858', 'indices': [35, 42]}], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,
Wed Apr 14 12:18:53 +0000 2021,1382307370659811336,1382307370659811336,#BREAKING Denmark becomes the first European country to end use of AstraZeneca COVID-19 vaccine: health authority https://t.co/jtgL2X7sDa,"[0, 113]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13420336, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 184, 'statuses_count': 201183, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,2,3,34,71,"{'hashtags': [{'text': 'BREAKING', 'indices': [0, 9]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1382307350237700099, 'id_str': '1382307350237700099', 'indices': [114, 137], 'media_url': 'http://pbs.twimg.com/media/Ey7xNhVUYAMiDI6.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ey7xNhVUYAMiDI6.jpg', 'url': 'https://t.co/jtgL2X7sDa', 'display_url': 'pic.twitter.com/jtgL2X7sDa', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1382307370659811336/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]}",False,False,False,low,en,[{'tag': None}],,"{'media': [{'id': 1382307350237700099, 'id_str': '1382307350237700099', 'indices': [114, 137], 'media_url': 'http://pbs.twimg.com/media/Ey7xNhVUYAMiDI6.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ey7xNhVUYAMiDI6.jpg', 'url': 'https://t.co/jtgL2X7sDa', 'display_url': 'pic.twitter.com/jtgL2X7sDa', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1382307370659811336/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]}",,,,
Sat Apr 10 14:20:00 +0000 2021,1380888296738422789,1380888296738422789,"WHO: Over 87% of #COVID19 vaccine have gone to wealthier countries
https://t.co/UgJpNfxvPH",,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13420336, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 184, 'statuses_count': 201183, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,3,5,32,56,"{'hashtags': [{'text': 'COVID19', 'indices': [17, 25]}], 'urls': [{'url': 'https://t.co/UgJpNfxvPH', 'expanded_url': 'https://news.cgtn.com/news/2021-04-10/WHO-Over-87-of-COVID-19-vaccine-have-gone-to-wealthier-countries-ZlLAsixua4/index.html', 'display_url': 'news.cgtn.com/news/2021-04-1…', 'indices': [67, 90]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,
Tue Mar 30 07:47:33 +0000 2021,1376803269595426816,1376803269595426816,"China has administered over 110.9 mln doses of COVID-19 vaccines as of Monday, according to the National Health Com… https://t.co/IG5j5bJSAR","[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",True,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13420336, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 184, 'statuses_count': 201183, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'China has administered over 110.9 mln doses of COVID-19 vaccines as of Monday, according to the National Health Commission on Tuesday https://t.co/BeX5MLl4a0', 'display_text_range': [0, 133], 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1376797810645856264, 'id_str': '1376797810645856264', 'indices': [134, 157], 'media_url': 'http://pbs.twimg.com/media/ExteUG8U8AgwRdS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ExteUG8U8AgwRdS.jpg', 'url': 'https://t.co/BeX5MLl4a0', 'display_url': 'pic.twitter.com/BeX5MLl4a0', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1376803269595426816/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1376797810645856264, 'id_str': '1376797810645856264', 'indices': [134, 157], 'media_url': 'http://pbs.twimg.com/media/ExteUG8U8AgwRdS.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ExteUG8U8AgwRdS.jpg', 'url': 'https://t.co/BeX5MLl4a0', 'display_url': 'pic.twitter.com/BeX5MLl4a0', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1376803269595426816/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}}}]}}",0,1,27,65,"{'hashtags': [], 'urls': [{'url': 'https://t.co/IG5j5bJSAR', 'expanded_url': 'https://twitter.com/i/web/status/1376803269595426816', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,
Sat Apr 10 10:20:00 +0000 2021,1380827898563719175,1380827898563719175,"China's #Sinopharm, #Sinovac COVID-19 vaccines in final stages of evaluation: WHO https://t.co/UZYOxWayAr","[0, 81]","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",False,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13420336, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 184, 'statuses_count': 201183, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,5,3,26,53,"{'hashtags': [{'text': 'Sinopharm', 'indices': [8, 18]}, {'text': 'Sinovac', 'indices': [20, 28]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1380763996823846917, 'id_str': '1380763996823846917', 'indices': [82, 105], 'additional_media_info': {'title': '', 'description': '', 'embeddable': True, 'monetizable': False}, 'media_url': 'http://pbs.twimg.com/media/Eys75EaVoAE9w2a.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eys75EaVoAE9w2a.jpg', 'url': 'https://t.co/UZYOxWayAr', 'display_url': 'pic.twitter.com/UZYOxWayAr', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1380827898563719175/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]}",False,False,False,low,en,[{'tag': None}],,"{'media': [{'id': 1380763996823846917, 'id_str': '1380763996823846917', 'indices': [82, 105], 'additional_media_info': {'title': '', 'description': '', 'embeddable': True, 'monetizable': False}, 'media_url': 'http://pbs.twimg.com/media/Eys75EaVoAE9w2a.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eys75EaVoAE9w2a.jpg', 'url': 'https://t.co/UZYOxWayAr', 'display_url': 'pic.twitter.com/UZYOxWayAr', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1380827898563719175/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 27680, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1380763996823846917/vid/640x360/pXqzetyQeme4k-X-.mp4?tag=14'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1380763996823846917/pl/lLpnPn06Ldi16Qit.m3u8?tag=14'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1380763996823846917/vid/1280x720/dIQBXk6hE1hAQ-IT.mp4?tag=14'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1380763996823846917/vid/480x270/Aj6i9tVLH4vvX3LM.mp4?tag=14'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1152, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}}}]}",,,,
Wed Mar 24 06:40:00 +0000 2021,1374611939918286851,1374611939918286851,"Beijing, Moscow hope to see rest of the world immunized against COVID-19 through their vaccine assistance https://t.co/vIjtSutTVM","[0, 105]","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",False,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13420336, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 184, 'statuses_count': 201183, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,2,4,26,70,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1374576964523094020, 'id_str': '1374576964523094020', 'indices': [106, 129], 'additional_media_info': {'title': '', 'description': '', 'embeddable': True, 'monetizable': False}, 'media_url': 'http://pbs.twimg.com/media/ExN7dIGUUAIlMRz.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ExN7dIGUUAIlMRz.jpg', 'url': 'https://t.co/vIjtSutTVM', 'display_url': 'pic.twitter.com/vIjtSutTVM', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1374611939918286851/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 498, 'h': 280, 'resize': 'fit'}, 'small': {'w': 498, 'h': 280, 'resize': 'fit'}, 'large': {'w': 498, 'h': 280, 'resize': 'fit'}}}]}",False,False,False,low,en,[{'tag': None}],,"{'media': [{'id': 1374576964523094020, 'id_str': '1374576964523094020', 'indices': [106, 129], 'additional_media_info': {'title': '', 'description': '', 'embeddable': True, 'monetizable': False}, 'media_url': 'http://pbs.twimg.com/media/ExN7dIGUUAIlMRz.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ExN7dIGUUAIlMRz.jpg', 'url': 'https://t.co/vIjtSutTVM', 'display_url': 'pic.twitter.com/vIjtSutTVM', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1374611939918286851/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 153480, 'variants': [{'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1374576964523094020/vid/1280x720/5Mn-zzRw9qGmuiSc.mp4?tag=14'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1374576964523094020/pl/0gSO1IXj4ofpaypy.m3u8?tag=14'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1374576964523094020/vid/640x360/0ljkoanMRg2J71u3.mp4?tag=14'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1374576964523094020/vid/480x270/0CwMLIgUPXRB5jwq.mp4?tag=14'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 498, 'h': 280, 'resize': 'fit'}, 'small': {'w': 498, 'h': 280, 'resize': 'fit'}, 'large': {'w': 498, 'h': 280, 'resize': 'fit'}}}]}",,,,
