created_at,id,id_str,text,display_text_range,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,extended_tweet,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,extended_entities,retweeted_status,quoted_status_id,quoted_status_id_str,quoted_status,quoted_status_permalink
Tue Apr 06 10:56:08 +0000 2021,1379387442730430465,1379387442730430465,In Pics: Serbian president @avucic receives Chinese COVID-19 vaccine https://t.co/pObZLvkaWQ https://t.co/mOTK3IA7xk,"[0, 92]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13420336, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 184, 'statuses_count': 201183, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,18,33,668,1286,"{'hashtags': [], 'urls': [{'url': 'https://t.co/pObZLvkaWQ', 'expanded_url': 'https://bit.ly/39ICbY3', 'display_url': 'bit.ly/39ICbY3', 'indices': [69, 92]}], 'user_mentions': [{'screen_name': 'avucic', 'name': 'Александар Вучић', 'id': 356450858, 'id_str': '356450858', 'indices': [27, 34]}], 'symbols': [], 'media': [{'id': 1379385345851068422, 'id_str': '1379385345851068422', 'indices': [93, 116], 'media_url': 'http://pbs.twimg.com/media/EySPqevVEAYiFDf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EySPqevVEAYiFDf.jpg', 'url': 'https://t.co/mOTK3IA7xk', 'display_url': 'pic.twitter.com/mOTK3IA7xk', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1379387442730430465/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 378, 'resize': 'fit'}, 'large': {'w': 1170, 'h': 650, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1170, 'h': 650, 'resize': 'fit'}}}]}",False,False,False,low,en,[{'tag': None}],"{'media': [{'id': 1379385345851068422, 'id_str': '1379385345851068422', 'indices': [93, 116], 'media_url': 'http://pbs.twimg.com/media/EySPqevVEAYiFDf.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EySPqevVEAYiFDf.jpg', 'url': 'https://t.co/mOTK3IA7xk', 'display_url': 'pic.twitter.com/mOTK3IA7xk', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1379387442730430465/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 378, 'resize': 'fit'}, 'large': {'w': 1170, 'h': 650, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1170, 'h': 650, 'resize': 'fit'}}}, {'id': 1379385345855254529, 'id_str': '1379385345855254529', 'indices': [93, 116], 'media_url': 'http://pbs.twimg.com/media/EySPqewU8AEq-1R.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EySPqewU8AEq-1R.jpg', 'url': 'https://t.co/mOTK3IA7xk', 'display_url': 'pic.twitter.com/mOTK3IA7xk', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1379387442730430465/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 374, 'resize': 'fit'}, 'large': {'w': 1242, 'h': 684, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 661, 'resize': 'fit'}}}, {'id': 1379385424938893316, 'id_str': '1379385424938893316', 'indices': [93, 116], 'media_url': 'http://pbs.twimg.com/media/EySPvFXVgAQkWDp.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EySPvFXVgAQkWDp.jpg', 'url': 'https://t.co/mOTK3IA7xk', 'display_url': 'pic.twitter.com/mOTK3IA7xk', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1379387442730430465/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1536, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 900, 'resize': 'fit'}}}]}",,,,,
Tue Apr 06 10:26:37 +0000 2021,1379380012306948098,1379380012306948098,"Serbian President Aleksandar Vucic @avucic received a dose of Chinese #Sinopharm COVID-19 vaccine on Tuesday, encou… https://t.co/iNj8Q8Ucx6","[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",True,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13420336, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 184, 'statuses_count': 201183, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Serbian President Aleksandar Vucic @avucic received a dose of Chinese #Sinopharm COVID-19 vaccine on Tuesday, encouraging more people to join the immunization, according to local media. https://t.co/aO9vT4uDDz', 'display_text_range': [0, 185], 'entities': {'hashtags': [{'text': 'Sinopharm', 'indices': [70, 80]}], 'urls': [], 'user_mentions': [{'screen_name': 'avucic', 'name': 'Александар Вучић', 'id': 356450858, 'id_str': '356450858', 'indices': [35, 42]}], 'symbols': [], 'media': [{'id': 1379377533544620038, 'id_str': '1379377533544620038', 'indices': [186, 209], 'media_url': 'http://pbs.twimg.com/media/EySIjvoU4AYVbht.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EySIjvoU4AYVbht.jpg', 'url': 'https://t.co/aO9vT4uDDz', 'display_url': 'pic.twitter.com/aO9vT4uDDz', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1379380012306948098/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1451, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 850, 'resize': 'fit'}, 'small': {'w': 680, 'h': 482, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1379377533544620038, 'id_str': '1379377533544620038', 'indices': [186, 209], 'media_url': 'http://pbs.twimg.com/media/EySIjvoU4AYVbht.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EySIjvoU4AYVbht.jpg', 'url': 'https://t.co/aO9vT4uDDz', 'display_url': 'pic.twitter.com/aO9vT4uDDz', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1379380012306948098/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1451, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 850, 'resize': 'fit'}, 'small': {'w': 680, 'h': 482, 'resize': 'fit'}}}]}}",3,7,424,689,"{'hashtags': [{'text': 'Sinopharm', 'indices': [70, 80]}], 'urls': [{'url': 'https://t.co/iNj8Q8Ucx6', 'expanded_url': 'https://twitter.com/i/web/status/1379380012306948098', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [{'screen_name': 'avucic', 'name': 'Александар Вучић', 'id': 356450858, 'id_str': '356450858', 'indices': [35, 42]}], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,
Mon Apr 05 00:15:34 +0000 2021,1378863850846441473,1378863850846441473,"A batch of 150,000 doses of Sinovac #COVID19 vaccine donated by China will arrive in El Salvador on Tuesday night,… https://t.co/uwIiEaRk85","[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",True,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13420336, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 184, 'statuses_count': 201183, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""A batch of 150,000 doses of Sinovac #COVID19 vaccine donated by China will arrive in El Salvador on Tuesday night, the country's President Nayib Bukele @nayibbukele announced on Twitter. https://t.co/E2Hiqlp0z7"", 'display_text_range': [0, 186], 'entities': {'hashtags': [{'text': 'COVID19', 'indices': [36, 44]}], 'urls': [], 'user_mentions': [{'screen_name': 'nayibbukele', 'name': 'Nayib Bukele 🇸🇻', 'id': 20736511, 'id_str': '20736511', 'indices': [152, 164]}], 'symbols': [], 'media': [{'id': 1378861445006254081, 'id_str': '1378861445006254081', 'indices': [187, 210], 'media_url': 'http://pbs.twimg.com/media/EyKzLcAUYAEjUQ0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EyKzLcAUYAEjUQ0.jpg', 'url': 'https://t.co/E2Hiqlp0z7', 'display_url': 'pic.twitter.com/E2Hiqlp0z7', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1378863850846441473/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'medium': {'w': 970, 'h': 728, 'resize': 'fit'}, 'large': {'w': 970, 'h': 728, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1378861445006254081, 'id_str': '1378861445006254081', 'indices': [187, 210], 'media_url': 'http://pbs.twimg.com/media/EyKzLcAUYAEjUQ0.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EyKzLcAUYAEjUQ0.jpg', 'url': 'https://t.co/E2Hiqlp0z7', 'display_url': 'pic.twitter.com/E2Hiqlp0z7', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1378863850846441473/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'medium': {'w': 970, 'h': 728, 'resize': 'fit'}, 'large': {'w': 970, 'h': 728, 'resize': 'fit'}}}]}}",17,35,356,2140,"{'hashtags': [{'text': 'COVID19', 'indices': [36, 44]}], 'urls': [{'url': 'https://t.co/uwIiEaRk85', 'expanded_url': 'https://twitter.com/i/web/status/1378863850846441473', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,,
Wed Mar 24 02:40:00 +0000 2021,1374551542037053443,1374551542037053443,Is there also a vaccine for racism? #cartoon #CGTNOpinion https://t.co/3YbEDg69qC https://t.co/NFoo06abYV,"[0, 81]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13420336, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 184, 'statuses_count': 201183, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,13,21,52,259,"{'hashtags': [{'text': 'cartoon', 'indices': [36, 44]}, {'text': 'CGTNOpinion', 'indices': [45, 57]}], 'urls': [{'url': 'https://t.co/3YbEDg69qC', 'expanded_url': 'https://bit.ly/3slLLYk', 'display_url': 'bit.ly/3slLLYk', 'indices': [58, 81]}], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1374544365834575876, 'id_str': '1374544365834575876', 'indices': [82, 105], 'media_url': 'http://pbs.twimg.com/media/ExNc0W2VoAQk8Gn.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ExNc0W2VoAQk8Gn.jpg', 'url': 'https://t.co/NFoo06abYV', 'display_url': 'pic.twitter.com/NFoo06abYV', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1374551542037053443/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}}}]}",False,False,False,low,en,[{'tag': None}],"{'media': [{'id': 1374544365834575876, 'id_str': '1374544365834575876', 'indices': [82, 105], 'media_url': 'http://pbs.twimg.com/media/ExNc0W2VoAQk8Gn.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ExNc0W2VoAQk8Gn.jpg', 'url': 'https://t.co/NFoo06abYV', 'display_url': 'pic.twitter.com/NFoo06abYV', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1374551542037053443/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1600, 'h': 900, 'resize': 'fit'}}}]}",,,,,
Wed Apr 07 14:05:21 +0000 2021,1379797446516088836,1379797446516088836,EU drug regulator finds link between AstraZeneca vaccine and blood clots https://t.co/LEAIyty7bI,"[0, 72]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13420336, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 184, 'statuses_count': 201183, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,4,5,41,121,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1379797423724265477, 'id_str': '1379797423724265477', 'indices': [73, 96], 'media_url': 'http://pbs.twimg.com/media/EyYGckcVgAUY8V2.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EyYGckcVgAUY8V2.jpg', 'url': 'https://t.co/LEAIyty7bI', 'display_url': 'pic.twitter.com/LEAIyty7bI', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1379797446516088836/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 850, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1450, 'resize': 'fit'}, 'small': {'w': 680, 'h': 481, 'resize': 'fit'}}}]}",False,False,False,low,en,[{'tag': None}],"{'media': [{'id': 1379797423724265477, 'id_str': '1379797423724265477', 'indices': [73, 96], 'media_url': 'http://pbs.twimg.com/media/EyYGckcVgAUY8V2.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EyYGckcVgAUY8V2.jpg', 'url': 'https://t.co/LEAIyty7bI', 'display_url': 'pic.twitter.com/LEAIyty7bI', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1379797446516088836/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 850, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1450, 'resize': 'fit'}, 'small': {'w': 680, 'h': 481, 'resize': 'fit'}}}]}",,,,,
Wed Apr 14 12:18:53 +0000 2021,1382307370659811336,1382307370659811336,#BREAKING Denmark becomes the first European country to end use of AstraZeneca COVID-19 vaccine: health authority https://t.co/jtgL2X7sDa,"[0, 113]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,,,,,,"{'id': 1115874631, 'id_str': '1115874631', 'name': 'CGTN', 'screen_name': 'CGTNOfficial', 'location': 'Beijing, China', 'url': 'http://www.CGTN.com', 'description': 'CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 13420336, 'friends_count': 74, 'listed_count': 8152, 'favourites_count': 184, 'statuses_count': 201183, 'created_at': 'Thu Jan 24 03:18:59 +0000 2013', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_link_color': '009999', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246467745975156738/hicJQmq0_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1115874631/1586016045', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,2,3,34,71,"{'hashtags': [{'text': 'BREAKING', 'indices': [0, 9]}], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1382307350237700099, 'id_str': '1382307350237700099', 'indices': [114, 137], 'media_url': 'http://pbs.twimg.com/media/Ey7xNhVUYAMiDI6.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ey7xNhVUYAMiDI6.jpg', 'url': 'https://t.co/jtgL2X7sDa', 'display_url': 'pic.twitter.com/jtgL2X7sDa', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1382307370659811336/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]}",False,False,False,low,en,[{'tag': None}],"{'media': [{'id': 1382307350237700099, 'id_str': '1382307350237700099', 'indices': [114, 137], 'media_url': 'http://pbs.twimg.com/media/Ey7xNhVUYAMiDI6.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ey7xNhVUYAMiDI6.jpg', 'url': 'https://t.co/jtgL2X7sDa', 'display_url': 'pic.twitter.com/jtgL2X7sDa', 'expanded_url': 'https://twitter.com/CGTNOfficial/status/1382307370659811336/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}}}]}",,,,,
