created_at,id,id_str,text,display_text_range,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,extended_tweet,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,retweeted_status,extended_entities
Tue Feb 11 04:52:03 +0000 2020,1227092913575911424,1227092913575911424,"The number of deaths from the Wuhan coronavirus had risen to over 1,000 by Tuesday morning, as experts from the Wor… https://t.co/BPlCkmyaOn",,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542758, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'The number of deaths from the Wuhan coronavirus had risen to over 1,000 by Tuesday morning, as experts from the World Health Organization arrived in China to assist with controlling the epidemic. https://t.co/UMXzcSMvzI', 'display_text_range': [0, 219], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/UMXzcSMvzI', 'expanded_url': 'https://cnn.it/31IWVd0', 'display_url': 'cnn.it/31IWVd0', 'indices': [196, 219]}], 'user_mentions': [], 'symbols': []}}",16,22,123,230,"{'hashtags': [], 'urls': [{'url': 'https://t.co/BPlCkmyaOn', 'expanded_url': 'https://twitter.com/i/web/status/1227092913575911424', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Wed Jan 29 23:13:30 +0000 2020,1222659059528192000,1222659059528192000,There are now at least 162 dead from Wuhan coronavirus in China’s Hubei province – the epicenter of the outbreak –… https://t.co/sy7k08AZPR,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542758, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'There are now at least 162 dead from Wuhan coronavirus in China’s Hubei province – the epicenter of the outbreak – and a total of 4,586 confirmed cases in the province by the end of Wednesday, according to Hubei’s provincial health authority https://t.co/h0S1PLxCWm', 'display_text_range': [0, 265], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/h0S1PLxCWm', 'expanded_url': 'https://cnn.it/36Fd2Ju', 'display_url': 'cnn.it/36Fd2Ju', 'indices': [242, 265]}], 'user_mentions': [], 'symbols': []}}",21,22,122,178,"{'hashtags': [], 'urls': [{'url': 'https://t.co/sy7k08AZPR', 'expanded_url': 'https://twitter.com/i/web/status/1222659059528192000', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Fri Jan 31 09:37:06 +0000 2020,1223178380297867265,1223178380297867265,"While multiple airlines have temporarily canceled all flights to China, those that are still flying to the country… https://t.co/W5Xtqrmylp",,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542757, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'While multiple airlines have temporarily canceled all flights to China, those that are still flying to the country are adopting a series of measures to prevent the spread of the deadly coronavirus, including the removal of pillows, blankets and hot meals. https://t.co/IkVMyXIfU4', 'display_text_range': [0, 279], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/IkVMyXIfU4', 'expanded_url': 'https://cnn.it/2tiTpJQ', 'display_url': 'cnn.it/2tiTpJQ', 'indices': [256, 279]}], 'user_mentions': [], 'symbols': []}}",12,23,121,248,"{'hashtags': [], 'urls': [{'url': 'https://t.co/W5Xtqrmylp', 'expanded_url': 'https://twitter.com/i/web/status/1223178380297867265', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Thu Jan 30 08:13:02 +0000 2020,1222794838220865536,1222794838220865536,There are more than 100 cases of Wuhan coronavirus in 19 places outside mainland China https://t.co/FVnBTxEro2,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542758, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,18,21,121,173,"{'hashtags': [], 'urls': [{'url': 'https://t.co/FVnBTxEro2', 'expanded_url': 'https://cnn.it/36AtbQt', 'display_url': 'cnn.it/36AtbQt', 'indices': [87, 110]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Fri Jan 31 07:31:05 +0000 2020,1223146670667583494,1223146670667583494,The World Health Organization has declared the Wuhan coronavirus outbreak a public health emergency of internationa… https://t.co/3cliISRg49,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542758, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'The World Health Organization has declared the Wuhan coronavirus outbreak a public health emergency of international concern, after an emergency committee reconvened Thursday in Geneva https://t.co/4G3aLt66o1', 'display_text_range': [0, 208], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/4G3aLt66o1', 'expanded_url': 'https://cnn.it/2RGhYd0', 'display_url': 'cnn.it/2RGhYd0', 'indices': [185, 208]}], 'user_mentions': [], 'symbols': []}}",7,14,121,259,"{'hashtags': [], 'urls': [{'url': 'https://t.co/3cliISRg49', 'expanded_url': 'https://twitter.com/i/web/status/1223146670667583494', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Tue Jan 28 08:52:05 +0000 2020,1222079890784210945,1222079890784210945,"Symptoms of the Wuhan coronavirus can look like a common cold -- they include a cough, fever, and trouble breathing… https://t.co/fEem4UygLS",,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542761, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""Symptoms of the Wuhan coronavirus can look like a common cold -- they include a cough, fever, and trouble breathing. \n\nIf you're worried, here's how to protect yourself against it. https://t.co/6jsZZXm2je"", 'display_text_range': [0, 204], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/6jsZZXm2je', 'expanded_url': 'https://cnn.it/2U49cHw', 'display_url': 'cnn.it/2U49cHw', 'indices': [181, 204]}], 'user_mentions': [], 'symbols': []}}",8,49,120,294,"{'hashtags': [], 'urls': [{'url': 'https://t.co/fEem4UygLS', 'expanded_url': 'https://twitter.com/i/web/status/1222079890784210945', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Sat Feb 08 04:46:08 +0000 2020,1226004259319226368,1226004259319226368,"Hundreds of volunteers have formed a lifeline for the residents of Wuhan, China, a sprawling metropolis of 11 milli… https://t.co/0D3757lGgF",,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542758, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Hundreds of volunteers have formed a lifeline for the residents of Wuhan, China, a sprawling metropolis of 11 million people, by driving medical staff to and from overcrowded hospitals where rows of feverish patients are fighting the coronavirus outbreak https://t.co/J1Fi5VNlhn', 'display_text_range': [0, 278], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/J1Fi5VNlhn', 'expanded_url': 'https://cnn.it/3blDpbe', 'display_url': 'cnn.it/3blDpbe', 'indices': [255, 278]}], 'user_mentions': [], 'symbols': []}}",10,19,120,360,"{'hashtags': [], 'urls': [{'url': 'https://t.co/0D3757lGgF', 'expanded_url': 'https://twitter.com/i/web/status/1226004259319226368', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Tue Jan 28 02:25:04 +0000 2020,1221982495299833860,1221982495299833860,"The Hong Kong government announced that all public cultural and leisure facilities will be closed ""until further no… https://t.co/KzWMEaBWw8",,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542761, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'The Hong Kong government announced that all public cultural and leisure facilities will be closed ""until further notice"" in a bid to control the spread of Wuhan coronavirus https://t.co/xq2KEvvgAI', 'display_text_range': [0, 196], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/xq2KEvvgAI', 'expanded_url': 'https://cnn.it/2RSdyyw', 'display_url': 'cnn.it/2RSdyyw', 'indices': [173, 196]}], 'user_mentions': [], 'symbols': []}}",9,14,120,192,"{'hashtags': [], 'urls': [{'url': 'https://t.co/KzWMEaBWw8', 'expanded_url': 'https://twitter.com/i/web/status/1221982495299833860', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Thu Jan 30 14:39:11 +0000 2020,1222892018034188288,1222892018034188288,"With at least 170 people dead from the Wuhan coronavirus, and more than 7,700 cases confirmed in mainland China, se… https://t.co/jGDlMIYZjg",,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542758, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'With at least 170 people dead from the Wuhan coronavirus, and more than 7,700 cases confirmed in mainland China, several countries are scrambling to evacuate their citizens from the city at the heart of the outbreak. \n\n@David_Culver is live from Beijing. https://t.co/19TTCSSCDM', 'display_text_range': [0, 278], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/19TTCSSCDM', 'expanded_url': 'https://cnn.it/318P4oM', 'display_url': 'cnn.it/318P4oM', 'indices': [255, 278]}], 'user_mentions': [{'screen_name': 'David_Culver', 'name': 'David Culver', 'id': 52612881, 'id_str': '52612881', 'indices': [219, 232]}], 'symbols': []}}",19,42,119,294,"{'hashtags': [], 'urls': [{'url': 'https://t.co/jGDlMIYZjg', 'expanded_url': 'https://twitter.com/i/web/status/1222892018034188288', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Sat Feb 01 00:11:26 +0000 2020,1223398416149090305,1223398416149090305,"Throughout his illness, the man with the first case of Wuhan coronavirus in the US experienced a range of symptoms… https://t.co/YPFgO5scbo","[0, 140]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",True,1.2233978951536271e+18,1.2233978951536271e+18,759251.0,759251.0,CNN,"{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': None, 'url': 'http://www.cnn.com', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK & download our app http://cnn.com/apps', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 55542757, 'friends_count': 1101, 'listed_count': 150926, 'favourites_count': 1394, 'statuses_count': 359418, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1278259160644227073/MfCyF7CG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1630451250', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Throughout his illness, the man with the first case of Wuhan coronavirus in the US experienced a range of symptoms including fever, cough, fatigue, nausea, vomiting, diarrhea and runny nose. https://t.co/SUeo6Hdapu https://t.co/BGasqpfosa', 'display_text_range': [0, 214], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/SUeo6Hdapu', 'expanded_url': 'https://cnn.it/2tZ9i8H', 'display_url': 'cnn.it/2tZ9i8H', 'indices': [191, 214]}], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1223398373165871104, 'id_str': '1223398373165871104', 'indices': [215, 238], 'media_url': 'http://pbs.twimg.com/media/EPpiVqtXsAAoiBf.png', 'media_url_https': 'https://pbs.twimg.com/media/EPpiVqtXsAAoiBf.png', 'url': 'https://t.co/BGasqpfosa', 'display_url': 'pic.twitter.com/BGasqpfosa', 'expanded_url': 'https://twitter.com/CNN/status/1223398416149090305/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 789, 'h': 483, 'resize': 'fit'}, 'medium': {'w': 789, 'h': 483, 'resize': 'fit'}, 'small': {'w': 680, 'h': 416, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}, 'extended_entities': {'media': [{'id': 1223398373165871104, 'id_str': '1223398373165871104', 'indices': [215, 238], 'media_url': 'http://pbs.twimg.com/media/EPpiVqtXsAAoiBf.png', 'media_url_https': 'https://pbs.twimg.com/media/EPpiVqtXsAAoiBf.png', 'url': 'https://t.co/BGasqpfosa', 'display_url': 'pic.twitter.com/BGasqpfosa', 'expanded_url': 'https://twitter.com/CNN/status/1223398416149090305/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 789, 'h': 483, 'resize': 'fit'}, 'medium': {'w': 789, 'h': 483, 'resize': 'fit'}, 'small': {'w': 680, 'h': 416, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}}]}}",13,19,119,180,"{'hashtags': [], 'urls': [{'url': 'https://t.co/YPFgO5scbo', 'expanded_url': 'https://twitter.com/i/web/status/1223398416149090305', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
