created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,retweeted_status,extended_tweet,display_text_range,extended_entities
Fri Apr 16 09:04:09 +0000 2021,1382983139107160065,1382983139107160065,"Who will attend the Duke of Edinburgh’s funeral?
 
https://t.co/UbrI4nTuk1","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915055, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,27,63,49,289,"{'hashtags': [], 'urls': [{'url': 'https://t.co/UbrI4nTuk1', 'expanded_url': 'https://bbc.in/3sniuM0', 'display_url': 'bbc.in/3sniuM0', 'indices': [51, 74]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,
Fri Apr 16 05:25:54 +0000 2021,1382928215145070595,1382928215145070595,"RT @BBCIndia: The BBC spoke to at least three agents in Delhi who agreed to supply a vial of #Remdesivir  for 24,000 rupees  - five times t…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915055, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,0,0,0,0,"{'hashtags': [{'text': 'Remdesivir', 'indices': [93, 104]}], 'urls': [], 'user_mentions': [{'screen_name': 'BBCIndia', 'name': 'BBC News India', 'id': 442782547, 'id_str': '442782547', 'indices': [3, 12]}], 'symbols': []}",False,False,,low,en,[{'tag': None}],"{'created_at': 'Fri Apr 16 03:53:49 +0000 2021', 'id': 1382905042592616452, 'id_str': '1382905042592616452', 'text': 'The BBC spoke to at least three agents in Delhi who agreed to supply a vial of #Remdesivir  for 24,000 rupees  - fi… https://t.co/3VHqq60Vvy', 'display_text_range': [0, 140], 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 442782547, 'id_str': '442782547', 'name': 'BBC News India', 'screen_name': 'BBCIndia', 'location': 'India', 'url': 'https://www.bbc.com/news/world/asia/india', 'description': 'The latest stories, features and updates from India. \nInstagram: bbcnewsindia', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 218083, 'friends_count': 417, 'listed_count': 1247, 'favourites_count': 121, 'statuses_count': 22830, 'created_at': 'Wed Dec 21 13:19:34 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1007495447030779904/-pGNamFY_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1007495447030779904/-pGNamFY_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/442782547/1637146807', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': 'The BBC spoke to at least three agents in Delhi who agreed to supply a vial of #Remdesivir  for 24,000 rupees  - five times the official price. \n\nA patient usually needs six or seven 100mg vials for one course of the drug.\n\n@BBCVikas reports\n\nhttps://t.co/7Q8PRU08ID https://t.co/qWku27vrot', 'display_text_range': [0, 266], 'entities': {'hashtags': [{'text': 'Remdesivir', 'indices': [79, 90]}], 'urls': [{'url': 'https://t.co/7Q8PRU08ID', 'expanded_url': 'https://bbc.in/3dmGf2L', 'display_url': 'bbc.in/3dmGf2L', 'indices': [243, 266]}], 'user_mentions': [{'screen_name': 'BBCVikas', 'name': 'Vikas Pandey', 'id': 55161691, 'id_str': '55161691', 'indices': [224, 233]}], 'symbols': [], 'media': [{'id': 1382904961932038144, 'id_str': '1382904961932038144', 'indices': [267, 290], 'description': 'Amid a punishing second wave, people across India are finding drugs, oxygen and beds in short supply.', 'media_url': 'http://pbs.twimg.com/media/EzEQvGYVkAA86Hm.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EzEQvGYVkAA86Hm.jpg', 'url': 'https://t.co/qWku27vrot', 'display_url': 'pic.twitter.com/qWku27vrot', 'expanded_url': 'https://twitter.com/BBCIndia/status/1382905042592616452/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 976, 'h': 650, 'resize': 'fit'}, 'medium': {'w': 976, 'h': 650, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1382904961932038144, 'id_str': '1382904961932038144', 'indices': [267, 290], 'description': 'Amid a punishing second wave, people across India are finding drugs, oxygen and beds in short supply.', 'media_url': 'http://pbs.twimg.com/media/EzEQvGYVkAA86Hm.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EzEQvGYVkAA86Hm.jpg', 'url': 'https://t.co/qWku27vrot', 'display_url': 'pic.twitter.com/qWku27vrot', 'expanded_url': 'https://twitter.com/BBCIndia/status/1382905042592616452/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 976, 'h': 650, 'resize': 'fit'}, 'medium': {'w': 976, 'h': 650, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}}]}}, 'quote_count': 5, 'reply_count': 19, 'retweet_count': 49, 'favorite_count': 111, 'entities': {'hashtags': [{'text': 'Remdesivir', 'indices': [79, 90]}], 'urls': [{'url': 'https://t.co/3VHqq60Vvy', 'expanded_url': 'https://twitter.com/i/web/status/1382905042592616452', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",,,
Wed Apr 14 19:25:37 +0000 2021,1382414760717733889,1382414760717733889,"""How does it even get to the stage where you’re drawing a taser for someone who might have an out of date number pl… https://t.co/LGzEqErwKM","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915055, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,3,68,48,233,"{'hashtags': [], 'urls': [{'url': 'https://t.co/LGzEqErwKM', 'expanded_url': 'https://twitter.com/i/web/status/1382414760717733889', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,"{'full_text': '""How does it even get to the stage where you’re drawing a taser for someone who might have an out of date number plate?""\n\n@BBCJonSopel talks to @LarryMadowo about the killing of Daunte Wright \n\n🎧 Listen to #Americast on @BBCSounds https://t.co/3vlJ5SiSmm', 'display_text_range': [0, 254], 'entities': {'hashtags': [{'text': 'Americast', 'indices': [206, 216]}], 'urls': [{'url': 'https://t.co/3vlJ5SiSmm', 'expanded_url': 'https://bbc.in/2ON55PB', 'display_url': 'bbc.in/2ON55PB', 'indices': [231, 254]}], 'user_mentions': [{'screen_name': 'BBCJonSopel', 'name': 'Jon Sopel', 'id': 130104942, 'id_str': '130104942', 'indices': [122, 134]}, {'screen_name': 'LarryMadowo', 'name': 'Larry Madowo', 'id': 38671739, 'id_str': '38671739', 'indices': [144, 156]}, {'screen_name': 'BBCSounds', 'name': 'BBC Sounds', 'id': 20518298, 'id_str': '20518298', 'indices': [220, 230]}], 'symbols': []}}",,
Wed Apr 14 18:08:01 +0000 2021,1382395229748277250,1382395229748277250,"RT @BBCNews: ""To see someone who knows nothing about Rudy just instinctively do this was so surprising and I couldn't wipe the smile off my…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915055, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'BBCNews', 'name': 'BBC News (UK)', 'id': 612473, 'id_str': '612473', 'indices': [3, 11]}], 'symbols': []}",False,False,,low,en,[{'tag': None}],"{'created_at': 'Wed Apr 14 18:04:59 +0000 2021', 'id': 1382394466158399489, 'id_str': '1382394466158399489', 'text': '""To see someone who knows nothing about Rudy just instinctively do this was so surprising and I couldn\'t wipe the s… https://t.co/KDTTyCM2ZJ', 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 612473, 'id_str': '612473', 'name': 'BBC News (UK)', 'screen_name': 'BBCNews', 'location': 'London', 'url': 'http://www.bbc.co.uk/news', 'description': 'News, features and analysis. For world news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport. Our Instagram: BBCNews', 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 13026655, 'friends_count': 93, 'listed_count': 47070, 'favourites_count': 46, 'statuses_count': 479808, 'created_at': 'Mon Jan 08 08:05:57 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150718511129477120/2N_GW7HR_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150718511129477120/2N_GW7HR_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/612473/1621582368', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': '""To see someone who knows nothing about Rudy just instinctively do this was so surprising and I couldn\'t wipe the smile off my face""\n\nMum of autistic boy thanks stranger for \'kindness\' \n\nhttps://t.co/ZTQLudb1Mk', 'display_text_range': [0, 210], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/ZTQLudb1Mk', 'expanded_url': 'https://bbc.in/3e1hxUr', 'display_url': 'bbc.in/3e1hxUr', 'indices': [187, 210]}], 'user_mentions': [], 'symbols': []}}, 'quote_count': 15, 'reply_count': 28, 'retweet_count': 52, 'favorite_count': 495, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/KDTTyCM2ZJ', 'expanded_url': 'https://twitter.com/i/web/status/1382394466158399489', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",,,
Wed Apr 14 16:32:26 +0000 2021,1382371175322505217,1382371175322505217,"RT @BBCBreaking: Officer who shot dead motorist Daunte Wright near Minneapolis, US 'to be charged with second-degree manslaughter'

https:/…","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",False,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915055, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'BBCBreaking', 'name': 'BBC Breaking News', 'id': 5402612, 'id_str': '5402612', 'indices': [3, 15]}], 'symbols': []}",False,False,,low,en,[{'tag': None}],"{'created_at': 'Wed Apr 14 16:31:43 +0000 2021', 'id': 1382370995298783238, 'id_str': '1382370995298783238', 'text': ""Officer who shot dead motorist Daunte Wright near Minneapolis, US 'to be charged with second-degree manslaughter'\n\nhttps://t.co/xkCLYnmToN"", 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 5402612, 'id_str': '5402612', 'name': 'BBC Breaking News', 'screen_name': 'BBCBreaking', 'location': 'London, UK', 'url': 'http://www.bbc.co.uk/news', 'description': 'Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 48647826, 'friends_count': 3, 'listed_count': 143581, 'favourites_count': 0, 'statuses_count': 37720, 'created_at': 'Sun Apr 22 14:42:37 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150716997254209536/M7gkjsv5_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150716997254209536/M7gkjsv5_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/5402612/1621582419', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'quote_count': 71, 'reply_count': 187, 'retweet_count': 405, 'favorite_count': 2210, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/xkCLYnmToN', 'expanded_url': 'https://bbc.in/2RA5RAF', 'display_url': 'bbc.in/2RA5RAF', 'indices': [115, 138]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",,,
Wed Apr 14 15:24:23 +0000 2021,1382354050126086154,1382354050126086154,"Wall Street financier Bernie Madoff, who was convicted for conning investors out of tens of billions of dollars, di… https://t.co/NQmSpXqP7L","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915055, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,25,62,95,359,"{'hashtags': [], 'urls': [{'url': 'https://t.co/NQmSpXqP7L', 'expanded_url': 'https://twitter.com/i/web/status/1382354050126086154', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,"{'full_text': 'Wall Street financier Bernie Madoff, who was convicted for conning investors out of tens of billions of dollars, dies in prison https://t.co/o174V0YAhv', 'display_text_range': [0, 151], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/o174V0YAhv', 'expanded_url': 'https://bbc.in/3uSZXZw', 'display_url': 'bbc.in/3uSZXZw', 'indices': [128, 151]}], 'user_mentions': [], 'symbols': []}}",,
Wed Apr 14 14:14:07 +0000 2021,1382336369201139712,1382336369201139712,"Disgraced financier Bernie Madoff, who was convicted for conning investors out of billions of dollars, dies in pris… https://t.co/Kucr765nY6","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 742143, 'id_str': '742143', 'name': 'BBC News (World)', 'screen_name': 'BBCWorld', 'location': 'London, UK', 'url': 'http://www.bbc.com/news', 'description': ""News, features and analysis from the World's newsroom. Breaking news, follow @BBCBreaking. UK news, @BBCNews. Latest sports news @BBCSport"", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 33915055, 'friends_count': 18, 'listed_count': 127104, 'favourites_count': 13, 'statuses_count': 339566, 'created_at': 'Thu Feb 01 07:44:29 +0000 2007', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1F527B', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '5A5A5A', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1150717770478379008/8-XiwK-s_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742143/1621582392', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,36,51,88,320,"{'hashtags': [], 'urls': [{'url': 'https://t.co/Kucr765nY6', 'expanded_url': 'https://twitter.com/i/web/status/1382336369201139712', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,"{'full_text': 'Disgraced financier Bernie Madoff, who was convicted for conning investors out of billions of dollars, dies in prison\nhttps://t.co/uyh8gqOwLE', 'display_text_range': [0, 141], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/uyh8gqOwLE', 'expanded_url': 'https://bbc.in/3dZeuMF', 'display_url': 'bbc.in/3dZeuMF', 'indices': [118, 141]}], 'user_mentions': [], 'symbols': []}}",,
