created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,extended_tweet,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,retweeted_status,display_text_range
Fri Apr 16 23:57:02 +0000 2021,1383207839473266688,1383207839473266688,"Prosecutors who oversaw a grand jury investigation into the death of Daniel Prude last year in Rochester, New York,… https://t.co/PfqRx93Pjm","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409576, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Prosecutors who oversaw a grand jury investigation into the death of Daniel Prude last year in Rochester, New York, undercut the case with testimony from a medical expert who said officers who held Prude down until he stopped breathing did nothing wrong. https://t.co/Xtwj1WqQ7U', 'display_text_range': [0, 278], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/Xtwj1WqQ7U', 'expanded_url': 'http://apne.ws/o9goTwa', 'display_url': 'apne.ws/o9goTwa', 'indices': [255, 278]}], 'user_mentions': [], 'symbols': []}}",12,20,112,161,"{'hashtags': [], 'urls': [{'url': 'https://t.co/PfqRx93Pjm', 'expanded_url': 'https://twitter.com/i/web/status/1383207839473266688', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Fri Apr 16 19:15:04 +0000 2021,1383136880783454209,1383136880783454209,"New Englanders who had enjoyed an early spring were brought back to a cold, blustery reality with a storm packing p… https://t.co/rHwDnOksH5","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409576, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'New Englanders who had enjoyed an early spring were brought back to a cold, blustery reality with a storm packing powerful wind gusts, lashing rain and heavy, wet snow. A foot of snow had fallen in western New Hampshire by midday. https://t.co/cAFFBhWet2', 'display_text_range': [0, 254], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/cAFFBhWet2', 'expanded_url': 'http://apne.ws/CcY1bX1', 'display_url': 'apne.ws/CcY1bX1', 'indices': [231, 254]}], 'user_mentions': [], 'symbols': []}}",6,7,21,48,"{'hashtags': [], 'urls': [{'url': 'https://t.co/rHwDnOksH5', 'expanded_url': 'https://twitter.com/i/web/status/1383136880783454209', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Fri Apr 16 18:45:29 +0000 2021,1383129434392236037,1383129434392236037,"RT @APEntertainment: Actor Helen McCrory, who played a crime family matriarch in ""Peaky Blinders"" and the scheming Narcissa Malfoy in the ""…","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409576, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'APEntertainment', 'name': 'AP Entertainment', 'id': 833612154, 'id_str': '833612154', 'indices': [3, 19]}], 'symbols': []}",False,False,,low,en,[{'tag': None}],"{'created_at': 'Fri Apr 16 16:26:08 +0000 2021', 'id': 1383094367817248768, 'id_str': '1383094367817248768', 'text': 'Actor Helen McCrory, who played a crime family matriarch in ""Peaky Blinders"" and the scheming Narcissa Malfoy in th… https://t.co/YdXbHMkeNn', 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 833612154, 'id_str': '833612154', 'name': 'AP Entertainment', 'screen_name': 'APEntertainment', 'location': None, 'url': 'https://apnews.com/hub/entertainment', 'description': ""This is the official account of AP's Entertainment Department. Check here for the top stories in showbiz."", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 178876, 'friends_count': 1252, 'listed_count': 1486, 'favourites_count': 385, 'statuses_count': 50616, 'created_at': 'Wed Sep 19 15:53:14 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2627323149/jsve6poh0o7smaiaj3uo_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2627323149/jsve6poh0o7smaiaj3uo_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/833612154/1631028708', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': 'Actor Helen McCrory, who played a crime family matriarch in ""Peaky Blinders"" and the scheming Narcissa Malfoy in the ""Harry Potter"" films, has died at age 52. Her husband, actor Damian Lewis, says she died at home after a ""heroic battle with cancer.""\n\nhttps://t.co/ZiGZarUzzM', 'display_text_range': [0, 275], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/ZiGZarUzzM', 'expanded_url': 'http://apne.ws/AzOdrBp', 'display_url': 'apne.ws/AzOdrBp', 'indices': [252, 275]}], 'user_mentions': [], 'symbols': []}}, 'quote_count': 20, 'reply_count': 14, 'retweet_count': 56, 'favorite_count': 240, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/YdXbHMkeNn', 'expanded_url': 'https://twitter.com/i/web/status/1383094367817248768', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",
Fri Apr 16 17:00:53 +0000 2021,1383103113255653379,1383103113255653379,Liberty University is suing former leader Jerry Falwell Jr. for millions in damages. It says Falwell failed to disc… https://t.co/3gyZ2S66YF,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409576, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Liberty University is suing former leader Jerry Falwell Jr. for millions in damages. It says Falwell failed to disclose an alleged extortion attempt by a man who had a yearslong sexual relationship with Falwell’s wife.\n\nhttps://t.co/kzTlUhBjTn', 'display_text_range': [0, 243], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/kzTlUhBjTn', 'expanded_url': 'http://apne.ws/Qsxg0jj', 'display_url': 'apne.ws/Qsxg0jj', 'indices': [220, 243]}], 'user_mentions': [], 'symbols': []}}",767,473,1727,4807,"{'hashtags': [], 'urls': [{'url': 'https://t.co/3gyZ2S66YF', 'expanded_url': 'https://twitter.com/i/web/status/1383103113255653379', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Fri Apr 16 15:31:04 +0000 2021,1383080508104568844,1383080508104568844,"Imprisoned Russian opposition leader Alexei Navalny, who has been on hunger strike since March 31, described threat… https://t.co/gY3Kf31qIg","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409576, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Imprisoned Russian opposition leader Alexei Navalny, who has been on hunger strike since March 31, described threats to force-feed him, using “straitjacket and other pleasures,” in a message from behind bars. https://t.co/1dyM1RNFA3', 'display_text_range': [0, 232], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/1dyM1RNFA3', 'expanded_url': 'http://apne.ws/5XOPbpt', 'display_url': 'apne.ws/5XOPbpt', 'indices': [209, 232]}], 'user_mentions': [], 'symbols': []}}",66,62,314,536,"{'hashtags': [], 'urls': [{'url': 'https://t.co/gY3Kf31qIg', 'expanded_url': 'https://twitter.com/i/web/status/1383080508104568844', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Fri Apr 16 15:01:05 +0000 2021,1383072964590067712,1383072964590067712,Doctors in Kosovo doctors threatened to take action in support of a colleague who was arrested for refusing to trea… https://t.co/PInyzu8vzT,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409576, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Doctors in Kosovo doctors threatened to take action in support of a colleague who was arrested for refusing to treat a patient after working hours. Police reported that a pulmonologist was detained and local health authorities suspended him from work. https://t.co/nJQNmwSCNH', 'display_text_range': [0, 275], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/nJQNmwSCNH', 'expanded_url': 'http://apne.ws/XzDV1mf', 'display_url': 'apne.ws/XzDV1mf', 'indices': [252, 275]}], 'user_mentions': [], 'symbols': []}}",0,6,13,50,"{'hashtags': [], 'urls': [{'url': 'https://t.co/PInyzu8vzT', 'expanded_url': 'https://twitter.com/i/web/status/1383072964590067712', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Fri Apr 16 14:31:06 +0000 2021,1383065417481129987,1383065417481129987,"The family of 12-year-old Tamir Rice, who was shot and killed by Cleveland police in 2014, asked the Justice Depart… https://t.co/wj3muysJHn","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409576, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'The family of 12-year-old Tamir Rice, who was shot and killed by Cleveland police in 2014, asked the Justice Department to reopen the case into his death after it was closed in the waning weeks of the Trump administration. https://t.co/4ri1DW3Vrt', 'display_text_range': [0, 246], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/4ri1DW3Vrt', 'expanded_url': 'http://apne.ws/7tKSjgy', 'display_url': 'apne.ws/7tKSjgy', 'indices': [223, 246]}], 'user_mentions': [], 'symbols': []}}",10,30,316,1061,"{'hashtags': [], 'urls': [{'url': 'https://t.co/wj3muysJHn', 'expanded_url': 'https://twitter.com/i/web/status/1383065417481129987', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
Fri Apr 16 02:18:29 +0000 2021,1382881050754433026,1382881050754433026,RT @APEntertainment: One of the Louisville police officers who shot Breonna Taylor is writing a book. Sgt. Jonathan Mattingly's book is to…,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409576, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'APEntertainment', 'name': 'AP Entertainment', 'id': 833612154, 'id_str': '833612154', 'indices': [3, 19]}], 'symbols': []}",False,False,,low,en,[{'tag': None}],"{'created_at': 'Fri Apr 16 02:00:39 +0000 2021', 'id': 1382876562282930176, 'id_str': '1382876562282930176', 'text': ""One of the Louisville police officers who shot Breonna Taylor is writing a book. Sgt. Jonathan Mattingly's book is… https://t.co/KBsk4fvEEo"", 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 833612154, 'id_str': '833612154', 'name': 'AP Entertainment', 'screen_name': 'APEntertainment', 'location': None, 'url': 'https://apnews.com/hub/entertainment', 'description': ""This is the official account of AP's Entertainment Department. Check here for the top stories in showbiz."", 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 178876, 'friends_count': 1252, 'listed_count': 1486, 'favourites_count': 385, 'statuses_count': 50616, 'created_at': 'Wed Sep 19 15:53:14 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2627323149/jsve6poh0o7smaiaj3uo_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2627323149/jsve6poh0o7smaiaj3uo_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/833612154/1631028708', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': ""One of the Louisville police officers who shot Breonna Taylor is writing a book. Sgt. Jonathan Mattingly's book is to be published by Tennessee-based Post Hill Press, distributed by Simon &amp; Schuster.\n\nhttps://t.co/TmdFtQcED7"", 'display_text_range': [0, 228], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/TmdFtQcED7', 'expanded_url': 'http://apne.ws/Uv23Tmw', 'display_url': 'apne.ws/Uv23Tmw', 'indices': [205, 228]}], 'user_mentions': [], 'symbols': []}}, 'quote_count': 93, 'reply_count': 68, 'retweet_count': 48, 'favorite_count': 66, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/KBsk4fvEEo', 'expanded_url': 'https://twitter.com/i/web/status/1382876562282930176', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",
Fri Apr 16 00:53:18 +0000 2021,1382859612815298560,1382859612815298560,A musician who created a podcast about the disappearance of California college student Kristin Smart is being credi… https://t.co/Usk9crMpT2,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409576, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""A musician who created a podcast about the disappearance of California college student Kristin Smart is being credited with helping police make an arrest in the case 25 years later. A sheriff said Chris Lambert's show helped bring new witnesses forward. https://t.co/VZs8Og0u4Z"", 'display_text_range': [0, 277], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/VZs8Og0u4Z', 'expanded_url': 'http://apne.ws/KquldEo', 'display_url': 'apne.ws/KquldEo', 'indices': [254, 277]}], 'user_mentions': [], 'symbols': []}}",31,20,167,1101,"{'hashtags': [], 'urls': [{'url': 'https://t.co/Usk9crMpT2', 'expanded_url': 'https://twitter.com/i/web/status/1382859612815298560', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,
