created_at,id,id_str,text,display_text_range,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,extended_tweet,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,extended_entities,account,period
Wed Oct 21 21:43:25 +0000 2020,1319031560276901889,1319031560276901889,"#Coronavirus Watch in Mideast, Oct. 21: https://t.co/NrZPBPIgT5
--Iran's total COVID-19 cases hit 545,286;
--Iraq's… https://t.co/b6i2rxMAQB","[0, 140]","<a href=""http://static.cms.xinhua-news.cn/sm/twitterxinhuanewsagency/"" rel=""nofollow"">China Xinhua News</a>",True,,,,,,"{'id': 487118986, 'id_str': '487118986', 'name': 'China Xinhua News', 'screen_name': 'XHNews', 'location': 'Headquartered in Beijing, PRC', 'url': None, 'description': ""We are public media for the public good. We don't pursue corporate interests, nor will we yield to the pressure of ideological stigmatization and political bias"", 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 12335268, 'friends_count': 66, 'listed_count': 13907, 'favourites_count': 118, 'statuses_count': 217977, 'created_at': 'Thu Feb 09 01:10:18 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/487118986/1586067539', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""#Coronavirus Watch in Mideast, Oct. 21: https://t.co/NrZPBPIgT5\n--Iran's total COVID-19 cases hit 545,286;\n--Iraq's tally rises to 438,265;\n--Tunisia to receive vaccine against COVID-19;\n--Algeria calls for following preventive measures. https://t.co/hgKbpKFm5D"", 'display_text_range': [0, 237], 'entities': {'hashtags': [{'text': 'Coronavirus', 'indices': [0, 12]}], 'urls': [{'url': 'https://t.co/NrZPBPIgT5', 'expanded_url': 'http://xhne.ws/BVi6w', 'display_url': 'xhne.ws/BVi6w', 'indices': [40, 63]}], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1319031556510412803, 'id_str': '1319031556510412803', 'indices': [238, 261], 'media_url': 'http://pbs.twimg.com/media/Ek4kNk1VcAMJJWB.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ek4kNk1VcAMJJWB.jpg', 'url': 'https://t.co/hgKbpKFm5D', 'display_url': 'pic.twitter.com/hgKbpKFm5D', 'expanded_url': 'https://twitter.com/XHNews/status/1319031560276901889/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 900, 'h': 599, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 900, 'h': 599, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}}, {'id': 1319031556535578624, 'id_str': '1319031556535578624', 'indices': [238, 261], 'media_url': 'http://pbs.twimg.com/media/Ek4kNk7VcAApz15.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ek4kNk7VcAApz15.jpg', 'url': 'https://t.co/hgKbpKFm5D', 'display_url': 'pic.twitter.com/hgKbpKFm5D', 'expanded_url': 'https://twitter.com/XHNews/status/1319031560276901889/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 900, 'h': 600, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 900, 'h': 600, 'resize': 'fit'}}}, {'id': 1319031556506177536, 'id_str': '1319031556506177536', 'indices': [238, 261], 'media_url': 'http://pbs.twimg.com/media/Ek4kNk0U0AAWR-p.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ek4kNk0U0AAWR-p.jpg', 'url': 'https://t.co/hgKbpKFm5D', 'display_url': 'pic.twitter.com/hgKbpKFm5D', 'expanded_url': 'https://twitter.com/XHNews/status/1319031560276901889/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 900, 'h': 581, 'resize': 'fit'}, 'large': {'w': 900, 'h': 581, 'resize': 'fit'}, 'small': {'w': 680, 'h': 439, 'resize': 'fit'}}}, {'id': 1319031556481019904, 'id_str': '1319031556481019904', 'indices': [238, 261], 'media_url': 'http://pbs.twimg.com/media/Ek4kNkuU8AAoGh_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ek4kNkuU8AAoGh_.jpg', 'url': 'https://t.co/hgKbpKFm5D', 'display_url': 'pic.twitter.com/hgKbpKFm5D', 'expanded_url': 'https://twitter.com/XHNews/status/1319031560276901889/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 900, 'h': 600, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 600, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1319031556510412803, 'id_str': '1319031556510412803', 'indices': [238, 261], 'media_url': 'http://pbs.twimg.com/media/Ek4kNk1VcAMJJWB.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ek4kNk1VcAMJJWB.jpg', 'url': 'https://t.co/hgKbpKFm5D', 'display_url': 'pic.twitter.com/hgKbpKFm5D', 'expanded_url': 'https://twitter.com/XHNews/status/1319031560276901889/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 900, 'h': 599, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 900, 'h': 599, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}}, {'id': 1319031556535578624, 'id_str': '1319031556535578624', 'indices': [238, 261], 'media_url': 'http://pbs.twimg.com/media/Ek4kNk7VcAApz15.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ek4kNk7VcAApz15.jpg', 'url': 'https://t.co/hgKbpKFm5D', 'display_url': 'pic.twitter.com/hgKbpKFm5D', 'expanded_url': 'https://twitter.com/XHNews/status/1319031560276901889/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 900, 'h': 600, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 900, 'h': 600, 'resize': 'fit'}}}, {'id': 1319031556506177536, 'id_str': '1319031556506177536', 'indices': [238, 261], 'media_url': 'http://pbs.twimg.com/media/Ek4kNk0U0AAWR-p.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ek4kNk0U0AAWR-p.jpg', 'url': 'https://t.co/hgKbpKFm5D', 'display_url': 'pic.twitter.com/hgKbpKFm5D', 'expanded_url': 'https://twitter.com/XHNews/status/1319031560276901889/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 900, 'h': 581, 'resize': 'fit'}, 'large': {'w': 900, 'h': 581, 'resize': 'fit'}, 'small': {'w': 680, 'h': 439, 'resize': 'fit'}}}, {'id': 1319031556481019904, 'id_str': '1319031556481019904', 'indices': [238, 261], 'media_url': 'http://pbs.twimg.com/media/Ek4kNkuU8AAoGh_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ek4kNkuU8AAoGh_.jpg', 'url': 'https://t.co/hgKbpKFm5D', 'display_url': 'pic.twitter.com/hgKbpKFm5D', 'expanded_url': 'https://twitter.com/XHNews/status/1319031560276901889/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 900, 'h': 600, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 600, 'resize': 'fit'}}}]}}",1,5,9,21,"{'hashtags': [{'text': 'Coronavirus', 'indices': [0, 12]}], 'urls': [{'url': 'https://t.co/NrZPBPIgT5', 'expanded_url': 'http://xhne.ws/BVi6w', 'display_url': 'xhne.ws/BVi6w', 'indices': [40, 63]}, {'url': 'https://t.co/b6i2rxMAQB', 'expanded_url': 'https://twitter.com/i/web/status/1319031560276901889', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,XHN,SeptOct2020
Wed Oct 21 09:49:17 +0000 2020,1318851843938660352,1318851843938660352,"China has reined in new COVID-19 outbreak in Qingdao with speed, completing coronavirus screenings on all the city'… https://t.co/o7KhJbQv58","[0, 140]","<a href=""http://static.cms.xinhua-news.cn/sm/twitterxinhuanewsagency/"" rel=""nofollow"">China Xinhua News</a>",True,,,,,,"{'id': 487118986, 'id_str': '487118986', 'name': 'China Xinhua News', 'screen_name': 'XHNews', 'location': 'Headquartered in Beijing, PRC', 'url': None, 'description': ""We are public media for the public good. We don't pursue corporate interests, nor will we yield to the pressure of ideological stigmatization and political bias"", 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 12335268, 'friends_count': 66, 'listed_count': 13907, 'favourites_count': 118, 'statuses_count': 217977, 'created_at': 'Thu Feb 09 01:10:18 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/487118986/1586067539', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""China has reined in new COVID-19 outbreak in Qingdao with speed, completing coronavirus screenings on all the city's 11 million residents in five days https://t.co/3ZwEgt0068"", 'display_text_range': [0, 150], 'entities': {'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1318851550526070784, 'id_str': '1318851550526070784', 'indices': [151, 174], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1318851550526070784/img/pGwVylbfDo-4mTod.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1318851550526070784/img/pGwVylbfDo-4mTod.jpg', 'url': 'https://t.co/3ZwEgt0068', 'display_url': 'pic.twitter.com/3ZwEgt0068', 'expanded_url': 'https://twitter.com/XHNews/status/1318851843938660352/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 97160, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1318851550526070784/vid/640x360/26HhA-c_JLGRnJxH.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1318851550526070784/vid/1280x720/DCTpcSjxnQSOGEOO.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1318851550526070784/pl/RJnPfmExZIupWPJo.m3u8?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1318851550526070784/vid/480x270/XIJ-4A1XjYHYhWOp.mp4?tag=13'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1318851550526070784, 'id_str': '1318851550526070784', 'indices': [151, 174], 'additional_media_info': {'monetizable': False}, 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1318851550526070784/img/pGwVylbfDo-4mTod.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1318851550526070784/img/pGwVylbfDo-4mTod.jpg', 'url': 'https://t.co/3ZwEgt0068', 'display_url': 'pic.twitter.com/3ZwEgt0068', 'expanded_url': 'https://twitter.com/XHNews/status/1318851843938660352/video/1', 'type': 'video', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 97160, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1318851550526070784/vid/640x360/26HhA-c_JLGRnJxH.mp4?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1318851550526070784/vid/1280x720/DCTpcSjxnQSOGEOO.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1318851550526070784/pl/RJnPfmExZIupWPJo.m3u8?tag=13'}, {'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1318851550526070784/vid/480x270/XIJ-4A1XjYHYhWOp.mp4?tag=13'}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}}",13,8,29,70,"{'hashtags': [], 'urls': [{'url': 'https://t.co/o7KhJbQv58', 'expanded_url': 'https://twitter.com/i/web/status/1318851843938660352', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,XHN,SeptOct2020
Wed Oct 21 02:07:46 +0000 2020,1318735702134149120,1318735702134149120,Chinese mainland reports no new locally transmitted COVID-19 cases; 11  imported cases reported… https://t.co/1VMZ21nZks,"[0, 140]","<a href=""http://static.cms.xinhua-news.cn/sm/twitterxinhuanewsagency/"" rel=""nofollow"">China Xinhua News</a>",True,,,,,,"{'id': 487118986, 'id_str': '487118986', 'name': 'China Xinhua News', 'screen_name': 'XHNews', 'location': 'Headquartered in Beijing, PRC', 'url': None, 'description': ""We are public media for the public good. We don't pursue corporate interests, nor will we yield to the pressure of ideological stigmatization and political bias"", 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 12335268, 'friends_count': 66, 'listed_count': 13907, 'favourites_count': 118, 'statuses_count': 217977, 'created_at': 'Thu Feb 09 01:10:18 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/487118986/1586067539', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Chinese mainland reports no new locally transmitted COVID-19 cases; 11  imported cases reported https://t.co/XIfcNspLhE https://t.co/pmBWZLpkeZ', 'display_text_range': [0, 119], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/XIfcNspLhE', 'expanded_url': 'http://xhne.ws/1QsTL', 'display_url': 'xhne.ws/1QsTL', 'indices': [96, 119]}], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1318735698183155712, 'id_str': '1318735698183155712', 'indices': [120, 143], 'media_url': 'http://pbs.twimg.com/media/Ek0XIWrVcAAQjXb.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ek0XIWrVcAAQjXb.jpg', 'url': 'https://t.co/pmBWZLpkeZ', 'display_url': 'pic.twitter.com/pmBWZLpkeZ', 'expanded_url': 'https://twitter.com/XHNews/status/1318735702134149120/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 474, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 900, 'h': 627, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 627, 'resize': 'fit'}}}, {'id': 1318735697709199360, 'id_str': '1318735697709199360', 'indices': [120, 143], 'media_url': 'http://pbs.twimg.com/media/Ek0XIU6VcAAtiW_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ek0XIU6VcAAtiW_.jpg', 'url': 'https://t.co/pmBWZLpkeZ', 'display_url': 'pic.twitter.com/pmBWZLpkeZ', 'expanded_url': 'https://twitter.com/XHNews/status/1318735702134149120/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 900, 'h': 599, 'resize': 'fit'}, 'large': {'w': 900, 'h': 599, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1318735698183155712, 'id_str': '1318735698183155712', 'indices': [120, 143], 'media_url': 'http://pbs.twimg.com/media/Ek0XIWrVcAAQjXb.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ek0XIWrVcAAQjXb.jpg', 'url': 'https://t.co/pmBWZLpkeZ', 'display_url': 'pic.twitter.com/pmBWZLpkeZ', 'expanded_url': 'https://twitter.com/XHNews/status/1318735702134149120/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 474, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 900, 'h': 627, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 627, 'resize': 'fit'}}}, {'id': 1318735697709199360, 'id_str': '1318735697709199360', 'indices': [120, 143], 'media_url': 'http://pbs.twimg.com/media/Ek0XIU6VcAAtiW_.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ek0XIU6VcAAtiW_.jpg', 'url': 'https://t.co/pmBWZLpkeZ', 'display_url': 'pic.twitter.com/pmBWZLpkeZ', 'expanded_url': 'https://twitter.com/XHNews/status/1318735702134149120/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 900, 'h': 599, 'resize': 'fit'}, 'large': {'w': 900, 'h': 599, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}}]}}",1,91,8,34,"{'hashtags': [], 'urls': [{'url': 'https://t.co/1VMZ21nZks', 'expanded_url': 'https://twitter.com/i/web/status/1318735702134149120', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [97, 120]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,XHN,SeptOct2020
Wed Oct 21 01:59:16 +0000 2020,1318733562779062273,1318733562779062273,COVID-19 vaccine development not affected by virus mutation: Chinese official https://t.co/Pux7pPDBTf https://t.co/utYAwEeEo0,"[0, 101]","<a href=""http://static.cms.xinhua-news.cn/sm/twitterxinhuanewsagency/"" rel=""nofollow"">China Xinhua News</a>",False,,,,,,"{'id': 487118986, 'id_str': '487118986', 'name': 'China Xinhua News', 'screen_name': 'XHNews', 'location': 'Headquartered in Beijing, PRC', 'url': None, 'description': ""We are public media for the public good. We don't pursue corporate interests, nor will we yield to the pressure of ideological stigmatization and political bias"", 'translator_type': 'regular', 'protected': False, 'verified': True, 'followers_count': 12335268, 'friends_count': 66, 'listed_count': 13907, 'favourites_count': 118, 'statuses_count': 217977, 'created_at': 'Thu Feb 09 01:10:18 +0000 2012', 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1246686019241398274/swhowkA5_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/487118986/1586067539', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,,0,2,14,52,"{'hashtags': [], 'urls': [{'url': 'https://t.co/Pux7pPDBTf', 'expanded_url': 'http://xhne.ws/wjXEL', 'display_url': 'xhne.ws/wjXEL', 'indices': [78, 101]}], 'user_mentions': [], 'symbols': [], 'media': [{'id': 1318733558756777984, 'id_str': '1318733558756777984', 'indices': [102, 125], 'media_url': 'http://pbs.twimg.com/media/Ek0VL0sVoAAyHVg.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ek0VL0sVoAAyHVg.jpg', 'url': 'https://t.co/utYAwEeEo0', 'display_url': 'pic.twitter.com/utYAwEeEo0', 'expanded_url': 'https://twitter.com/XHNews/status/1318733562779062273/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 900, 'h': 600, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 600, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}}]}",False,False,False,low,en,[{'tag': None}],"{'media': [{'id': 1318733558756777984, 'id_str': '1318733558756777984', 'indices': [102, 125], 'media_url': 'http://pbs.twimg.com/media/Ek0VL0sVoAAyHVg.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ek0VL0sVoAAyHVg.jpg', 'url': 'https://t.co/utYAwEeEo0', 'display_url': 'pic.twitter.com/utYAwEeEo0', 'expanded_url': 'https://twitter.com/XHNews/status/1318733562779062273/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 900, 'h': 600, 'resize': 'fit'}, 'medium': {'w': 900, 'h': 600, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}}, {'id': 1318733558727413761, 'id_str': '1318733558727413761', 'indices': [102, 125], 'media_url': 'http://pbs.twimg.com/media/Ek0VL0lVkAE-Pzl.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ek0VL0lVkAE-Pzl.jpg', 'url': 'https://t.co/utYAwEeEo0', 'display_url': 'pic.twitter.com/utYAwEeEo0', 'expanded_url': 'https://twitter.com/XHNews/status/1318733562779062273/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 900, 'h': 600, 'resize': 'fit'}, 'large': {'w': 900, 'h': 600, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}}]}",XHN,SeptOct2020
